Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																
Республики Беларусь ежедневно, за период с 01.01.2007 по 31.12.2007																																
																																
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 крона (EEK)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
17.11.2007	 1 912,59 	 1 607,41 	 429,18 	 421,80 	 2 152,00 	 3 143,75 	 856,57 	 35,41 	 17,84 	 2 193,46 	 200,98 	 7 790,05 	 61,61 	 4 497,86 	 910,46 	 191,12 		 391,74 		 87,78 	 3 405,48 	 1 482,35 				 4 398,37 	 118,13 	 338,58 	 1 916,72 		 195,22 	 15,96 
18.11.2007	 1 912,59 	 1 607,41 	 429,18 	 421,80 	 2 152,00 	 3 143,75 	 856,57 	 35,41 	 17,84 	 2 193,46 	 200,98 	 7 790,05 	 61,61 	 4 497,86 	 910,46 	 191,12 		 391,74 		 87,78 	 3 405,48 	 1 482,35 				 4 398,37 	 118,13 	 338,58 	 1 916,72 		 195,22 	 15,96 
19.11.2007	 1 912,59 	 1 607,41 	 429,18 	 421,80 	 2 152,00 	 3 143,75 	 856,57 	 35,41 	 17,84 	 2 193,46 	 200,98 	 7 790,05 	 61,61 	 4 497,86 	 910,46 	 191,12 		 391,74 		 87,78 	 3 405,48 	 1 482,35 				 4 398,37 	 118,13 	 338,58 	 1 916,72 		 195,22 	 15,96 
20.11.2007	 1 919,37 	 1 610,00 	 427,51 	 422,48 	 2 152,00 	 3 148,81 	 858,79 	 35,30 	 17,83 	 2 211,38 	 201,24 	 7 790,05 	 61,90 	 4 503,03 	 911,98 	 191,12 		 392,13 		 87,85 	 3 402,55 	 1 487,83 				 4 405,79 	 118,13 	 339,50 	 1 923,92 		 194,71 	 15,96 
21.11.2007	 1 909,90 	 1 622,25 	 428,81 	 425,72 	 2 152,00 	 3 172,91 	 861,23 	 35,05 	 17,85 	 2 197,82 	 202,81 	 7 800,21 	 61,90 	 4 536,73 	 918,95 	 191,31 		 395,89 		 88,08 	 3 410,12 	 1 485,47 				 4 432,26 	 118,84 	 341,79 	 1 937,78 		 195,25 	 15,96 
22.11.2007	 1 893,87 	 1 628,45 	 429,11 	 427,27 	 2 152,00 	 3 185,28 	 865,40 	 34,89 	 17,88 	 2 189,55 	 203,64 	 7 837,42 	 61,90 	 4 556,43 	 922,62 	 191,03 		 397,50 		 88,42 	 3 423,40 	 1 484,19 				 4 437,96 	 119,18 	 341,70 	 1 945,66 		 197,64 	 15,96 
23.11.2007	 1 881,60 	 1 632,16 	 428,73 	 428,22 	 2 152,00 	 3 192,17 	 866,27 	 34,53 	 17,87 	 2 193,01 	 204,02 	 7 851,15 	 61,90 	 4 567,55 	 924,54 	 191,54 		 397,83 		 88,50 	 3 429,43 	 1 483,83 				 4 438,18 	 119,14 	 342,24 	 1 952,28 		 197,91 	 15,96 
24.11.2007	 1 875,58 	 1 632,22 	 426,69 	 428,17 	 2 152,00 	 3 192,49 	 865,16 	 34,39 	 17,86 	 2 184,22 	 204,00 	 7 858,60 	 61,90 	 4 565,13 	 924,46 	 191,89 		 396,67 		 88,69 	 3 429,43 	 1 491,54 				 4 441,51 	 119,24 	 342,27 	 1 955,21 		 198,88 	 15,96 
25.11.2007	 1 875,58 	 1 632,22 	 426,69 	 428,17 	 2 152,00 	 3 192,49 	 865,16 	 34,39 	 17,86 	 2 184,22 	 204,00 	 7 858,60 	 61,90 	 4 565,13 	 924,46 	 191,89 		 396,67 		 88,69 	 3 429,43 	 1 491,54 				 4 441,51 	 119,24 	 342,27 	 1 955,21 		 198,88 	 15,96 
26.11.2007	 1 875,58 	 1 632,22 	 426,69 	 428,17 	 2 152,00 	 3 192,49 	 865,16 	 34,39 	 17,86 	 2 184,22 	 204,00 	 7 858,60 	 61,90 	 4 565,13 	 924,46 	 191,89 		 396,67 		 88,69 	 3 429,43 	 1 491,54 				 4 441,51 	 119,24 	 342,27 	 1 955,21 		 198,88 	 15,96 
27.11.2007	 1 907,21 	 1 635,26 	 427,26 	 429,02 	 2 152,00 	 3 198,41 	 870,76 	 34,41 	 17,85 	 2 191,45 	 204,42 	 7 854,01 	 62,04 	 4 576,78 	 926,37 	 191,37 		 399,73 		 88,52 	 3 429,43 	 1 493,56 				 4 453,89 	 119,67 	 344,84 	 1 953,52 		 198,23 	 15,96 
28.11.2007	 1 889,80 	 1 634,22 	 426,63 	 428,69 	 2 153,00 	 3 196,24 	 866,45 	 34,05 	 17,83 	 2 173,98 	 204,33 	 7 857,66 	 62,07 	 4 573,55 	 925,82 	 191,68 		 397,05 		 88,56 	 3 438,23 	 1 492,55 				 4 453,80 	 119,42 	 343,65 	 1 956,56 		 198,86 	 15,97 
29.11.2007	 1 880,11 	 1 621,78 	 425,85 	 425,38 	 2 153,00 	 3 172,01 	 864,43 	 34,27 	 17,82 	 2 156,13 	 202,75 	 7 850,22 	 62,07 	 4 544,59 	 918,79 	 191,72 		 391,06 		 88,37 	 3 440,77 	 1 489,71 				 4 436,47 	 119,19 	 338,44 	 1 932,41 		 197,30 	 15,97 
30.11.2007	 1 903,57 	 1 623,07 	 425,91 	 425,67 	 2 153,00 	 3 174,71 	 871,04 	 34,95 	 17,81 	 2 180,25 	 202,87 	 7 850,50 	 62,07 	 4 543,63 	 919,22 	 191,72 		 392,13 		 88,42 	 3 423,42 	 1 488,21 				 4 451,22 	 119,87 	 338,83 	 1 924,99 		 195,41 	 15,97 
01.12.2007	 1 910,79 	 1 623,68 	 425,16 	 425,83 	 2 153,00 	 3 175,46 	 875,63 	 35,22 	 17,81 	 2 161,10 	 202,94 	 7 850,50 	 62,07 	 4 544,11 	 919,10 	 191,46 	 1 830,39 	 391,27 		 88,18 	 3 422,73 	 1 488,37 				 4 448,74 	 120,94 	 338,33 	 1 920,95 		 195,06 	
02.12.2007	 1 910,79 	 1 623,68 	 425,16 	 425,83 	 2 153,00 	 3 175,46 	 875,63 	 35,22 	 17,81 	 2 161,10 	 202,94 	 7 850,50 	 62,07 	 4 544,11 	 919,10 	 191,46 	 1 830,39 	 391,27 		 88,18 	 3 422,73 	 1 488,37 				 4 448,74 	 120,94 	 338,33 	 1 920,95 		 195,06 	
03.12.2007	 1 910,79 	 1 623,68 	 425,16 	 425,83 	 2 153,00 	 3 175,46 	 875,63 	 35,22 	 17,81 	 2 161,10 	 202,94 	 7 850,50 	 62,07 	 4 544,11 	 919,10 	 191,46 	 1 830,39 	 391,27 		 88,18 	 3 422,73 	 1 488,37 				 4 448,74 	 120,94 	 338,33 	 1 920,95 		 195,06 	
04.12.2007	 1 896,25 	 1 611,17 	 425,20 	 422,56 	 2 153,00 	 3 151,45 	 870,27 	 35,03 	 17,81 	 2 147,20 	 201,42 	 7 844,21 	 62,33 	 4 497,13 	 912,73 	 191,89 	 1 820,18 	 388,59 		 88,04 	 3 423,66 	 1 484,83 				 4 425,49 	 120,07 	 336,81 	 1 907,50 		 195,00 	
05.12.2007	 1 880,32 	 1 612,19 	 425,66 	 422,81 	 2 153,00 	 3 152,75 	 871,77 	 35,05 	 17,81 	 2 146,56 	 201,51 	 7 849,07 	 62,33 	 4 499,95 	 913,24 	 191,63 	 1 819,95 	 388,61 		 87,97 	 3 413,80 	 1 487,24 				 4 442,28 	 120,14 	 334,31 	 1 907,59 		 195,44 	
06.12.2007	 1 873,00 	 1 619,77 	 425,43 	 424,79 	 2 153,00 	 3 168,03 	 877,61 	 34,50 	 17,82 	 2 120,35 	 202,49 	 7 848,21 	 62,33 	 4 534,06 	 917,61 	 191,59 	 1 823,03 	 391,90 		 88,15 	 3 423,79 	 1 487,75 				 4 393,73 	 120,47 	 337,52 	 1 923,27 		 195,17 	
07.12.2007	 1 877,32 	 1 605,13 	 424,31 	 420,95 	 2 154,00 	 3 139,35 	 875,81 	 34,75 	 17,84 	 2 121,44 	 200,64 	 7 857,59 	 62,36 	 4 489,84 	 908,75 	 191,68 	 1 825,97 	 390,03 		 87,74 	 3 417,41 	 1 487,77 				 4 363,57 	 120,24 	 334,08 	 1 905,69 		 194,43 	
08.12.2007	 1 887,66 	 1 610,17 	 425,27 	 422,26 	 2 154,00 	 3 149,47 	 879,15 	 34,83 	 17,82 	 2 130,77 	 201,27 	 7 858,45 	 62,36 	 4 511,47 	 912,13 	 191,19 	 1 830,31 	 392,55 		 87,81 	 3 397,48 	 1 492,05 				 4 367,56 	 120,40 	 335,27 	 1 904,09 		 193,50 	
09.12.2007	 1 887,66 	 1 610,17 	 425,27 	 422,26 	 2 154,00 	 3 149,47 	 879,15 	 34,83 	 17,82 	 2 130,77 	 201,27 	 7 858,45 	 62,36 	 4 511,47 	 912,13 	 191,19 	 1 830,31 	 392,55 		 87,81 	 3 397,48 	 1 492,05 				 4 367,56 	 120,40 	 335,27 	 1 904,09 		 193,50 	
10.12.2007	 1 887,66 	 1 610,17 	 425,27 	 422,26 	 2 154,00 	 3 149,47 	 879,15 	 34,83 	 17,82 	 2 130,77 	 201,27 	 7 858,45 	 62,36 	 4 511,47 	 912,13 	 191,19 	 1 830,31 	 392,55 		 87,81 	 3 397,48 	 1 492,05 				 4 367,56 	 120,40 	 335,27 	 1 904,09 		 193,50 	
11.12.2007	 1 894,23 	 1 613,66 	 425,23 	 423,07 	 2 154,00 	 3 155,83 	 882,82 	 34,91 	 17,83 	 2 144,78 	 201,70 	 7 858,45 	 62,01 	 4 524,73 	 913,49 	 191,38 	 1 834,44 	 395,15 		 87,96 	 3 405,56 	 1 495,21 				 4 388,24 	 121,02 	 334,49 	 1 907,97 		 192,75 	
12.12.2007	 1 910,71 	 1 620,77 	 425,23 	 424,85 	 2 154,00 	 3 169,93 	 888,12 	 35,28 	 17,84 	 2 139,56 	 202,58 	 7 862,75 	 62,01 	 4 544,30 	 918,04 	 191,25 	 1 844,18 	 396,03 		 88,22 	 3 409,89 	 1 493,60 				 4 409,99 	 121,72 	 337,41 	 1 907,80 		 192,38 	
13.12.2007	 1 898,64 	 1 616,57 	 425,25 	 423,81 	 2 154,00 	 3 161,75 	 884,05 	 35,22 	 17,82 	 2 132,15 	 202,07 	 7 863,04 	 62,01 	 4 529,97 	 915,64 	 191,81 	 1 835,30 	 396,09 		 88,12 	 3 409,76 	 1 493,24 				 4 398,36 	 121,61 	 334,80 	 1 901,48 		 193,64 	
14.12.2007	 1 899,18 	 1 619,06 	 425,27 	 424,45 	 2 154,00 	 3 166,81 	 885,55 	 35,41 	 17,83 	 2 130,25 	 202,43 	 7 860,45 	 62,01 	 4 540,95 	 917,16 	 191,19 	 1 840,00 	 398,70 		 88,18 	 3 412,37 	 1 494,64 				 4 395,99 	 121,17 	 335,52 	 1 899,47 		 192,73 	
15.12.2007	 1 883,78 	 1 604,89 	 425,44 	 420,64 	 2 154,00 	 3 138,70 	 871,80 	 35,05 	 17,84 	 2 115,91 	 200,61 	 7 851,00 	 62,01 	 4 506,75 	 909,05 	 192,15 	 1 827,75 	 394,29 		 87,89 	 3 410,82 	 1 492,67 				 4 384,90 	 119,29 	 332,72 	 1 880,32 		 191,38 	
16.12.2007	 1 883,78 	 1 604,89 	 425,44 	 420,64 	 2 154,00 	 3 138,70 	 871,80 	 35,05 	 17,84 	 2 115,91 	 200,61 	 7 851,00 	 62,01 	 4 506,75 	 909,05 	 192,15 	 1 827,75 	 394,29 		 87,89 	 3 410,82 	 1 492,67 				 4 384,90 	 119,29 	 332,72 	 1 880,32 		 191,38 	
17.12.2007	 1 883,78 	 1 604,89 	 425,44 	 420,64 	 2 154,00 	 3 138,70 	 871,80 	 35,05 	 17,84 	 2 115,91 	 200,61 	 7 851,00 	 62,01 	 4 506,75 	 909,05 	 192,15 	 1 827,75 	 394,29 		 87,89 	 3 410,82 	 1 492,67 				 4 384,90 	 119,29 	 332,72 	 1 880,32 		 191,38 	
18.12.2007	 1 849,32 	 1 585,11 	 425,27 	 415,45 	 2 154,00 	 3 100,36 	 855,25 	 34,18 	 17,84 	 2 111,04 	 198,16 	 7 861,31 	 63,21 	 4 449,49 	 897,91 	 191,22 	 1 810,84 	 389,22 		 87,19 	 3 386,93 	 1 478,89 				 4 339,56 	 117,48 	 329,77 	 1 867,77 		 190,51 	
19.12.2007	 1 852,98 	 1 584,17 	 426,28 	 415,21 	 2 154,00 	 3 098,64 	 856,29 	 34,26 	 17,84 	 2 145,63 	 198,05 	 7 857,01 	 63,21 	 4 449,03 	 897,50 	 191,06 	 1 815,04 	 386,33 		 87,12 	 3 372,86 	 1 476,91 				 4 349,79 	 117,22 	 327,93 	 1 869,39 		 190,13 	
20.12.2007	 1 855,02 	 1 583,77 	 426,01 	 415,19 	 2 154,00 	 3 097,78 	 856,38 	 34,14 	 17,85 	 2 138,07 	 197,98 	 7 848,14 	 63,21 	 4 446,28 	 897,14 	 190,20 	 1 812,75 	 384,84 		 87,11 	 3 373,94 	 1 474,38 				 4 336,54 	 118,29 	 326,31 	 1 867,04 		 190,43 	
21.12.2007	 1 852,76 	 1 581,32 	 426,89 	 414,47 	 2 154,00 	 3 092,93 	 853,61 	 33,80 	 17,85 	 2 146,38 	 197,69 	 7 843,57 	 63,21 	 4 435,29 	 895,80 	 190,41 	 1 801,08 	 385,27 		 87,02 	 3 372,41 	 1 474,64 				 4 293,46 	 117,40 	 327,64 	 1 864,13 		 190,62 	
22.12.2007	 1 866,98 	 1 582,54 	 425,88 	 414,81 	 2 154,00 	 3 095,19 	 855,70 	 33,65 	 17,83 	 2 161,13 	 197,83 	 7 849,00 	 63,21 	 4 442,15 	 896,44 	 190,68 	 1 804,40 	 385,60 		 87,12 	 3 362,37 	 1 477,97 				 4 272,03 	 117,22 	 327,95 	 1 862,03 		 190,22 	
23.12.2007	 1 866,98 	 1 582,54 	 425,88 	 414,81 	 2 154,00 	 3 095,19 	 855,70 	 33,65 	 17,83 	 2 161,13 	 197,83 	 7 849,00 	 63,21 	 4 442,15 	 896,44 	 190,68 	 1 804,40 	 385,60 		 87,12 	 3 362,37 	 1 477,97 				 4 272,03 	 117,22 	 327,95 	 1 862,03 		 190,22 	
24.12.2007	 1 866,98 	 1 582,54 	 425,88 	 414,81 	 2 154,00 	 3 095,19 	 855,70 	 33,65 	 17,83 	 2 161,13 	 197,83 	 7 849,00 	 63,21 	 4 442,15 	 896,44 	 190,68 	 1 804,40 	 385,60 		 87,12 	 3 362,37 	 1 477,97 				 4 272,03 	 117,22 	 327,95 	 1 862,03 		 190,22 	
25.12.2007	 1 866,98 	 1 582,54 	 425,88 	 414,81 	 2 154,00 	 3 095,19 	 855,70 	 33,65 	 17,83 	 2 161,13 	 197,83 	 7 849,00 	 63,21 	 4 442,15 	 896,44 	 190,68 	 1 804,40 	 385,60 		 87,12 	 3 362,37 	 1 477,97 				 4 272,03 	 117,22 	 327,95 	 1 862,03 		 190,22 	
26.12.2007	 1 866,98 	 1 582,54 	 425,88 	 414,81 	 2 154,00 	 3 095,19 	 855,70 	 33,65 	 17,83 	 2 161,13 	 197,83 	 7 849,00 	 63,21 	 4 442,15 	 896,44 	 190,68 	 1 804,40 	 385,60 		 87,12 	 3 362,37 	 1 477,97 				 4 272,03 	 117,22 	 327,95 	 1 862,03 		 190,22 	
27.12.2007	 1 878,17 	 1 587,47 	 426,93 	 416,10 	 2 153,00 	 3 104,84 	 860,31 	 33,99 	 17,79 	 2 184,68 	 198,43 	 7 843,64 	 61,18 	 4 454,33 	 899,22 	 189,94 	 1 828,22 	 388,31 		 87,16 	 3 364,75 	 1 483,09 				 4 265,85 	 116,92 	 327,33 	 1 863,18 		 188,41 	
28.12.2007	 1 882,77 	 1 593,45 	 425,08 	 417,89 	 2 151,00 	 3 116,37 	 863,02 	 34,08 	 17,76 	 2 192,33 	 199,17 	 7 854,38 	 61,13 	 4 473,33 	 902,64 	 189,60 	 1 826,91 	 388,66 		 87,30 	 3 370,32 	 1 482,02 				 4 279,31 	 117,44 	 329,81 	 1 868,89 		 188,25 	
29.12.2007	 1 879,64 	 1 610,25 	 425,78 	 422,37 	 2 150,00 	 3 149,32 	 873,72 	 34,39 	 17,82 	 2 191,42 	 201,29 	 7 867,96 	 61,10 	 4 520,13 	 912,14 	 189,93 	 1 832,91 	 394,63 		 87,61 	 3 369,63 	 1 486,55 				 4 294,09 	 118,38 	 332,65 	 1 894,86 		 189,91 	
30.12.2007	 1 884,80 	 1 617,58 	 425,74 	 424,64 	 2 150,00 	 3 166,73 	 879,26 	 34,42 	 17,83 	 2 190,41 	 202,21 	 7 867,10 	 61,10 	 4 537,30 	 916,92 	 189,52 	 1 836,74 	 397,89 		 87,61 	 3 393,73 	 1 486,91 				 4 292,37 	 118,92 	 336,04 	 1 908,91 		 191,37 	
31.12.2007	 1 884,80 	 1 617,58 	 425,74 	 424,64 	 2 150,00 	 3 166,73 	 879,26 	 34,42 	 17,83 	 2 190,41 	 202,21 	 7 867,10 	 61,10 	 4 537,30 	 916,92 	 189,52 	 1 836,74 	 397,89 		 87,61 	 3 393,73 	 1 486,91 				 4 292,37 	 118,92 	 336,04 	 1 908,91 		 191,37 	
