Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																
Республики Беларусь ежедневно, за период с 01.01.2007 по 31.12.2007																																
																																
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 крона (EEK)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
26.06.2007	 1 819,50 	 1 474,83 	 427,50 	 387,52 	 2 145,00 	 2 884,49 	 761,08 	 34,45 	 17,53 	 2 000,93 	 184,35 	 7 445,33 	 56,52 	 4 142,93 	 835,43 	 174,21 		 360,66 		 82,82 	 3 241,29 	 1 394,53 				 4 288,61 	 100,42 	 312,28 	 1 744,68 		 173,49 	 15,91 
27.06.2007	 1 817,14 	 1 475,09 	 427,67 	 387,68 	 2 145,00 	 2 885,03 	 760,53 	 34,12 	 17,67 	 2 001,68 	 184,37 	 7 445,33 	 56,52 	 4 143,73 	 835,46 	 174,46 		 360,23 		 83,21 	 3 246,26 	 1 394,67 				 4 285,60 	 100,66 	 311,31 	 1 744,97 		 174,06 	 15,91 
28.06.2007	 1 802,34 	 1 473,01 	 427,44 	 387,06 	 2 145,00 	 2 880,73 	 757,55 	 34,28 	 17,67 	 2 000,47 	 184,11 	 7 444,04 	 56,52 	 4 138,53 	 834,29 	 174,82 		 358,75 		 82,99 	 3 247,85 	 1 394,35 				 4 277,88 	 100,50 	 310,39 	 1 744,26 		 174,92 	 15,91 
29.06.2007	 1 810,49 	 1 475,44 	 428,14 	 387,74 	 2 145,00 	 2 885,88 	 763,60 	 34,22 	 17,56 	 2 013,14 	 184,44 	 7 445,33 	 56,52 	 4 145,33 	 835,31 	 175,60 		 363,16 		 83,15 	 3 246,56 	 1 396,03 				 4 293,97 	 100,88 	 312,83 	 1 744,90 		 174,28 	 15,91 
30.06.2007	 1 823,57 	 1 475,39 	 428,14 	 387,72 	 2 145,00 	 2 885,67 	 766,88 	 34,20 	 17,54 	 2 030,00 	 184,44 	 7 445,33 	 56,52 	 4 144,53 	 835,74 	 176,18 		 363,46 		 83,09 	 3 248,26 	 1 400,04 				 4 293,11 	 100,40 	 312,15 	 1 742,13 		 173,68 	 15,91 
01.07.2007	 1 823,57 	 1 475,39 	 428,14 	 387,72 	 2 145,00 	 2 885,67 	 766,88 	 34,20 	 17,54 	 2 030,00 	 184,44 	 7 445,33 	 56,52 	 4 144,53 	 835,74 	 176,18 		 363,46 		 83,09 	 3 248,26 	 1 400,04 				 4 293,11 	 100,40 	 312,15 	 1 742,13 		 173,68 	 15,91 
02.07.2007	 1 823,57 	 1 475,39 	 428,14 	 387,72 	 2 145,00 	 2 885,67 	 766,88 	 34,20 	 17,54 	 2 030,00 	 184,44 	 7 445,33 	 56,52 	 4 144,53 	 835,74 	 176,18 		 363,46 		 83,09 	 3 248,26 	 1 400,04 				 4 293,11 	 100,40 	 312,15 	 1 742,13 		 173,68 	 15,91 
03.07.2007	 1 823,57 	 1 475,39 	 428,14 	 387,72 	 2 145,00 	 2 885,67 	 766,88 	 34,20 	 17,54 	 2 030,00 	 184,44 	 7 445,33 	 56,52 	 4 144,53 	 835,74 	 176,18 		 363,46 		 83,09 	 3 248,26 	 1 400,04 				 4 293,11 	 100,40 	 312,15 	 1 742,13 		 173,68 	 15,91 
04.07.2007	 1 823,57 	 1 475,39 	 428,14 	 387,72 	 2 145,00 	 2 885,67 	 766,88 	 34,20 	 17,54 	 2 030,00 	 184,44 	 7 445,33 	 56,52 	 4 144,53 	 835,74 	 176,18 		 363,46 		 83,09 	 3 248,26 	 1 400,04 				 4 293,11 	 100,40 	 312,15 	 1 742,13 		 173,68 	 15,91 
05.07.2007	 1 838,80 	 1 492,95 	 427,12 	 392,43 	 2 145,00 	 2 920,31 	 776,51 	 34,65 	 17,64 	 2 029,14 	 186,63 	 7 445,33 	 56,52 	 4 193,14 	 845,25 	 175,96 		 368,00 		 83,58 	 3 263,49 	 1 409,28 				 4 327,54 	 101,72 	 317,90 	 1 762,97 		 175,14 	 15,91 
06.07.2007	 1 841,91 	 1 496,49 	 426,02 	 393,34 	 2 145,00 	 2 927,28 	 777,50 	 34,63 	 17,59 	 2 029,04 	 187,07 	 7 444,81 	 56,52 	 4 203,00 	 847,68 	 176,14 		 369,22 		 83,55 	 3 263,49 	 1 410,44 				 4 324,86 	 102,25 	 319,65 	 1 769,00 		 175,05 	 15,91 
07.07.2007	 1 839,44 	 1 491,08 	 427,33 	 391,90 	 2 145,00 	 2 916,23 	 772,43 	 34,88 	 17,61 	 2 030,67 	 186,40 	 7 445,07 	 56,52 	 4 186,18 	 844,12 	 176,29 		 368,68 		 83,36 	 3 267,65 	 1 410,72 				 4 313,06 	 101,76 	 318,76 	 1 759,28 		 174,14 	 15,91 
08.07.2007	 1 839,44 	 1 491,08 	 427,33 	 391,90 	 2 145,00 	 2 916,23 	 772,43 	 34,88 	 17,61 	 2 030,67 	 186,40 	 7 445,07 	 56,52 	 4 186,18 	 844,12 	 176,29 		 368,68 		 83,36 	 3 267,65 	 1 410,72 				 4 313,06 	 101,76 	 318,76 	 1 759,28 		 174,14 	 15,91 
09.07.2007	 1 839,44 	 1 491,08 	 427,33 	 391,90 	 2 145,00 	 2 916,23 	 772,43 	 34,88 	 17,61 	 2 030,67 	 186,40 	 7 445,07 	 56,52 	 4 186,18 	 844,12 	 176,29 		 368,68 		 83,36 	 3 267,65 	 1 410,72 				 4 313,06 	 101,76 	 318,76 	 1 759,28 		 174,14 	 15,91 
10.07.2007	 1 843,52 	 1 494,10 	 427,74 	 392,70 	 2 145,00 	 2 922,35 	 779,02 	 35,17 	 17,60 	 2 049,49 	 186,76 	 7 445,07 	 56,52 	 4 189,86 	 845,85 	 176,98 		 369,77 		 83,46 	 3 260,94 	 1 412,16 				 4 319,17 	 101,97 	 318,69 	 1 762,24 		 173,80 	 15,91 
11.07.2007	 1 843,63 	 1 495,66 	 427,95 	 393,17 	 2 145,00 	 2 925,03 	 778,15 	 35,40 	 17,65 	 2 045,39 	 186,94 	 7 445,33 	 56,52 	 4 192,73 	 847,27 	 176,43 		 367,89 		 83,60 	 3 264,13 	 1 413,56 				 4 322,93 	 102,05 	 318,72 	 1 764,85 		 173,97 	 15,91 
12.07.2007	 1 847,70 	 1 507,43 	 428,85 	 396,29 	 2 145,00 	 2 948,20 	 781,83 	 35,27 	 17,69 	 2 028,46 	 188,42 	 7 445,07 	 56,52 	 4 229,52 	 853,85 	 176,29 		 369,85 		 84,00 	 3 266,28 	 1 415,42 				 4 353,49 	 103,65 	 321,37 	 1 782,23 		 176,78 	 15,91 
13.07.2007	 1 850,38 	 1 511,41 	 428,89 	 397,28 	 2 145,00 	 2 956,02 	 785,83 	 35,56 	 17,63 	 2 041,20 	 188,93 	 7 477,52 	 56,52 	 4 242,48 	 856,17 	 176,31 		 372,22 		 84,06 	 3 282,79 	 1 415,00 				 4 363,47 	 104,22 	 322,79 	 1 784,01 		 175,79 	 15,91 
14.07.2007	 1 863,47 	 1 511,63 	 429,04 	 397,31 	 2 145,00 	 2 956,78 	 789,94 	 35,69 	 17,61 	 2 049,79 	 188,97 	 7 474,65 	 56,52 	 4 242,90 	 856,25 	 176,40 		 373,78 		 84,14 	 3 285,86 	 1 416,31 				 4 357,46 	 104,34 	 323,08 	 1 782,97 		 175,39 	 15,91 
15.07.2007	 1 863,47 	 1 511,63 	 429,04 	 397,31 	 2 145,00 	 2 956,78 	 789,94 	 35,69 	 17,61 	 2 049,79 	 188,97 	 7 474,65 	 56,52 	 4 242,90 	 856,25 	 176,40 		 373,78 		 84,14 	 3 285,86 	 1 416,31 				 4 357,46 	 104,34 	 323,08 	 1 782,97 		 175,39 	 15,91 
16.07.2007	 1 863,47 	 1 511,63 	 429,04 	 397,31 	 2 145,00 	 2 956,78 	 789,94 	 35,69 	 17,61 	 2 049,79 	 188,97 	 7 474,65 	 56,52 	 4 242,90 	 856,25 	 176,40 		 373,78 		 84,14 	 3 285,86 	 1 416,31 				 4 357,46 	 104,34 	 323,08 	 1 782,97 		 175,39 	 15,91 
17.07.2007	 1 872,69 	 1 512,00 	 428,94 	 397,44 	 2 145,00 	 2 957,42 	 788,15 	 35,75 	 17,58 	 2 052,24 	 188,99 	 7 475,17 	 56,52 	 4 245,42 	 856,46 	 176,83 		 374,03 		 84,21 	 3 282,88 	 1 414,44 				 4 369,69 	 104,97 	 323,30 	 1 785,34 		 175,96 	 15,91 
18.07.2007	 1 874,94 	 1 511,36 	 428,87 	 397,23 	 2 145,00 	 2 956,02 	 787,43 	 35,69 	 17,63 	 2 053,22 	 188,95 	 7 475,95 	 56,52 	 4 239,13 	 856,13 	 176,73 		 375,07 		 84,26 	 3 288,22 	 1 414,58 				 4 382,99 	 104,59 	 322,99 	 1 788,32 		 176,20 	 15,91 
19.07.2007	 1 877,41 	 1 511,15 	 428,91 	 397,16 	 2 145,00 	 2 955,17 	 786,20 	 36,01 	 17,57 	 2 054,79 	 188,87 	 7 476,21 	 56,52 	 4 241,23 	 855,43 	 176,83 		 373,64 		 84,32 	 3 286,68 	 1 412,72 				 4 396,50 	 104,54 	 322,25 	 1 784,30 		 175,70 	 15,91 
20.07.2007	 1 887,60 	 1 514,30 	 428,94 	 398,02 	 2 145,00 	 2 961,92 	 789,81 	 36,10 	 17,59 	 2 056,17 	 189,29 	 7 476,47 	 56,52 	 4 250,05 	 857,78 	 176,94 		 374,94 		 84,38 	 3 288,46 	 1 416,22 				 4 403,47 	 104,92 	 322,76 	 1 787,05 		 176,05 	 15,91 
21.07.2007	 1 885,78 	 1 513,39 	 428,87 	 397,66 	 2 145,00 	 2 959,99 	 788,24 	 36,11 	 17,58 	 2 054,60 	 189,12 	 7 476,47 	 56,52 	 4 242,90 	 856,80 	 176,94 		 374,23 		 84,40 	 3 291,12 	 1 419,35 				 4 396,28 	 104,75 	 322,95 	 1 780,53 		 175,35 	 15,91 
22.07.2007	 1 885,78 	 1 513,39 	 428,87 	 397,66 	 2 145,00 	 2 959,99 	 788,24 	 36,11 	 17,58 	 2 054,60 	 189,12 	 7 476,47 	 56,52 	 4 242,90 	 856,80 	 176,94 		 374,23 		 84,40 	 3 291,12 	 1 419,35 				 4 396,28 	 104,75 	 322,95 	 1 780,53 		 175,35 	 15,91 
23.07.2007	 1 885,78 	 1 513,39 	 428,87 	 397,66 	 2 145,00 	 2 959,99 	 788,24 	 36,11 	 17,58 	 2 054,60 	 189,12 	 7 476,47 	 56,52 	 4 242,90 	 856,80 	 176,94 		 374,23 		 84,40 	 3 291,12 	 1 419,35 				 4 396,28 	 104,75 	 322,95 	 1 780,53 		 175,35 	 15,91 
24.07.2007	 1 894,57 	 1 516,38 	 428,70 	 398,57 	 2 145,00 	 2 965,89 	 787,30 	 36,04 	 17,58 	 2 053,71 	 189,54 	 7 476,47 	 56,52 	 4 251,73 	 858,48 	 176,83 		 375,07 		 84,50 	 3 288,31 	 1 422,93 				 4 415,05 	 105,16 	 322,98 	 1 786,53 		 177,33 	 15,91 
25.07.2007	 1 896,93 	 1 515,58 	 428,61 	 398,33 	 2 145,00 	 2 964,07 	 788,75 	 36,08 	 17,47 	 2 053,52 	 189,44 	 7 475,95 	 56,64 	 4 252,58 	 858,46 	 176,98 		 374,90 		 84,46 	 3 294,27 	 1 425,34 				 4 426,31 	 105,19 	 323,37 	 1 779,86 		 177,96 	 15,91 
26.07.2007	 1 897,36 	 1 510,62 	 428,14 	 396,99 	 2 145,00 	 2 953,88 	 780,21 	 36,08 	 17,50 	 2 069,76 	 188,84 	 7 607,46 	 56,64 	 4 238,71 	 855,62 	 176,91 		 371,44 		 84,40 	 3 296,33 	 1 421,75 				 4 409,37 	 105,05 	 320,37 	 1 773,68 		 178,46 	 15,91 
27.07.2007	 1 899,08 	 1 505,32 	 427,82 	 395,65 	 2 145,00 	 2 944,12 	 774,48 	 35,81 	 17,45 	 2 059,23 	 188,18 	 7 595,61 	 56,64 	 4 225,35 	 852,31 	 177,09 		 370,88 		 84,12 	 3 288,29 	 1 417,62 				 4 398,86 	 104,63 	 319,73 	 1 769,73 		 178,19 	 15,91 
28.07.2007	 1 844,38 	 1 503,31 	 428,14 	 395,11 	 2 145,00 	 2 940,15 	 771,58 	 35,23 	 17,37 	 2 027,31 	 187,90 	 7 596,95 	 56,64 	 4 218,70 	 851,55 	 177,05 		 366,53 		 84,13 	 3 287,02 	 1 416,31 				 4 372,15 	 105,06 	 318,40 	 1 777,21 		 180,39 	 15,91 
29.07.2007	 1 844,38 	 1 503,31 	 428,14 	 395,11 	 2 145,00 	 2 940,15 	 771,58 	 35,23 	 17,37 	 2 027,31 	 187,90 	 7 596,95 	 56,64 	 4 218,70 	 851,55 	 177,05 		 366,53 		 84,13 	 3 287,02 	 1 416,31 				 4 372,15 	 105,06 	 318,40 	 1 777,21 		 180,39 	 15,91 
30.07.2007	 1 844,38 	 1 503,31 	 428,14 	 395,11 	 2 145,00 	 2 940,15 	 771,58 	 35,23 	 17,37 	 2 027,31 	 187,90 	 7 596,95 	 56,64 	 4 218,70 	 851,55 	 177,05 		 366,53 		 84,13 	 3 287,02 	 1 416,31 				 4 372,15 	 105,06 	 318,40 	 1 777,21 		 180,39 	 15,91 
31.07.2007	 1 830,65 	 1 498,48 	 428,15 	 393,89 	 2 145,00 	 2 930,71 	 771,72 	 34,95 	 17,35 	 2 012,01 	 187,31 	 7 594,26 	 56,64 	 4 206,29 	 848,88 	 177,14 		 365,47 		 83,79 	 3 281,68 	 1 416,54 				 4 347,92 	 104,64 	 318,65 	 1 778,83 		 180,46 	 15,91 
01.08.2007	 1 844,27 	 1 503,26 	 428,79 	 395,08 	 2 145,00 	 2 940,15 	 775,35 	 35,04 	 17,36 	 2 019,87 	 187,91 	 7 605,03 	 56,75 	 4 219,95 	 851,09 	 177,18 		 368,99 		 83,97 	 3 283,52 	 1 419,73 				 4 358,32 	 104,79 	 319,81 	 1 779,86 		 180,16 	 15,91 
02.08.2007	 1 814,88 	 1 497,38 	 428,40 	 393,56 	 2 145,00 	 2 928,57 	 768,20 	 35,00 	 17,37 	 2 010,40 	 187,16 	 7 605,03 	 56,75 	 4 205,06 	 848,21 	 177,33 		 365,43 		 83,79 	 3 284,47 	 1 407,39 				 4 340,84 	 104,72 	 316,25 	 1 787,43 		 182,11 	 15,91 
03.08.2007	 1 831,51 	 1 499,11 	 428,44 	 394,02 	 2 145,00 	 2 932,00 	 772,24 	 34,06 	 17,36 	 2 029,14 	 187,39 	 7 605,03 	 56,75 	 4 209,18 	 849,14 	 177,29 		 368,20 		 83,81 	 3 282,45 	 1 411,09 				 4 355,74 	 104,60 	 318,10 	 1 782,82 		 180,58 	 15,91 
04.08.2007	 1 834,83 	 1 502,10 	 428,23 	 394,75 	 2 145,00 	 2 938,01 	 776,54 	 34,26 	 17,29 	 2 030,19 	 187,77 	 7 605,03 	 56,75 	 4 217,05 	 850,90 	 177,31 		 370,12 		 83,94 	 3 283,20 	 1 412,67 				 4 366,47 	 104,82 	 318,98 	 1 778,98 		 180,02 	 15,91 
05.08.2007	 1 834,83 	 1 502,10 	 428,23 	 394,75 	 2 145,00 	 2 938,01 	 776,54 	 34,26 	 17,29 	 2 030,19 	 187,77 	 7 605,03 	 56,75 	 4 217,05 	 850,90 	 177,31 		 370,12 		 83,94 	 3 283,20 	 1 412,67 				 4 366,47 	 104,82 	 318,98 	 1 778,98 		 180,02 	 15,91 
06.08.2007	 1 834,83 	 1 502,10 	 428,23 	 394,75 	 2 145,00 	 2 938,01 	 776,54 	 34,26 	 17,29 	 2 030,19 	 187,77 	 7 605,03 	 56,75 	 4 217,05 	 850,90 	 177,31 		 370,12 		 83,94 	 3 283,20 	 1 412,67 				 4 366,47 	 104,82 	 318,98 	 1 778,98 		 180,02 	 15,91 
07.08.2007	 1 838,16 	 1 516,38 	 428,40 	 398,51 	 2 145,00 	 2 965,78 	 782,25 	 33,68 	 17,23 	 2 034,91 	 189,56 	 7 620,98 	 56,75 	 4 255,11 	 858,98 	 177,24 		 372,17 		 84,28 	 3 285,39 	 1 415,09 				 4 381,38 	 105,68 	 320,52 	 1 810,97 		 182,37 	 15,91 
08.08.2007	 1 839,02 	 1 513,81 	 428,86 	 397,77 	 2 145,00 	 2 960,85 	 782,33 	 33,60 	 17,24 	 2 031,35 	 189,22 	 7 617,19 	 56,75 	 4 250,89 	 856,97 	 177,57 		 370,82 		 84,22 	 3 296,48 	 1 415,75 				 4 347,59 	 105,44 	 321,30 	 1 801,01 		 180,64 	 15,91 
09.08.2007	 1 839,44 	 1 507,96 	 428,74 	 396,21 	 2 145,00 	 2 949,27 	 781,19 	 33,45 	 17,22 	 2 037,91 	 188,49 	 7 611,51 	 56,75 	 4 236,20 	 854,16 	 178,08 		 369,37 		 84,17 	 3 293,45 	 1 416,68 				 4 342,02 	 104,74 	 319,36 	 1 791,23 		 179,87 	 15,91 
10.08.2007	 1 841,59 	 1 511,69 	 429,14 	 397,33 	 2 146,00 	 2 956,54 	 783,14 	 34,04 	 17,18 	 2 040,70 	 188,99 	 7 619,93 	 56,77 	 4 246,98 	 856,43 	 179,06 		 372,05 		 84,67 	 3 292,22 	 1 417,58 				 4 366,36 	 105,07 	 319,35 	 1 799,51 		 180,43 	 15,91 
11.08.2007	 1 811,33 	 1 502,01 	 429,08 	 394,62 	 2 146,00 	 2 937,34 	 777,35 	 33,25 	 17,17 	 2 029,70 	 187,76 	 7 616,68 	 56,77 	 4 210,32 	 850,44 	 179,36 		 367,87 		 84,13 	 3 290,63 	 1 409,94 				 4 338,03 	 104,53 	 316,37 	 1 796,34 		 181,93 	 15,91 
12.08.2007	 1 811,33 	 1 502,01 	 429,08 	 394,62 	 2 146,00 	 2 937,34 	 777,35 	 33,25 	 17,17 	 2 029,70 	 187,76 	 7 616,68 	 56,77 	 4 210,32 	 850,44 	 179,36 		 367,87 		 84,13 	 3 290,63 	 1 409,94 				 4 338,03 	 104,53 	 316,37 	 1 796,34 		 181,93 	 15,91 
13.08.2007	 1 811,33 	 1 502,01 	 429,08 	 394,62 	 2 146,00 	 2 937,34 	 777,35 	 33,25 	 17,17 	 2 029,70 	 187,76 	 7 616,68 	 56,77 	 4 210,32 	 850,44 	 179,36 		 367,87 		 84,13 	 3 290,63 	 1 409,94 				 4 338,03 	 104,53 	 316,37 	 1 796,34 		 181,93 	 15,91 
14.08.2007	 1 808,97 	 1 498,71 	 429,06 	 393,86 	 2 146,00 	 2 931,33 	 776,54 	 32,67 	 17,12 	 2 035,09 	 187,35 	 7 611,55 	 56,77 	 4 182,83 	 848,98 	 180,11 		 367,37 		 84,27 	 3 284,39 	 1 413,75 				 4 327,19 	 104,47 	 315,44 	 1 789,15 		 181,42 	 15,91 
15.08.2007	 1 795,45 	 1 489,45 	 429,01 	 391,42 	 2 146,00 	 2 913,30 	 770,07 	 32,70 	 17,12 	 2 028,74 	 186,19 	 7 605,07 	 56,77 	 4 164,16 	 843,75 	 180,41 		 364,76 		 84,05 	 3 282,24 	 1 409,71 				 4 308,52 	 104,01 	 311,88 	 1 776,86 		 181,81 	 15,91 
16.08.2007	 1 774,42 	 1 480,77 	 429,25 	 389,13 	 2 146,00 	 2 895,92 	 759,63 	 32,37 	 17,15 	 2 001,12 	 185,10 	 7 605,34 	 56,77 	 4 144,46 	 838,69 	 181,10 		 361,73 		 83,71 	 3 272,20 	 1 402,71 				 4 271,72 	 103,74 	 309,66 	 1 768,00 		 183,62 	 15,91 
17.08.2007	 1 715,13 	 1 474,23 	 429,59 	 387,38 	 2 147,00 	 2 883,31 	 752,69 	 31,94 	 17,15 	 1 982,09 	 184,26 	 7 608,89 	 56,80 	 4 138,00 	 834,60 	 180,84 		 360,88 		 83,42 	 3 267,54 	 1 397,06 				 4 261,47 	 104,10 	 306,54 	 1 763,81 		 185,28 	 15,92 
18.08.2007	 1 666,18 	 1 472,62 	 429,48 	 386,99 	 2 147,00 	 2 879,66 	 750,63 	 31,06 	 17,18 	 1 994,61 	 184,03 	 7 607,14 	 56,80 	 4 128,85 	 833,56 	 180,84 		 357,96 		 83,28 	 3 265,78 	 1 397,47 				 4 233,45 	 104,56 	 306,73 	 1 775,85 		 190,46 	 15,92 
19.08.2007	 1 666,18 	 1 472,62 	 429,48 	 386,99 	 2 147,00 	 2 879,66 	 750,63 	 31,06 	 17,18 	 1 994,61 	 184,03 	 7 607,14 	 56,80 	 4 128,85 	 833,56 	 180,84 		 357,96 		 83,28 	 3 265,78 	 1 397,47 				 4 233,45 	 104,56 	 306,73 	 1 775,85 		 190,46 	 15,92 
20.08.2007	 1 666,18 	 1 472,62 	 429,48 	 386,99 	 2 147,00 	 2 879,66 	 750,63 	 31,06 	 17,18 	 1 994,61 	 184,03 	 7 607,14 	 56,80 	 4 128,85 	 833,56 	 180,84 		 357,96 		 83,28 	 3 265,78 	 1 397,47 				 4 233,45 	 104,56 	 306,73 	 1 775,85 		 190,46 	 15,92 
21.08.2007	 1 725,44 	 1 481,25 	 429,40 	 389,41 	 2 147,00 	 2 897,70 	 756,91 	 31,46 	 17,17 	 2 028,34 	 185,20 	 7 614,83 	 56,80 	 4 154,41 	 839,15 	 180,08 		 363,21 		 83,41 	 3 272,56 	 1 408,56 				 4 264,59 	 104,56 	 310,83 	 1 778,20 		 186,12 	 15,92 
22.08.2007	 1 719,53 	 1 479,36 	 428,63 	 388,79 	 2 147,00 	 2 893,30 	 752,01 	 31,71 	 17,16 	 2 023,18 	 184,91 	 7 616,99 	 56,80 	 4 150,00 	 837,94 	 179,55 		 361,90 		 83,08 	 3 272,72 	 1 404,65 				 4 249,13 	 104,90 	 308,53 	 1 783,74 		 187,84 	 15,92 
23.08.2007	 1 724,15 	 1 480,69 	 427,82 	 389,13 	 2 147,00 	 2 895,98 	 754,78 	 32,17 	 17,15 	 2 023,28 	 185,09 	 7 615,37 	 56,80 	 4 156,42 	 838,74 	 178,84 		 361,67 		 83,09 	 3 275,66 	 1 406,30 				 4 262,12 	 104,36 	 309,37 	 1 778,94 		 186,69 	 15,92 
24.08.2007	 1 750,99 	 1 487,20 	 427,56 	 390,86 	 2 147,00 	 2 908,86 	 759,60 	 32,91 	 17,09 	 2 028,05 	 185,91 	 7 617,26 	 56,80 	 4 168,53 	 842,51 	 177,33 		 364,90 		 83,51 	 3 273,34 	 1 409,76 				 4 285,30 	 104,84 	 310,80 	 1 778,35 		 185,15 	 15,92 
25.08.2007	 1 761,72 	 1 490,14 	 428,03 	 391,62 	 2 147,00 	 2 914,55 	 759,02 	 32,83 	 17,04 	 2 037,87 	 186,27 	 7 620,50 	 56,80 	 4 176,64 	 844,10 	 177,36 		 366,35 		 83,34 	 3 279,44 	 1 408,38 				 4 297,11 	 105,31 	 310,35 	 1 781,74 		 184,95 	 15,92 
26.08.2007	 1 761,72 	 1 490,14 	 428,03 	 391,62 	 2 147,00 	 2 914,55 	 759,02 	 32,83 	 17,04 	 2 037,87 	 186,27 	 7 620,50 	 56,80 	 4 176,64 	 844,10 	 177,36 		 366,35 		 83,34 	 3 279,44 	 1 408,38 				 4 297,11 	 105,31 	 310,35 	 1 781,74 		 184,95 	 15,92 
27.08.2007	 1 761,72 	 1 490,14 	 428,03 	 391,62 	 2 147,00 	 2 914,55 	 759,02 	 32,83 	 17,04 	 2 037,87 	 186,27 	 7 620,50 	 56,80 	 4 176,64 	 844,10 	 177,36 		 366,35 		 83,34 	 3 279,44 	 1 408,38 				 4 297,11 	 105,31 	 310,35 	 1 781,74 		 184,95 	 15,92 
28.08.2007	 1 785,98 	 1 500,14 	 428,14 	 394,20 	 2 147,00 	 2 933,77 	 765,60 	 33,30 	 17,00 	 2 045,25 	 187,52 	 7 619,96 	 56,79 	 4 201,98 	 849,71 	 177,58 		 369,07 		 83,69 	 3 283,64 	 1 412,64 				 4 329,43 	 105,79 	 314,28 	 1 785,74 		 184,81 	 15,92 
29.08.2007	 1 769,13 	 1 498,10 	 428,82 	 393,52 	 2 147,00 	 2 930,01 	 764,30 	 33,49 	 17,01 	 2 032,95 	 187,25 	 7 624,02 	 56,79 	 4 178,67 	 848,57 	 178,29 		 368,43 		 83,62 	 3 288,65 	 1 411,29 				 4 306,56 	 105,66 	 312,52 	 1 788,20 		 185,85 	 15,92 
30.08.2007	 1 747,12 	 1 493,46 	 427,90 	 392,29 	 2 147,00 	 2 921,10 	 759,21 	 33,20 	 17,00 	 2 017,57 	 186,69 	 7 624,02 	 56,79 	 4 165,29 	 846,06 	 178,69 		 366,41 		 83,34 	 3 291,93 	 1 406,95 				 4 307,74 	 105,77 	 311,18 	 1 787,45 		 187,33 	 15,92 
31.08.2007	 1 752,92 	 1 496,48 	 427,43 	 393,02 	 2 147,00 	 2 926,79 	 765,01 	 33,63 	 16,99 	 2 018,43 	 187,04 	 7 619,42 	 56,79 	 4 192,95 	 847,63 	 178,92 		 367,18 		 83,71 	 3 290,51 	 1 408,01 				 4 314,40 	 105,78 	 311,78 	 1 782,63 		 186,01 	 15,92 
01.09.2007	 1 767,52 	 1 499,09 	 427,11 	 393,66 	 2 147,00 	 2 932,37 	 767,39 	 33,90 	 16,99 	 2 035,94 	 187,39 	 7 624,02 	 56,79 	 4 204,45 	 849,24 	 178,92 		 368,87 		 83,78 	 3 286,39 	 1 410,46 				 4 324,06 	 105,81 	 313,15 	 1 780,71 		 184,84 	 15,92 
02.09.2007	 1 767,52 	 1 499,09 	 427,11 	 393,66 	 2 147,00 	 2 932,37 	 767,39 	 33,90 	 16,99 	 2 035,94 	 187,39 	 7 624,02 	 56,79 	 4 204,45 	 849,24 	 178,92 		 368,87 		 83,78 	 3 286,39 	 1 410,46 				 4 324,06 	 105,81 	 313,15 	 1 780,71 		 184,84 	 15,92 
03.09.2007	 1 767,52 	 1 499,09 	 427,11 	 393,66 	 2 147,00 	 2 932,37 	 767,39 	 33,90 	 16,99 	 2 035,94 	 187,39 	 7 624,02 	 56,79 	 4 204,45 	 849,24 	 178,92 		 368,87 		 83,78 	 3 286,39 	 1 410,46 				 4 324,06 	 105,81 	 313,15 	 1 780,71 		 184,84 	 15,92 
04.09.2007	 1 766,34 	 1 498,46 	 426,92 	 393,38 	 2 147,00 	 2 930,66 	 766,39 	 33,76 	 17,16 	 2 038,07 	 187,30 	 7 623,75 	 56,79 	 4 199,10 	 848,72 	 178,99 		 369,28 		 83,90 	 3 290,56 	 1 410,32 				 4 336,62 	 105,87 	 312,20 	 1 777,91 		 185,11 	 15,92 
05.09.2007	 1 767,95 	 1 492,27 	 427,05 	 391,86 	 2 147,00 	 2 918,85 	 762,55 	 33,41 	 17,24 	 2 033,34 	 186,56 	 7 624,29 	 56,79 	 4 186,41 	 845,39 	 180,04 		 367,61 		 83,87 	 3 290,56 	 1 407,45 				 4 326,74 	 105,51 	 310,43 	 1 775,41 		 185,92 	 15,92 
