Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																												
Республики Беларусь ежедневно, за период с 01.01.2010 по 31.12.2010																												
																												
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 турецкая лира (TRY)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
01.01.2010	 2 571,24 	 2 107,94 	 355,16 	 554,00 	 2 859,00 	 4 119,53 	 1 003,70 	 22,91 	 2 719,23 	 418,78 	 263,50 	 9 961,33 	 5 813,93 	 1 193,99 	 232,25 	 1 914,94 	 496,35 	 94,53 	 4 465,73 	 2 041,05 	 64,84 	 19,25 		 4 611,00 	 155,80 	 401,17 	 2 777,75 	 309,89 
02.01.2010	 2 571,24 	 2 107,94 	 355,16 	 554,00 	 2 859,00 	 4 119,53 	 1 003,70 	 22,91 	 2 719,23 	 418,78 	 263,50 	 9 961,33 	 5 813,93 	 1 193,99 	 232,25 	 1 914,94 	 496,35 	 94,53 	 4 465,73 	 2 041,05 	 64,84 	 19,25 		 4 611,00 	 155,80 	 401,17 	 2 777,75 	 309,89 
03.01.2010	 2 571,24 	 2 107,94 	 355,16 	 554,00 	 2 859,00 	 4 119,53 	 1 003,70 	 22,91 	 2 719,23 	 418,78 	 263,50 	 9 961,33 	 5 813,93 	 1 193,99 	 232,25 	 1 914,94 	 496,35 	 94,53 	 4 465,73 	 2 041,05 	 64,84 	 19,25 		 4 611,00 	 155,80 	 401,17 	 2 777,75 	 309,89 
04.01.2010	 2 571,24 	 2 107,94 	 355,16 	 554,00 	 2 859,00 	 4 119,53 	 1 003,70 	 22,91 	 2 719,23 	 418,78 	 263,50 	 9 961,33 	 5 813,93 	 1 193,99 	 232,25 	 1 914,94 	 496,35 	 94,53 	 4 465,73 	 2 041,05 	 64,84 	 19,25 		 4 611,00 	 155,80 	 401,17 	 2 777,75 	 309,89 
05.01.2010	 2 584,96 	 2 097,19 	 355,16 	 551,18 	 2 859,00 	 4 094,37 	 1 003,00 	 22,82 	 2 746,53 	 418,80 	 262,16 	 9 959,42 	 5 783,35 	 1 187,98 	 233,67 	 1 919,24 	 496,24 	 94,72 	 4 482,03 	 2 043,46 	 64,84 	 19,25 		 4 622,43 	 155,71 	 401,82 	 2 758,19 	 308,08 
06.01.2010	 2 612,84 	 2 108,95 	 357,24 	 554,34 	 2 859,00 	 4 122,68 	 1 013,54 	 22,92 	 2 755,26 	 418,77 	 263,63 	 9 963,23 	 5 816,30 	 1 194,76 	 234,34 	 1 942,26 	 501,76 	 94,72 	 4 479,97 	 2 048,43 	 64,84 	 19,28 		 4 593,27 	 157,20 	 405,08 	 2 776,81 	 310,96 
07.01.2010	 2 617,16 	 2 101,09 	 358,18 	 552,19 	 2 862,00 	 4 102,96 	 1 004,35 	 22,86 	 2 756,96 	 419,19 	 262,67 	 9 989,53 	 5 798,22 	 1 190,64 	 234,59 	 1 940,67 	 501,10 	 94,81 	 4 486,33 	 2 051,32 	 64,91 	 19,32 		 4 591,36 	 156,44 	 402,56 	 2 770,44 	 310,50 
08.01.2010	 2 617,16 	 2 101,09 	 358,18 	 552,19 	 2 862,00 	 4 102,96 	 1 004,35 	 22,86 	 2 756,96 	 419,19 	 262,67 	 9 989,53 	 5 798,22 	 1 190,64 	 234,59 	 1 940,67 	 501,10 	 94,81 	 4 486,33 	 2 051,32 	 64,91 	 19,32 		 4 591,36 	 156,44 	 402,56 	 2 770,44 	 310,50 
09.01.2010	 2 617,16 	 2 101,09 	 358,18 	 552,19 	 2 862,00 	 4 102,96 	 1 004,35 	 22,86 	 2 756,96 	 419,19 	 262,67 	 9 989,53 	 5 798,22 	 1 190,64 	 234,59 	 1 940,67 	 501,10 	 94,81 	 4 486,33 	 2 051,32 	 64,91 	 19,32 		 4 591,36 	 156,44 	 402,56 	 2 770,44 	 310,50 
10.01.2010	 2 617,16 	 2 101,09 	 358,18 	 552,19 	 2 862,00 	 4 102,96 	 1 004,35 	 22,86 	 2 756,96 	 419,19 	 262,67 	 9 989,53 	 5 798,22 	 1 190,64 	 234,59 	 1 940,67 	 501,10 	 94,81 	 4 486,33 	 2 051,32 	 64,91 	 19,32 		 4 591,36 	 156,44 	 402,56 	 2 770,44 	 310,50 
11.01.2010	 2 617,16 	 2 101,09 	 358,18 	 552,19 	 2 862,00 	 4 102,96 	 1 004,35 	 22,86 	 2 756,96 	 419,19 	 262,67 	 9 989,53 	 5 798,22 	 1 190,64 	 234,59 	 1 940,67 	 501,10 	 94,81 	 4 486,33 	 2 051,32 	 64,91 	 19,32 		 4 591,36 	 156,44 	 402,56 	 2 770,44 	 310,50 
12.01.2010	 2 637,44 	 2 101,67 	 352,24 	 552,49 	 2 832,00 	 4 112,06 	 1 013,49 	 22,75 	 2 757,01 	 414,81 	 262,78 	 9 890,34 	 5 793,19 	 1 190,77 	 230,71 	 1 941,72 	 503,93 	 96,23 	 4 418,91 	 2 040,49 	 64,23 	 19,12 		 4 567,17 	 156,68 	 402,55 	 2 783,16 	 306,59 
13.01.2010	 2 621,30 	 2 096,54 	 352,24 	 551,03 	 2 832,00 	 4 105,55 	 1 005,27 	 22,72 	 2 738,35 	 414,82 	 262,06 	 9 887,58 	 5 782,54 	 1 187,42 	 230,34 	 1 944,79 	 501,63 	 96,40 	 4 454,71 	 2 034,04 	 64,23 	 19,12 		 4 557,54 	 156,10 	 401,26 	 2 777,83 	 308,28 
14.01.2010	 2 626,93 	 2 104,44 	 349,27 	 553,18 	 2 841,00 	 4 115,19 	 1 012,92 	 22,86 	 2 736,99 	 416,15 	 263,07 	 9 921,08 	 5 800,92 	 1 192,09 	 231,92 	 1 952,58 	 502,49 	 95,85 	 4 466,28 	 2 046,24 	 64,43 	 19,19 		 4 608,24 	 157,36 	 402,60 	 2 784,61 	 310,87 
15.01.2010	 2 633,62 	 2 102,76 	 348,17 	 552,64 	 2 832,00 	 4 111,50 	 1 014,98 	 22,84 	 2 749,92 	 414,82 	 262,82 	 9 895,18 	 5 799,12 	 1 190,84 	 231,40 	 1 947,06 	 503,63 	 96,23 	 4 466,04 	 2 041,23 	 64,23 	 19,12 		 4 615,17 	 158,23 	 404,62 	 2 778,38 	 308,01 
16.01.2010	 2 633,97 	 2 093,55 	 352,61 	 550,15 	 2 842,00 	 4 093,90 	 1 015,54 	 22,78 	 2 768,50 	 416,32 	 261,69 	 9 927,00 	 5 779,95 	 1 185,85 	 231,98 	 1 949,91 	 502,54 	 96,14 	 4 472,03 	 2 046,52 	 64,46 	 19,20 		 4 639,28 	 158,24 	 403,76 	 2 772,41 	 312,89 
17.01.2010	 2 633,97 	 2 093,55 	 352,61 	 550,15 	 2 842,00 	 4 093,90 	 1 015,54 	 22,78 	 2 768,50 	 416,32 	 261,69 	 9 927,00 	 5 779,95 	 1 185,85 	 231,98 	 1 949,91 	 502,54 	 96,14 	 4 472,03 	 2 046,52 	 64,46 	 19,20 		 4 639,28 	 158,24 	 403,76 	 2 772,41 	 312,89 
18.01.2010	 2 633,97 	 2 093,55 	 352,61 	 550,15 	 2 842,00 	 4 093,90 	 1 015,54 	 22,78 	 2 768,50 	 416,32 	 261,69 	 9 927,00 	 5 779,95 	 1 185,85 	 231,98 	 1 949,91 	 502,54 	 96,14 	 4 472,03 	 2 046,52 	 64,46 	 19,20 		 4 639,28 	 158,24 	 403,76 	 2 772,41 	 312,89 
19.01.2010	 2 625,30 	 2 088,48 	 349,78 	 548,82 	 2 842,00 	 4 086,51 	 1 012,58 	 22,73 	 2 764,05 	 416,30 	 261,06 	 9 921,11 	 5 762,95 	 1 183,06 	 229,52 	 1 950,45 	 501,40 	 96,03 	 4 465,58 	 2 045,49 	 64,27 	 19,20 		 4 645,53 	 157,90 	 403,51 	 2 770,12 	 312,26 
20.01.2010	 2 629,70 	 2 091,63 	 351,52 	 549,66 	 2 842,00 	 4 092,48 	 1 017,87 	 22,79 	 2 767,15 	 416,28 	 261,46 	 9 926,65 	 5 771,14 	 1 184,86 	 227,73 	 1 953,60 	 502,19 	 96,28 	 4 465,58 	 2 046,96 	 64,46 	 19,21 		 4 659,74 	 158,50 	 403,76 	 2 771,87 	 314,28 
21.01.2010	 2 614,47 	 2 075,16 	 351,17 	 545,35 	 2 855,00 	 4 051,82 	 1 012,30 	 22,70 	 2 756,59 	 418,19 	 259,46 	 9 955,71 	 5 730,06 	 1 175,67 	 225,27 	 1 954,81 	 498,66 	 96,15 	 4 477,50 	 2 045,42 	 64,75 	 19,30 		 4 654,79 	 156,84 	 401,77 	 2 751,14 	 314,29 
22.01.2010	 2 606,96 	 2 059,91 	 351,20 	 541,35 	 2 864,00 	 4 035,09 	 989,98 	 22,47 	 2 728,79 	 419,51 	 257,53 	 9 972,14 	 5 688,18 	 1 166,93 	 221,52 	 1 938,93 	 493,93 	 96,27 	 4 471,99 	 2 042,94 	 64,96 	 19,37 		 4 636,24 	 154,61 	 396,99 	 2 736,35 	 312,49 
23.01.2010	 2 593,93 	 2 067,57 	 351,69 	 543,36 	 2 861,00 	 4 046,03 	 992,71 	 22,53 	 2 730,61 	 419,07 	 258,47 	 9 974,55 	 5 710,01 	 1 171,05 	 227,33 	 1 929,78 	 494,43 	 96,18 	 4 448,88 	 2 041,09 	 64,89 	 19,35 		 4 651,70 	 155,12 	 397,28 	 2 749,38 	 316,85 
24.01.2010	 2 593,93 	 2 067,57 	 351,69 	 543,36 	 2 861,00 	 4 046,03 	 992,71 	 22,53 	 2 730,61 	 419,07 	 258,47 	 9 974,55 	 5 710,01 	 1 171,05 	 227,33 	 1 929,78 	 494,43 	 96,18 	 4 448,88 	 2 041,09 	 64,89 	 19,35 		 4 651,70 	 155,12 	 397,28 	 2 749,38 	 316,85 
25.01.2010	 2 593,93 	 2 067,57 	 351,69 	 543,36 	 2 861,00 	 4 046,03 	 992,71 	 22,53 	 2 730,61 	 419,07 	 258,47 	 9 974,55 	 5 710,01 	 1 171,05 	 227,33 	 1 929,78 	 494,43 	 96,18 	 4 448,88 	 2 041,09 	 64,89 	 19,35 		 4 651,70 	 155,12 	 397,28 	 2 749,38 	 316,85 
26.01.2010	 2 600,31 	 2 077,10 	 356,11 	 545,66 	 2 872,00 	 4 061,01 	 997,67 	 22,60 	 2 720,73 	 420,69 	 259,65 	 10 015,87 	 5 735,97 	 1 176,62 	 228,22 	 1 932,84 	 494,86 	 95,43 	 4 482,99 	 2 050,55 	 65,14 	 19,41 		 4 641,15 	 156,02 	 397,96 	 2 756,37 	 318,44 
27.01.2010	 2 580,83 	 2 076,29 	 354,93 	 545,48 	 2 882,00 	 4 060,16 	 990,84 	 22,67 	 2 710,05 	 422,16 	 259,55 	 10 049,52 	 5 734,18 	 1 175,99 	 228,84 	 1 923,90 	 492,30 	 95,07 	 4 503,90 	 2 049,50 	 65,36 	 19,47 		 4 671,15 	 155,72 	 395,27 	 2 760,40 	 321,60 
28.01.2010	 2 583,42 	 2 068,10 	 358,39 	 543,38 	 2 882,00 	 4 046,62 	 988,22 	 22,60 	 2 702,55 	 422,15 	 258,59 	 10 045,31 	 5 713,72 	 1 171,57 	 228,46 	 1 927,76 	 491,06 	 95,14 	 4 496,01 	 2 048,77 	 65,36 	 19,45 		 4 649,10 	 154,64 	 394,73 	 2 749,34 	 322,21 
29.01.2010	 2 607,65 	 2 072,01 	 358,18 	 544,31 	 2 886,00 	 4 048,48 	 996,72 	 22,60 	 2 731,92 	 422,74 	 258,99 	 10 055,40 	 5 722,78 	 1 173,84 	 227,96 	 1 934,96 	 494,76 	 95,05 	 4 505,42 	 2 060,69 	 65,45 	 19,47 		 4 696,10 	 155,15 	 397,24 	 2 751,85 	 319,07 
30.01.2010	 2 587,13 	 2 065,10 	 359,90 	 542,63 	 2 890,00 	 4 036,17 	 996,38 	 22,65 	 2 719,36 	 423,34 	 258,17 	 10 067,06 	 5 701,88 	 1 169,85 	 227,65 	 1 937,65 	 492,88 	 94,97 	 4 498,52 	 2 058,40 	 65,55 	 19,53 		 4 674,58 	 154,02 	 394,68 	 2 751,59 	 320,45 
31.01.2010	 2 587,13 	 2 065,10 	 359,90 	 542,63 	 2 890,00 	 4 036,17 	 996,38 	 22,65 	 2 719,36 	 423,34 	 258,17 	 10 067,06 	 5 701,88 	 1 169,85 	 227,65 	 1 937,65 	 492,88 	 94,97 	 4 498,52 	 2 058,40 	 65,55 	 19,53 		 4 674,58 	 154,02 	 394,68 	 2 751,59 	 320,45 
01.02.2010	 2 587,13 	 2 065,10 	 359,90 	 542,63 	 2 890,00 	 4 036,17 	 996,38 	 22,65 	 2 719,36 	 423,34 	 258,17 	 10 067,06 	 5 701,88 	 1 169,85 	 227,65 	 1 937,65 	 492,88 	 94,97 	 4 498,52 	 2 058,40 	 65,55 	 19,53 		 4 674,58 	 154,02 	 394,68 	 2 751,59 	 320,45 
02.02.2010	 2 556,72 	 2 056,47 	 360,50 	 540,27 	 2 895,00 	 4 020,58 	 1 004,20 	 22,66 	 2 705,99 	 424,03 	 257,10 	 10 067,81 	 5 676,47 	 1 165,04 	 227,15 	 1 942,50 	 489,67 	 95,23 	 4 506,30 	 2 050,86 	 65,66 	 19,56 		 4 607,10 	 154,06 	 395,23 	 2 731,91 	 320,07 
03.02.2010	 2 544,15 	 2 055,41 	 358,84 	 539,84 	 2 886,00 	 4 015,87 	 1 007,96 	 22,64 	 2 724,05 	 422,68 	 256,89 	 10 034,07 	 5 672,17 	 1 164,18 	 227,74 	 1 943,83 	 493,32 	 95,62 	 4 470,85 	 2 045,07 	 65,45 	 19,51 		 4 595,38 	 154,88 	 397,77 	 2 728,95 	 318,61 
04.02.2010	 2 561,62 	 2 060,27 	 356,48 	 541,25 	 2 875,00 	 4 021,26 	 1 016,42 	 22,80 	 2 724,60 	 421,12 	 257,53 	 10 006,96 	 5 686,31 	 1 167,04 	 222,59 	 1 942,90 	 494,58 	 96,22 	 4 458,81 	 2 044,81 	 65,21 	 19,44 		 4 617,11 	 155,61 	 400,06 	 2 734,45 	 318,93 
05.02.2010	 2 538,84 	 2 043,52 	 358,54 	 536,73 	 2 888,00 	 4 000,46 	 989,69 	 22,61 	 2 715,31 	 423,01 	 255,37 	 10 033,35 	 5 638,42 	 1 157,24 	 224,40 	 1 926,94 	 488,18 	 96,25 	 4 487,32 	 2 042,14 	 65,50 	 19,54 		 4 580,95 	 152,87 	 394,69 	 2 717,61 	 318,11 
06.02.2010	 2 504,45 	 2 028,28 	 361,12 	 532,81 	 2 898,00 	 3 960,70 	 970,24 	 22,54 	 2 696,82 	 424,48 	 253,52 	 10 056,21 	 5 595,67 	 1 148,91 	 226,23 	 1 905,89 	 483,71 	 95,12 	 4 477,29 	 2 038,83 	 65,73 	 19,60 		 4 545,51 	 151,09 	 389,19 	 2 701,47 	 323,49 
07.02.2010	 2 504,45 	 2 028,28 	 361,12 	 532,81 	 2 898,00 	 3 960,70 	 970,24 	 22,54 	 2 696,82 	 424,48 	 253,52 	 10 056,21 	 5 595,67 	 1 148,91 	 226,23 	 1 905,89 	 483,71 	 95,12 	 4 477,29 	 2 038,83 	 65,73 	 19,60 		 4 545,51 	 151,09 	 389,19 	 2 701,47 	 323,49 
08.02.2010	 2 504,45 	 2 028,28 	 361,12 	 532,81 	 2 898,00 	 3 960,70 	 970,24 	 22,54 	 2 696,82 	 424,48 	 253,52 	 10 056,21 	 5 595,67 	 1 148,91 	 226,23 	 1 905,89 	 483,71 	 95,12 	 4 477,29 	 2 038,83 	 65,73 	 19,60 		 4 545,51 	 151,09 	 389,19 	 2 701,47 	 323,49 
09.02.2010	 2 520,83 	 2 029,77 	 359,55 	 533,34 	 2 898,00 	 3 969,97 	 972,65 	 22,52 	 2 716,66 	 424,51 	 253,74 	 10 053,77 	 5 600,00 	 1 149,82 	 226,67 	 1 906,39 	 486,36 	 94,97 	 4 467,12 	 2 039,34 	 65,73 	 19,58 		 4 526,10 	 152,34 	 391,49 	 2 705,25 	 323,74 
10.02.2010	 2 523,58 	 2 031,97 	 359,55 	 533,81 	 2 898,00 	 3 977,51 	 972,96 	 22,54 	 2 709,93 	 424,51 	 254,03 	 10 053,08 	 5 604,33 	 1 151,03 	 227,09 	 1 912,43 	 487,60 	 95,41 	 4 459,33 	 2 041,06 	 65,73 	 19,56 		 4 517,84 	 151,91 	 392,13 	 2 708,41 	 323,64 
11.02.2010	 2 537,49 	 2 039,84 	 359,11 	 535,85 	 2 898,00 	 3 986,20 	 979,47 	 22,63 	 2 713,61 	 424,37 	 254,97 	 10 066,00 	 5 624,45 	 1 155,41 	 226,56 	 1 918,00 	 491,04 	 95,81 	 4 463,30 	 2 044,95 	 65,73 	 19,55 		 4 546,53 	 152,72 	 395,24 	 2 718,06 	 323,29 
12.02.2010	 2 574,87 	 2 038,33 	 360,00 	 535,42 	 2 898,00 	 3 989,68 	 985,40 	 22,61 	 2 737,45 	 424,01 	 254,81 	 10 062,50 	 5 619,55 	 1 154,58 	 226,26 	 1 915,65 	 492,00 	 96,20 	 4 473,90 	 2 052,26 	 65,73 	 19,60 		 4 510,45 	 153,13 	 399,78 	 2 717,68 	 321,89 
13.02.2010	 2 580,23 	 2 019,16 	 361,35 	 530,52 	 2 898,00 	 3 946,79 	 986,20 	 22,44 	 2 758,29 	 424,15 	 252,45 	 10 046,45 	 5 570,93 	 1 143,96 	 226,49 	 1 914,89 	 489,58 	 96,09 	 4 468,08 	 2 052,84 	 65,73 	 19,59 		 4 552,76 	 151,91 	 399,97 	 2 692,81 	 321,25 
14.02.2010	 2 580,23 	 2 019,16 	 361,35 	 530,52 	 2 898,00 	 3 946,79 	 986,20 	 22,44 	 2 758,29 	 424,15 	 252,45 	 10 046,45 	 5 570,93 	 1 143,96 	 226,49 	 1 914,89 	 489,58 	 96,09 	 4 468,08 	 2 052,84 	 65,73 	 19,59 		 4 552,76 	 151,91 	 399,97 	 2 692,81 	 321,25 
15.02.2010	 2 580,23 	 2 019,16 	 361,35 	 530,52 	 2 898,00 	 3 946,79 	 986,20 	 22,44 	 2 758,29 	 424,15 	 252,45 	 10 046,45 	 5 570,93 	 1 143,96 	 226,49 	 1 914,89 	 489,58 	 96,09 	 4 468,08 	 2 052,84 	 65,73 	 19,59 		 4 552,76 	 151,91 	 399,97 	 2 692,81 	 321,25 
16.02.2010	 2 577,52 	 2 017,04 	 359,80 	 529,90 	 2 900,00 	 3 947,77 	 980,92 	 22,48 	 2 759,54 	 424,39 	 252,09 	 10 051,99 	 5 561,95 	 1 142,38 	 226,67 	 1 911,60 	 488,95 	 95,96 	 4 444,97 	 2 054,99 	 65,77 	 19,58 		 4 547,49 	 151,92 	 398,83 	 2 691,67 	 321,97 
17.02.2010	 2 599,25 	 2 029,55 	 362,29 	 533,29 	 2 905,00 	 3 970,84 	 988,97 	 22,63 	 2 774,86 	 425,12 	 253,69 	 10 074,56 	 5 597,84 	 1 149,65 	 226,83 	 1 924,03 	 492,74 	 96,46 	 4 452,64 	 2 063,65 	 65,89 	 19,61 		 4 560,12 	 152,73 	 401,86 	 2 706,10 	 322,87 
18.02.2010	 2 619,15 	 2 045,85 	 362,11 	 537,53 	 2 905,00 	 4 001,35 	 1 003,78 	 22,89 	 2 784,83 	 425,12 	 255,71 	 10 093,82 	 5 644,61 	 1 158,87 	 226,11 	 1 929,40 	 497,41 	 96,91 	 4 467,63 	 2 072,34 	 65,89 	 19,65 		 4 584,96 	 154,25 	 406,28 	 2 725,14 	 321,39 
19.02.2010	 2 605,08 	 2 017,74 	 363,77 	 530,20 	 2 912,00 	 3 950,13 	 990,63 	 22,60 	 2 778,23 	 426,15 	 252,23 	 10 094,64 	 5 568,41 	 1 142,99 	 227,32 	 1 916,10 	 491,74 	 96,70 	 4 485,62 	 2 064,15 	 66,04 	 19,70 		 4 547,52 	 153,92 	 402,52 	 2 692,06 	 320,35 
20.02.2010	 2 607,14 	 2 015,25 	 366,04 	 529,64 	 2 921,00 	 3 934,29 	 986,14 	 22,62 	 2 783,76 	 427,73 	 251,95 	 10 109,37 	 5 560,10 	 1 141,77 	 227,56 	 1 916,35 	 487,09 	 96,88 	 4 472,99 	 2 063,73 	 66,25 	 19,77 		 4 497,03 	 153,70 	 400,94 	 2 690,31 	 318,26 
21.02.2010	 2 607,14 	 2 015,25 	 366,04 	 529,64 	 2 921,00 	 3 934,29 	 986,14 	 22,62 	 2 783,76 	 427,73 	 251,95 	 10 109,37 	 5 560,10 	 1 141,77 	 227,56 	 1 916,35 	 487,09 	 96,88 	 4 472,99 	 2 063,73 	 66,25 	 19,77 		 4 497,03 	 153,70 	 400,94 	 2 690,31 	 318,26 
22.02.2010	 2 607,14 	 2 015,25 	 366,04 	 529,64 	 2 921,00 	 3 934,29 	 986,14 	 22,62 	 2 783,76 	 427,73 	 251,95 	 10 109,37 	 5 560,10 	 1 141,77 	 227,56 	 1 916,35 	 487,09 	 96,88 	 4 472,99 	 2 063,73 	 66,25 	 19,77 		 4 497,03 	 153,70 	 400,94 	 2 690,31 	 318,26 
23.02.2010	 2 622,89 	 2 030,39 	 365,46 	 533,52 	 2 920,00 	 3 977,92 	 999,44 	 22,78 	 2 807,96 	 427,74 	 253,76 	 10 119,39 	 5 600,31 	 1 149,97 	 227,92 	 1 927,65 	 492,16 	 96,85 	 4 451,95 	 2 072,54 	 66,23 	 19,78 		 4 516,66 	 154,44 	 403,66 	 2 710,86 	 318,69 
24.02.2010	 2 643,33 	 2 040,32 	 367,30 	 536,11 	 2 920,00 	 3 994,85 	 1 007,37 	 22,87 	 2 806,61 	 427,74 	 255,04 	 10 125,53 	 5 626,75 	 1 155,79 	 227,68 	 1 913,50 	 497,55 	 96,85 	 4 470,20 	 2 077,40 	 66,23 	 19,81 		 4 529,07 	 155,09 	 408,16 	 2 721,60 	 321,16 
25.02.2010	 2 594,34 	 2 023,16 	 366,55 	 531,67 	 2 926,00 	 3 962,39 	 988,80 	 22,70 	 2 765,46 	 428,58 	 252,86 	 10 135,44 	 5 579,71 	 1 145,81 	 227,82 	 1 893,24 	 491,80 	 97,43 	 4 475,11 	 2 074,44 	 65,47 	 19,86 		 4 513,35 	 153,19 	 403,21 	 2 702,75 	 324,88 
26.02.2010	 2 606,09 	 2 020,55 	 367,05 	 530,97 	 2 930,00 	 3 952,28 	 989,11 	 22,70 	 2 777,51 	 429,18 	 252,61 	 10 150,35 	 5 572,99 	 1 144,71 	 228,02 	 1 897,05 	 491,71 	 97,50 	 4 487,24 	 2 077,06 	 65,56 	 19,87 		 4 483,19 	 152,61 	 405,67 	 2 700,46 	 327,78 
27.02.2010	 2 607,99 	 2 032,68 	 367,19 	 534,17 	 2 930,00 	 3 978,06 	 998,47 	 22,81 	 2 765,46 	 429,23 	 254,10 	 10 155,98 	 5 605,51 	 1 151,48 	 227,84 	 1 897,67 	 493,34 	 97,54 	 4 481,05 	 2 081,11 	 65,56 	 19,89 		 4 479,53 	 153,03 	 409,14 	 2 716,36 	 328,00 
28.02.2010	 2 607,99 	 2 032,68 	 367,19 	 534,17 	 2 930,00 	 3 978,06 	 998,47 	 22,81 	 2 765,46 	 429,23 	 254,10 	 10 155,98 	 5 605,51 	 1 151,48 	 227,84 	 1 897,67 	 493,34 	 97,54 	 4 481,05 	 2 081,11 	 65,56 	 19,89 		 4 479,53 	 153,03 	 409,14 	 2 716,36 	 328,00 
01.03.2010	 2 607,99 	 2 032,68 	 367,19 	 534,17 	 2 930,00 	 3 978,06 	 998,47 	 22,81 	 2 765,46 	 429,23 	 254,10 	 10 155,98 	 5 605,51 	 1 151,48 	 227,84 	 1 897,67 	 493,34 	 97,54 	 4 481,05 	 2 081,11 	 65,56 	 19,89 		 4 479,53 	 153,03 	 409,14 	 2 716,36 	 328,00 
02.03.2010	 2 638,32 	 2 045,09 	 367,21 	 537,43 	 2 930,00 	 3 989,78 	 1 016,58 	 22,91 	 2 791,27 	 429,22 	 255,65 	 10 154,22 	 5 640,58 	 1 158,79 	 228,68 	 1 904,20 	 496,89 	 97,90 	 4 490,46 	 2 087,19 	 65,62 	 19,90 		 4 443,49 	 154,47 	 410,46 	 2 732,95 	 328,18 
03.03.2010	 2 643,48 	 2 026,69 	 368,30 	 532,62 	 2 939,00 	 3 974,12 	 1 008,82 	 22,70 	 2 823,25 	 430,51 	 253,36 	 10 176,59 	 5 589,58 	 1 148,14 	 229,50 	 1 906,96 	 491,42 	 98,04 	 4 489,94 	 2 090,48 	 65,82 	 19,94 		 4 380,58 	 153,39 	 407,01 	 2 709,50 	 329,97 
04.03.2010	 2 655,24 	 2 048,94 	 368,30 	 538,42 	 2 939,00 	 4 001,45 	 1 021,96 	 23,02 	 2 839,06 	 430,58 	 256,13 	 10 197,78 	 5 649,75 	 1 160,65 	 230,24 	 1 906,34 	 495,11 	 98,58 	 4 492,91 	 2 097,34 	 65,82 	 19,94 		 4 412,03 	 155,39 	 408,66 	 2 738,79 	 331,45 
05.03.2010	 2 646,86 	 2 053,31 	 368,39 	 539,57 	 2 939,00 	 4 012,62 	 1 026,53 	 23,04 	 2 850,91 	 430,53 	 256,69 	 10 202,74 	 5 661,72 	 1 163,18 	 230,49 	 1 903,13 	 497,47 	 98,55 	 4 510,54 	 2 098,69 	 65,82 	 19,95 		 4 423,19 	 155,57 	 411,39 	 2 743,52 	 332,33 
06.03.2010	 2 657,57 	 2 048,48 	 369,16 	 538,35 	 2 945,00 	 4 003,43 	 1 031,09 	 23,01 	 2 851,33 	 431,35 	 256,05 	 10 215,05 	 5 653,13 	 1 160,23 	 231,03 	 1 905,35 	 497,56 	 98,70 	 4 526,85 	 2 102,82 	 65,95 	 19,99 		 4 431,34 	 155,11 	 412,68 	 2 738,90 	 329,94 
07.03.2010	 2 657,57 	 2 048,48 	 369,16 	 538,35 	 2 945,00 	 4 003,43 	 1 031,09 	 23,01 	 2 851,33 	 431,35 	 256,05 	 10 215,05 	 5 653,13 	 1 160,23 	 231,03 	 1 905,35 	 497,56 	 98,70 	 4 526,85 	 2 102,82 	 65,95 	 19,99 		 4 431,34 	 155,11 	 412,68 	 2 738,90 	 329,94 
08.03.2010	 2 657,57 	 2 048,48 	 369,16 	 538,35 	 2 945,00 	 4 003,43 	 1 031,09 	 23,01 	 2 851,33 	 431,35 	 256,05 	 10 215,05 	 5 653,13 	 1 160,23 	 231,03 	 1 905,35 	 497,56 	 98,70 	 4 526,85 	 2 102,82 	 65,95 	 19,99 		 4 431,34 	 155,11 	 412,68 	 2 738,90 	 329,94 
09.03.2010	 2 657,57 	 2 048,48 	 369,16 	 538,35 	 2 945,00 	 4 003,43 	 1 031,09 	 23,01 	 2 851,33 	 431,35 	 256,05 	 10 215,05 	 5 653,13 	 1 160,23 	 231,03 	 1 905,35 	 497,56 	 98,70 	 4 526,85 	 2 102,82 	 65,95 	 19,99 		 4 431,34 	 155,11 	 412,68 	 2 738,90 	 329,94 
10.03.2010	 2 674,21 	 2 046,99 	 369,12 	 537,92 	 2 945,00 	 4 010,80 	 1 030,93 	 22,99 	 2 861,58 	 431,36 	 255,84 	 10 206,56 	 5 649,34 	 1 159,38 	 232,14 	 1 914,45 	 496,60 	 98,99 	 4 510,44 	 2 102,82 	 65,74 	 19,99 		 4 411,46 	 156,16 	 411,82 	 2 736,73 	 328,12 
