Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																												
Республики Беларусь ежедневно, за период с 01.01.2010 по 31.12.2010																												
																												
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 турецкая лира (TRY)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
18.05.2010	 2 622,27 	 1 878,92 	 378,01 	 493,85 	 2 995,00 	 3 686,25 	 911,19 	 22,45 	 2 878,15 	 438,64 	 234,89 	 10 281,85 	 5 193,79 	 1 064,47 	 236,29 	 1 933,51 	 476,49 	 97,56 	 4 412,65 	 2 145,26 	 65,50 	 20,41 		 4 305,16 	 144,07 	 382,99 	 2 623,74 	 325,51 
19.05.2010	 2 624,82 	 1 897,73 	 377,94 	 499,10 	 2 995,00 	 3 713,50 	 928,24 	 22,94 	 2 911,58 	 438,69 	 237,27 	 10 289,62 	 5 247,94 	 1 075,60 	 233,16 	 1 948,73 	 480,77 	 98,54 	 4 390,73 	 2 158,09 	 65,50 	 20,44 		 4 336,46 	 145,72 	 387,89 	 2 647,98 	 322,58 
20.05.2010	 2 560,35 	 1 867,30 	 378,57 	 490,82 	 3 000,00 	 3 659,70 	 900,45 	 22,57 	 2 873,43 	 439,39 	 233,41 	 10 281,01 	 5 163,07 	 1 057,60 	 234,28 	 1 915,59 	 470,72 	 97,73 	 4 407,78 	 2 144,77 	 65,61 	 20,46 		 4 293,30 	 142,93 	 380,27 	 2 607,56 	 327,08 
21.05.2010	 2 501,87 	 1 900,62 	 377,99 	 499,42 	 2 995,00 	 3 717,39 	 902,69 	 23,17 	 2 844,66 	 438,67 	 237,58 	 10 300,95 	 5 253,93 	 1 076,66 	 234,35 	 1 906,79 	 465,58 	 97,39 	 4 378,63 	 2 131,29 	 65,50 	 20,43 		 4 304,41 	 144,68 	 383,39 	 2 606,84 	 327,70 
22.05.2010	 2 467,28 	 1 912,88 	 377,99 	 502,69 	 2 995,00 	 3 747,94 	 903,06 	 23,32 	 2 806,15 	 438,66 	 239,13 	 10 295,63 	 5 290,12 	 1 083,87 	 233,98 	 1 886,97 	 459,65 	 96,43 	 4 399,12 	 2 125,09 	 65,50 	 20,39 		 4 306,66 	 144,83 	 379,49 	 2 601,52 	 333,13 
23.05.2010	 2 467,28 	 1 912,88 	 377,99 	 502,69 	 2 995,00 	 3 747,94 	 903,06 	 23,32 	 2 806,15 	 438,66 	 239,13 	 10 295,63 	 5 290,12 	 1 083,87 	 233,98 	 1 886,97 	 459,65 	 96,43 	 4 399,12 	 2 125,09 	 65,50 	 20,39 		 4 306,66 	 144,83 	 379,49 	 2 601,52 	 333,13 
24.05.2010	 2 467,28 	 1 912,88 	 377,99 	 502,69 	 2 995,00 	 3 747,94 	 903,06 	 23,32 	 2 806,15 	 438,66 	 239,13 	 10 295,63 	 5 290,12 	 1 083,87 	 233,98 	 1 886,97 	 459,65 	 96,43 	 4 399,12 	 2 125,09 	 65,50 	 20,39 		 4 306,66 	 144,83 	 379,49 	 2 601,52 	 333,13 
25.05.2010	 2 486,60 	 1 903,22 	 375,64 	 500,31 	 2 995,00 	 3 742,85 	 907,92 	 23,21 	 2 830,55 	 438,65 	 237,95 	 10 324,03 	 5 263,16 	 1 078,31 	 234,12 	 1 905,46 	 461,52 	 97,00 	 4 429,84 	 2 127,28 	 65,14 	 20,46 		 4 325,23 	 145,21 	 380,31 	 2 589,37 	 332,28 
26.05.2010	 2 436,75 	 1 876,00 	 378,55 	 493,09 	 3 000,00 	 3 673,50 	 883,41 	 22,88 	 2 786,42 	 439,22 	 234,56 	 10 289,83 	 5 199,76 	 1 062,96 	 235,11 	 1 883,83 	 452,28 	 95,45 	 4 420,83 	 2 114,98 	 65,25 	 20,45 		 4 283,55 	 143,02 	 373,18 	 2 575,99 	 333,96 
27.05.2010	 2 485,35 	 1 889,35 	 378,57 	 496,75 	 3 000,00 	 3 684,00 	 891,76 	 23,05 	 2 804,39 	 439,24 	 236,22 	 10 307,51 	 5 222,39 	 1 070,47 	 234,43 	 1 899,34 	 459,40 	 95,68 	 4 401,66 	 2 128,41 	 65,25 	 20,43 		 4 322,55 	 144,11 	 379,20 	 2 592,91 	 332,39 
28.05.2010	 2 506,65 	 1 883,83 	 378,57 	 495,24 	 3 000,00 	 3 685,80 	 899,64 	 22,86 	 2 841,85 	 439,15 	 235,48 	 10 307,51 	 5 204,27 	 1 067,08 	 233,19 	 1 911,13 	 461,78 	 97,15 	 4 413,24 	 2 137,44 	 65,25 	 20,46 		 4 345,35 	 143,57 	 380,68 	 2 596,05 	 332,21 
29.05.2010	 2 556,54 	 1 893,75 	 378,37 	 497,80 	 2 998,00 	 3 698,63 	 914,16 	 23,14 	 2 854,01 	 438,91 	 236,73 	 10 298,87 	 5 233,48 	 1 072,73 	 232,63 	 1 919,27 	 465,76 	 98,31 	 4 410,99 	 2 138,76 	 65,21 	 20,46 		 4 356,54 	 144,40 	 383,11 	 2 599,61 	 328,30 
30.05.2010	 2 556,54 	 1 893,75 	 378,37 	 497,80 	 2 998,00 	 3 698,63 	 914,16 	 23,14 	 2 854,01 	 438,91 	 236,73 	 10 298,87 	 5 233,48 	 1 072,73 	 232,63 	 1 919,27 	 465,76 	 98,31 	 4 410,99 	 2 138,76 	 65,21 	 20,46 		 4 356,54 	 144,40 	 383,11 	 2 599,61 	 328,30 
31.05.2010	 2 556,54 	 1 893,75 	 378,37 	 497,80 	 2 998,00 	 3 698,63 	 914,16 	 23,14 	 2 854,01 	 438,91 	 236,73 	 10 298,87 	 5 233,48 	 1 072,73 	 232,63 	 1 919,27 	 465,76 	 98,31 	 4 410,99 	 2 138,76 	 65,21 	 20,46 		 4 356,54 	 144,40 	 383,11 	 2 599,61 	 328,30 
01.06.2010	 2 546,55 	 1 887,98 	 378,55 	 496,38 	 3 000,00 	 3 690,90 	 905,77 	 23,23 	 2 859,32 	 439,34 	 236,06 	 10 303,97 	 5 212,86 	 1 069,42 	 232,23 	 1 906,21 	 464,44 	 97,59 	 4 422,99 	 2 145,16 	 65,30 	 20,45 		 4 351,80 	 145,27 	 383,22 	 2 595,27 	 327,99 
02.06.2010	 2 502,85 	 1 873,60 	 378,88 	 492,62 	 3 003,00 	 3 662,46 	 892,93 	 23,12 	 2 867,78 	 439,61 	 234,18 	 10 307,19 	 5 167,34 	 1 061,30 	 232,14 	 1 896,55 	 460,91 	 96,65 	 4 427,41 	 2 128,35 	 65,37 	 20,44 		 4 349,55 	 143,36 	 380,71 	 2 582,67 	 330,71 
03.06.2010	 2 493,54 	 1 875,00 	 378,88 	 493,02 	 3 003,00 	 3 675,37 	 893,22 	 23,44 	 2 847,39 	 439,63 	 234,39 	 10 307,19 	 5 168,67 	 1 062,22 	 232,20 	 1 898,59 	 463,03 	 96,28 	 4 393,36 	 2 126,70 	 65,37 	 20,46 		 4 406,60 	 142,46 	 383,63 	 2 597,19 	 327,77 
04.06.2010	 2 558,91 	 1 890,95 	 379,08 	 497,11 	 3 005,00 	 3 689,84 	 908,68 	 23,63 	 2 899,04 	 440,06 	 236,33 	 10 319,37 	 5 214,30 	 1 070,96 	 231,65 	 1 913,28 	 469,31 	 97,27 	 4 404,94 	 2 145,51 	 65,41 	 20,49 		 4 416,15 	 143,85 	 388,49 	 2 610,66 	 324,53 
05.06.2010	 2 550,37 	 1 877,03 	 379,81 	 493,34 	 3 010,00 	 3 665,88 	 895,31 	 23,39 	 2 896,18 	 440,77 	 234,64 	 10 334,76 	 5 182,95 	 1 063,27 	 232,63 	 1 902,17 	 467,81 	 96,88 	 4 410,46 	 2 146,63 	 65,52 	 20,51 		 4 406,94 	 142,22 	 385,69 	 2 607,64 	 324,70 
06.06.2010	 2 550,37 	 1 877,03 	 379,81 	 493,34 	 3 010,00 	 3 665,88 	 895,31 	 23,39 	 2 896,18 	 440,77 	 234,64 	 10 334,76 	 5 182,95 	 1 063,27 	 232,63 	 1 902,17 	 467,81 	 96,88 	 4 410,46 	 2 146,63 	 65,52 	 20,51 		 4 406,94 	 142,22 	 385,69 	 2 607,64 	 324,70 
07.06.2010	 2 550,37 	 1 877,03 	 379,81 	 493,34 	 3 010,00 	 3 665,88 	 895,31 	 23,39 	 2 896,18 	 440,77 	 234,64 	 10 334,76 	 5 182,95 	 1 063,27 	 232,63 	 1 902,17 	 467,81 	 96,88 	 4 410,46 	 2 146,63 	 65,52 	 20,51 		 4 406,94 	 142,22 	 385,69 	 2 607,64 	 324,70 
08.06.2010	 2 456,32 	 1 841,00 	 380,35 	 484,18 	 3 015,00 	 3 599,01 	 864,43 	 22,96 	 2 833,11 	 441,39 	 230,13 	 10 283,08 	 5 083,89 	 1 042,77 	 232,95 	 1 880,03 	 452,81 	 94,87 	 4 407,51 	 2 127,43 	 65,42 	 20,50 		 4 349,29 	 139,15 	 372,63 	 2 589,21 	 329,35 
09.06.2010	 2 467,48 	 1 843,47 	 380,54 	 484,77 	 3 015,00 	 3 607,15 	 869,10 	 23,07 	 2 858,09 	 441,34 	 230,44 	 10 291,86 	 5 093,77 	 1 044,19 	 233,36 	 1 879,62 	 452,28 	 95,35 	 4 384,41 	 2 134,14 	 65,42 	 20,49 		 4 373,41 	 138,77 	 373,83 	 2 595,67 	 328,70 
10.06.2010	 2 488,64 	 1 844,24 	 381,06 	 484,89 	 3 018,00 	 3 613,15 	 875,51 	 23,08 	 2 877,71 	 441,96 	 230,53 	 10 295,07 	 5 094,53 	 1 044,65 	 233,39 	 1 883,78 	 452,88 	 95,11 	 4 382,95 	 2 132,18 	 65,49 	 20,49 		 4 361,01 	 139,09 	 374,28 	 2 619,00 	 330,31 
11.06.2010	 2 525,31 	 1 854,38 	 381,16 	 487,50 	 3 018,00 	 3 632,77 	 875,70 	 23,10 	 2 901,50 	 441,87 	 231,79 	 10 314,42 	 5 123,94 	 1 050,38 	 232,96 	 1 886,60 	 458,65 	 95,58 	 4 391,19 	 2 136,18 	 65,49 	 20,53 		 4 399,64 	 139,46 	 377,67 	 2 630,29 	 331,76 
12.06.2010	 2 550,06 	 1 868,15 	 381,33 	 491,19 	 3 018,00 	 3 656,91 	 892,41 	 23,28 	 2 920,74 	 441,79 	 233,57 	 10 330,31 	 5 162,95 	 1 058,35 	 233,14 	 1 907,05 	 464,08 	 95,97 	 4 404,44 	 2 146,67 	 65,49 	 20,52 		 4 437,06 	 141,95 	 381,94 	 2 642,38 	 329,33 
13.06.2010	 2 550,06 	 1 868,15 	 381,33 	 491,19 	 3 018,00 	 3 656,91 	 892,41 	 23,28 	 2 920,74 	 441,79 	 233,57 	 10 330,31 	 5 162,95 	 1 058,35 	 233,14 	 1 907,05 	 464,08 	 95,97 	 4 404,44 	 2 146,67 	 65,49 	 20,52 		 4 437,06 	 141,95 	 381,94 	 2 642,38 	 329,33 
14.06.2010	 2 550,06 	 1 868,15 	 381,33 	 491,19 	 3 018,00 	 3 656,91 	 892,41 	 23,28 	 2 920,74 	 441,79 	 233,57 	 10 330,31 	 5 162,95 	 1 058,35 	 233,14 	 1 907,05 	 464,08 	 95,97 	 4 404,44 	 2 146,67 	 65,49 	 20,52 		 4 437,06 	 141,95 	 381,94 	 2 642,38 	 329,33 
15.06.2010	 2 583,56 	 1 878,85 	 381,30 	 493,89 	 3 018,00 	 3 677,43 	 896,87 	 23,40 	 2 922,15 	 441,66 	 234,77 	 10 362,23 	 5 192,70 	 1 063,89 	 233,23 	 1 921,86 	 469,44 	 95,97 	 4 413,22 	 2 155,64 	 65,40 	 20,51 		 4 420,16 	 142,53 	 384,12 	 2 643,77 	 328,38 
16.06.2010	 2 576,32 	 1 881,43 	 381,33 	 494,79 	 3 018,00 	 3 675,02 	 902,26 	 23,44 	 2 926,12 	 441,66 	 235,19 	 10 337,39 	 5 199,86 	 1 065,75 	 233,39 	 1 911,58 	 466,73 	 95,93 	 4 427,65 	 2 156,64 	 65,40 	 20,50 		 4 453,21 	 143,52 	 382,03 	 2 632,93 	 330,79 
17.06.2010	 2 605,59 	 1 895,97 	 381,42 	 498,62 	 3 018,00 	 3 717,57 	 911,09 	 23,62 	 2 935,08 	 441,66 	 237,00 	 10 325,01 	 5 240,95 	 1 073,89 	 233,21 	 1 926,28 	 470,68 	 96,87 	 4 433,05 	 2 163,60 	 65,40 	 20,52 		 4 454,27 	 144,63 	 386,61 	 2 666,55 	 329,53 
18.06.2010	 2 608,83 	 1 904,04 	 381,72 	 500,81 	 3 020,00 	 3 705,84 	 912,59 	 23,72 	 2 947,06 	 442,23 	 238,06 	 10 347,78 	 5 259,49 	 1 078,57 	 233,16 	 1 929,65 	 472,98 	 96,84 	 4 440,52 	 2 163,87 	 65,44 	 20,53 		 4 451,78 	 144,45 	 388,22 	 2 705,85 	 330,72 
19.06.2010	 2 622,98 	 1 912,64 	 381,42 	 502,82 	 3 017,00 	 3 740,48 	 919,09 	 23,83 	 2 937,25 	 441,90 	 239,09 	 10 358,80 	 5 282,79 	 1 083,32 	 233,06 	 1 939,13 	 475,81 	 97,69 	 4 449,35 	 2 177,16 	 65,37 	 20,52 		 4 486,73 	 145,52 	 391,71 	 2 717,41 	 332,65 
20.06.2010	 2 622,98 	 1 912,64 	 381,42 	 502,82 	 3 017,00 	 3 740,48 	 919,09 	 23,83 	 2 937,25 	 441,90 	 239,09 	 10 358,80 	 5 282,79 	 1 083,32 	 233,06 	 1 939,13 	 475,81 	 97,69 	 4 449,35 	 2 177,16 	 65,37 	 20,52 		 4 486,73 	 145,52 	 391,71 	 2 717,41 	 332,65 
21.06.2010	 2 622,98 	 1 912,64 	 381,42 	 502,82 	 3 017,00 	 3 740,48 	 919,09 	 23,83 	 2 937,25 	 441,90 	 239,09 	 10 358,80 	 5 282,79 	 1 083,32 	 233,06 	 1 939,13 	 475,81 	 97,69 	 4 449,35 	 2 177,16 	 65,37 	 20,52 		 4 486,73 	 145,52 	 391,71 	 2 717,41 	 332,65 
22.06.2010	 2 663,30 	 1 914,16 	 381,09 	 503,12 	 3 015,00 	 3 751,87 	 927,22 	 23,84 	 2 965,91 	 443,36 	 239,28 	 10 366,17 	 5 279,29 	 1 084,24 	 233,45 	 1 941,59 	 477,12 	 98,12 	 4 450,02 	 2 194,00 	 65,54 	 20,52 		 4 481,95 	 145,47 	 394,18 	 2 726,29 	 331,70 
23.06.2010	 2 648,83 	 1 898,38 	 381,19 	 498,99 	 3 015,00 	 3 714,48 	 916,98 	 23,65 	 2 947,93 	 442,70 	 237,35 	 10 346,60 	 5 240,74 	 1 075,21 	 234,22 	 1 935,36 	 468,89 	 97,59 	 4 449,18 	 2 185,02 	 65,54 	 20,51 		 4 445,92 	 144,40 	 389,76 	 2 718,05 	 332,09 
24.06.2010	 2 631,55 	 1 898,23 	 381,52 	 498,60 	 3 018,00 	 3 708,22 	 914,24 	 23,63 	 2 931,52 	 443,16 	 237,24 	 10 362,23 	 5 238,67 	 1 075,09 	 234,86 	 1 929,85 	 467,26 	 97,45 	 4 438,27 	 2 177,80 	 65,61 	 20,51 		 4 487,16 	 144,33 	 389,10 	 2 729,25 	 333,50 
25.06.2010	 2 621,77 	 1 895,10 	 381,46 	 498,04 	 3 017,00 	 3 714,53 	 907,89 	 23,61 	 2 900,82 	 443,14 	 236,89 	 10 357,02 	 5 231,49 	 1 073,55 	 234,90 	 1 912,46 	 465,39 	 97,28 	 4 447,36 	 2 168,55 	 65,59 	 20,49 		 4 509,51 	 144,17 	 388,27 	 2 727,11 	 336,68 
26.06.2010	 2 608,35 	 1 902,51 	 381,44 	 499,95 	 3 017,00 	 3 722,37 	 904,51 	 23,64 	 2 896,78 	 444,09 	 237,79 	 10 348,14 	 5 249,70 	 1 077,67 	 235,06 	 1 907,50 	 464,71 	 97,08 	 4 456,53 	 2 164,82 	 65,59 	 20,48 		 4 503,78 	 144,09 	 388,11 	 2 740,49 	 336,46 
27.06.2010	 2 608,35 	 1 902,51 	 381,44 	 499,95 	 3 017,00 	 3 722,37 	 904,51 	 23,64 	 2 896,78 	 444,09 	 237,79 	 10 348,14 	 5 249,70 	 1 077,67 	 235,06 	 1 907,50 	 464,71 	 97,08 	 4 456,53 	 2 164,82 	 65,59 	 20,48 		 4 503,78 	 144,09 	 388,11 	 2 740,49 	 336,46 
28.06.2010	 2 608,35 	 1 902,51 	 381,44 	 499,95 	 3 017,00 	 3 722,37 	 904,51 	 23,64 	 2 896,78 	 444,09 	 237,79 	 10 348,14 	 5 249,70 	 1 077,67 	 235,06 	 1 907,50 	 464,71 	 97,08 	 4 456,53 	 2 164,82 	 65,59 	 20,48 		 4 503,78 	 144,09 	 388,11 	 2 740,49 	 336,46 
29.06.2010	 2 633,15 	 1 906,06 	 378,86 	 500,80 	 3 015,00 	 3 725,33 	 904,85 	 23,69 	 2 913,47 	 443,79 	 238,26 	 10 373,30 	 5 260,86 	 1 079,70 	 234,81 	 1 918,79 	 467,33 	 97,31 	 4 448,60 	 2 176,03 	 65,15 	 20,44 		 4 535,16 	 144,90 	 389,28 	 2 773,82 	 337,12 
30.06.2010	 2 594,27 	 1 884,95 	 381,66 	 495,20 	 3 018,00 	 3 689,81 	 883,88 	 23,43 	 2 890,39 	 444,13 	 235,65 	 10 339,16 	 5 200,76 	 1 068,02 	 234,68 	 1 906,81 	 464,50 	 96,75 	 4 465,43 	 2 164,29 	 65,21 	 20,46 		 4 539,22 	 142,80 	 386,79 	 2 774,41 	 340,42 
01.07.2010	 2 580,74 	 1 888,21 	 381,99 	 495,83 	 3 020,00 	 3 690,74 	 890,29 	 23,57 	 2 877,97 	 444,85 	 236,01 	 10 379,79 	 5 208,69 	 1 069,52 	 234,65 	 1 908,86 	 466,09 	 96,62 	 4 454,92 	 2 160,46 	 65,26 	 20,47 		 4 545,70 	 143,16 	 388,46 	 2 790,87 	 340,74 
02.07.2010	 2 531,31 	 1 899,47 	 382,39 	 498,74 	 3 023,00 	 3 697,43 	 893,70 	 23,71 	 2 837,03 	 445,80 	 237,43 	 10 386,53 	 5 237,81 	 1 075,74 	 234,84 	 1 909,18 	 464,10 	 96,37 	 4 470,71 	 2 163,69 	 65,32 	 20,50 		 4 516,06 	 144,29 	 387,38 	 2 812,35 	 341,78 
03.07.2010	 2 550,99 	 1 926,39 	 380,92 	 505,80 	 3 015,00 	 3 773,88 	 908,65 	 24,04 	 2 841,93 	 445,03 	 240,84 	 10 371,52 	 5 312,31 	 1 091,26 	 234,36 	 1 912,10 	 467,75 	 96,65 	 4 466,63 	 2 164,16 	 65,15 	 20,44 		 4 571,80 	 146,53 	 392,55 	 2 824,09 	 342,75 
04.07.2010	 2 550,99 	 1 926,39 	 380,92 	 505,80 	 3 015,00 	 3 773,88 	 908,65 	 24,04 	 2 841,93 	 445,03 	 240,84 	 10 371,52 	 5 312,31 	 1 091,26 	 234,36 	 1 912,10 	 467,75 	 96,65 	 4 466,63 	 2 164,16 	 65,15 	 20,44 		 4 571,80 	 146,53 	 392,55 	 2 824,09 	 342,75 
05.07.2010	 2 550,99 	 1 926,39 	 380,92 	 505,80 	 3 015,00 	 3 773,88 	 908,65 	 24,04 	 2 841,93 	 445,03 	 240,84 	 10 371,52 	 5 312,31 	 1 091,26 	 234,36 	 1 912,10 	 467,75 	 96,65 	 4 466,63 	 2 164,16 	 65,15 	 20,44 		 4 571,80 	 146,53 	 392,55 	 2 824,09 	 342,75 
06.07.2010	 2 538,78 	 1 931,58 	 380,92 	 507,00 	 3 015,00 	 3 780,51 	 918,07 	 24,11 	 2 838,72 	 445,37 	 241,41 	 10 387,60 	 5 327,80 	 1 094,12 	 234,63 	 1 923,63 	 467,55 	 96,91 	 4 498,65 	 2 166,03 	 64,84 	 20,46 		 4 573,76 	 147,14 	 393,47 	 2 835,51 	 343,24 
07.07.2010	 2 556,93 	 1 941,07 	 381,04 	 509,38 	 3 014,00 	 3 792,21 	 924,21 	 24,22 	 2 842,86 	 444,90 	 242,63 	 10 379,68 	 5 358,22 	 1 099,54 	 234,90 	 1 935,84 	 469,66 	 96,87 	 4 496,53 	 2 170,06 	 64,74 	 20,46 		 4 580,83 	 148,82 	 393,81 	 2 839,78 	 343,03 
08.07.2010	 2 556,02 	 1 939,95 	 381,28 	 509,07 	 3 014,00 	 3 788,30 	 920,12 	 24,09 	 2 849,44 	 444,55 	 242,46 	 10 391,31 	 5 350,61 	 1 098,60 	 235,01 	 1 930,81 	 469,01 	 96,94 	 4 503,76 	 2 167,33 	 64,74 	 20,44 		 4 552,80 	 148,60 	 394,41 	 2 838,44 	 345,72 
09.07.2010	 2 630,02 	 1 946,31 	 380,55 	 510,81 	 3 009,00 	 3 804,88 	 932,40 	 24,17 	 2 877,50 	 444,09 	 243,29 	 10 397,37 	 5 371,30 	 1 102,54 	 235,63 	 1 938,16 	 472,19 	 97,23 	 4 500,98 	 2 174,53 	 64,63 	 20,40 		 4 564,20 	 149,34 	 398,10 	 2 852,94 	 340,77 
10.07.2010	 2 631,63 	 1 950,79 	 380,21 	 511,81 	 3 005,00 	 3 815,15 	 937,12 	 24,22 	 2 881,53 	 443,64 	 243,85 	 10 383,55 	 5 391,10 	 1 105,00 	 235,69 	 1 939,34 	 472,58 	 97,58 	 4 495,09 	 2 179,12 	 64,54 	 20,37 		 4 562,49 	 150,44 	 401,21 	 2 854,02 	 339,51 
11.07.2010	 2 631,63 	 1 950,79 	 380,21 	 511,81 	 3 005,00 	 3 815,15 	 937,12 	 24,22 	 2 881,53 	 443,64 	 243,85 	 10 383,55 	 5 391,10 	 1 105,00 	 235,69 	 1 939,34 	 472,58 	 97,58 	 4 495,09 	 2 179,12 	 64,54 	 20,37 		 4 562,49 	 150,44 	 401,21 	 2 854,02 	 339,51 
12.07.2010	 2 631,63 	 1 950,79 	 380,21 	 511,81 	 3 005,00 	 3 815,15 	 937,12 	 24,22 	 2 881,53 	 443,64 	 243,85 	 10 383,55 	 5 391,10 	 1 105,00 	 235,69 	 1 939,34 	 472,58 	 97,58 	 4 495,09 	 2 179,12 	 64,54 	 20,37 		 4 562,49 	 150,44 	 401,21 	 2 854,02 	 339,51 
13.07.2010	 2 625,98 	 1 937,12 	 381,15 	 508,16 	 3 013,00 	 3 787,64 	 927,68 	 24,04 	 2 915,62 	 444,96 	 242,12 	 10 398,62 	 5 348,84 	 1 097,15 	 237,29 	 1 934,45 	 471,03 	 97,56 	 4 507,54 	 2 178,28 	 64,44 	 20,41 		 4 513,47 	 149,63 	 400,09 	 2 829,64 	 339,03 
14.07.2010	 2 621,88 	 1 930,94 	 381,30 	 506,57 	 3 014,00 	 3 781,67 	 926,30 	 23,98 	 2 907,02 	 444,90 	 241,37 	 10 402,07 	 5 328,38 	 1 093,71 	 237,88 	 1 931,74 	 472,38 	 97,68 	 4 492,22 	 2 176,33 	 64,46 	 20,40 		 4 518,74 	 148,99 	 400,99 	 2 835,10 	 341,10 
15.07.2010	 2 649,32 	 1 950,13 	 379,52 	 511,80 	 2 999,00 	 3 815,93 	 939,32 	 24,16 	 2 910,52 	 442,77 	 243,76 	 10 383,45 	 5 395,83 	 1 104,67 	 237,08 	 1 941,73 	 481,43 	 98,20 	 4 473,85 	 2 179,98 	 64,14 	 20,30 		 4 566,43 	 150,15 	 405,51 	 2 830,71 	 337,35 
16.07.2010	 2 628,69 	 1 951,28 	 379,14 	 512,11 	 2 996,00 	 3 812,41 	 939,97 	 24,21 	 2 895,67 	 442,24 	 243,90 	 10 372,17 	 5 388,49 	 1 105,31 	 238,35 	 1 942,74 	 480,72 	 98,03 	 4 491,06 	 2 177,17 	 64,07 	 20,30 		 4 578,64 	 150,01 	 405,66 	 2 849,40 	 340,67 
17.07.2010	 2 619,99 	 1 976,21 	 378,48 	 518,83 	 2 990,00 	 3 869,96 	 946,76 	 24,42 	 2 866,59 	 441,21 	 247,04 	 10 358,57 	 5 455,21 	 1 119,51 	 239,58 	 1 946,30 	 481,21 	 98,16 	 4 499,65 	 2 172,49 	 64,31 	 20,28 		 4 607,59 	 152,17 	 408,60 	 2 867,42 	 343,30 
18.07.2010	 2 619,99 	 1 976,21 	 378,48 	 518,83 	 2 990,00 	 3 869,96 	 946,76 	 24,42 	 2 866,59 	 441,21 	 247,04 	 10 358,57 	 5 455,21 	 1 119,51 	 239,58 	 1 946,30 	 481,21 	 98,16 	 4 499,65 	 2 172,49 	 64,31 	 20,28 		 4 607,59 	 152,17 	 408,60 	 2 867,42 	 343,30 
19.07.2010	 2 619,99 	 1 976,21 	 378,48 	 518,83 	 2 990,00 	 3 869,96 	 946,76 	 24,42 	 2 866,59 	 441,21 	 247,04 	 10 358,57 	 5 455,21 	 1 119,51 	 239,58 	 1 946,30 	 481,21 	 98,16 	 4 499,65 	 2 172,49 	 64,31 	 20,28 		 4 607,59 	 152,17 	 408,60 	 2 867,42 	 343,30 
20.07.2010	 2 606,53 	 1 983,09 	 378,48 	 520,44 	 2 990,00 	 3 875,04 	 939,34 	 24,50 	 2 847,48 	 441,12 	 247,90 	 10 378,34 	 5 497,33 	 1 123,19 	 242,11 	 1 941,62 	 475,97 	 97,80 	 4 523,63 	 2 170,76 	 63,65 	 20,27 		 4 581,13 	 152,30 	 407,27 	 2 856,87 	 344,15 
21.07.2010	 2 622,95 	 1 980,55 	 377,62 	 519,76 	 2 983,00 	 3 869,85 	 939,38 	 24,44 	 2 836,50 	 440,13 	 247,58 	 10 346,86 	 5 463,37 	 1 121,77 	 241,34 	 1 944,97 	 475,66 	 98,11 	 4 511,55 	 2 173,41 	 63,50 	 20,21 		 4 557,58 	 152,96 	 407,20 	 2 835,82 	 343,53 
22.07.2010	 2 635,61 	 1 962,52 	 377,94 	 515,01 	 2 985,00 	 3 850,05 	 932,73 	 24,21 	 2 878,08 	 440,38 	 245,32 	 10 347,88 	 5 410,55 	 1 111,55 	 244,37 	 1 954,17 	 476,61 	 98,17 	 4 506,34 	 2 173,75 	 63,54 	 20,23 		 4 564,81 	 151,36 	 405,21 	 2 835,43 	 343,22 
23.07.2010	 2 643,31 	 1 961,88 	 378,72 	 515,03 	 2 990,00 	 3 825,71 	 935,90 	 24,30 	 2 869,62 	 441,05 	 245,23 	 10 359,64 	 5 409,81 	 1 111,28 	 243,09 	 1 959,50 	 479,57 	 97,97 	 4 503,48 	 2 177,55 	 63,65 	 20,26 		 4 562,74 	 152,59 	 405,67 	 2 869,48 	 345,05 
24.07.2010	 2 673,51 	 1 975,89 	 377,76 	 518,66 	 2 983,00 	 3 842,40 	 951,11 	 24,46 	 2 879,48 	 440,16 	 246,97 	 10 348,66 	 5 452,39 	 1 119,24 	 241,34 	 1 962,82 	 485,54 	 98,18 	 4 502,57 	 2 176,26 	 63,79 	 20,24 		 4 589,94 	 153,49 	 409,94 	 2 862,08 	 342,87 
25.07.2010	 2 673,51 	 1 975,89 	 377,76 	 518,66 	 2 983,00 	 3 842,40 	 951,11 	 24,46 	 2 879,48 	 440,16 	 246,97 	 10 348,66 	 5 452,39 	 1 119,24 	 241,34 	 1 962,82 	 485,54 	 98,18 	 4 502,57 	 2 176,26 	 63,79 	 20,24 		 4 589,94 	 153,49 	 409,94 	 2 862,08 	 342,87 
