Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																											
Республики Беларусь ежедневно, за период с 01.01.2008 по 31.12.2008																											
																											
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
17.08.2008	 1 820,42 	 1 590,15 	 457,42 	 416,96 	 2 111,00 	 3 110,14 	 932,11 	 25,87 	 1 975,94 	 309,49 	 198,78 	 7 847,00 	 4 421,41 	 900,73 	 218,87 	 1 777,98 	 389,03 	 86,14 	 3 335,00 	 1 489,66 	 60,47 	 17,57 	 3 916,96 	 126,81 	 332,51 	 1 921,36 	 191,27 
18.08.2008	 1 820,42 	 1 590,15 	 457,42 	 416,96 	 2 111,00 	 3 110,14 	 932,11 	 25,87 	 1 975,94 	 309,49 	 198,78 	 7 847,00 	 4 421,41 	 900,73 	 218,87 	 1 777,98 	 389,03 	 86,14 	 3 335,00 	 1 489,66 	 60,47 	 17,57 	 3 916,96 	 126,81 	 332,51 	 1 921,36 	 191,27 
19.08.2008	 1 839,31 	 1 590,57 	 457,92 	 417,06 	 2 111,00 	 3 110,98 	 933,66 	 25,73 	 1 995,27 	 309,49 	 198,74 	 7 873,34 	 4 425,58 	 900,96 	 218,08 	 1 784,14 	 390,73 	 86,20 	 3 313,26 	 1 494,25 	 60,65 	 17,57 	 3 940,39 	 126,92 	 332,84 	 1 926,89 	 191,52 
20.08.2008	 1 825,07 	 1 583,11 	 457,67 	 415,14 	 2 111,00 	 3 096,52 	 930,30 	 25,62 	 1 983,46 	 309,49 	 197,89 	 7 885,69 	 4 402,04 	 896,75 	 219,32 	 1 772,01 	 389,00 	 85,92 	 3 314,86 	 1 488,93 	 60,65 	 17,58 	 3 920,97 	 127,21 	 330,81 	 1 921,01 	 191,89 
21.08.2008	 1 837,84 	 1 592,49 	 458,66 	 417,57 	 2 111,00 	 3 114,67 	 940,67 	 25,52 	 1 983,18 	 309,49 	 199,07 	 7 890,41 	 4 429,76 	 902,10 	 218,30 	 1 773,35 	 391,75 	 86,40 	 3 315,58 	 1 496,95 	 60,65 	 17,59 	 3 927,62 	 128,00 	 331,42 	 1 926,36 	 191,67 
22.08.2008	 1 842,27 	 1 596,88 	 457,15 	 418,70 	 2 111,00 	 3 123,12 	 941,21 	 25,60 	 1 994,99 	 309,49 	 199,62 	 7 886,58 	 4 441,87 	 904,61 	 219,32 	 1 768,15 	 392,50 	 86,87 	 3 314,29 	 1 495,15 	 60,65 	 17,59 	 3 936,80 	 128,22 	 332,52 	 1 929,79 	 193,95 
23.08.2008	 1 847,13 	 1 603,13 	 456,78 	 420,30 	 2 111,00 	 3 135,36 	 949,40 	 25,79 	 2 022,81 	 309,49 	 200,46 	 7 888,93 	 4 458,29 	 907,98 	 218,76 	 1 779,93 	 395,18 	 86,98 	 3 325,58 	 1 499,08 	 60,65 	 17,64 	 3 940,08 	 128,78 	 334,85 	 1 935,63 	 193,46 
24.08.2008	 1 847,13 	 1 603,13 	 456,78 	 420,30 	 2 111,00 	 3 135,36 	 949,40 	 25,79 	 2 022,81 	 309,49 	 200,46 	 7 888,93 	 4 458,29 	 907,98 	 218,76 	 1 779,93 	 395,18 	 86,98 	 3 325,58 	 1 499,08 	 60,65 	 17,64 	 3 940,08 	 128,78 	 334,85 	 1 935,63 	 193,46 
25.08.2008	 1 847,13 	 1 603,13 	 456,78 	 420,30 	 2 111,00 	 3 135,36 	 949,40 	 25,79 	 2 022,81 	 309,49 	 200,46 	 7 888,93 	 4 458,29 	 907,98 	 218,76 	 1 779,93 	 395,18 	 86,98 	 3 325,58 	 1 499,08 	 60,65 	 17,64 	 3 940,08 	 128,78 	 334,85 	 1 935,63 	 193,46 
26.08.2008	 1 826,75 	 1 590,63 	 457,92 	 417,08 	 2 111,00 	 3 111,51 	 939,37 	 25,86 	 2 012,87 	 309,49 	 198,83 	 7 879,81 	 4 424,19 	 901,10 	 218,64 	 1 777,98 	 392,29 	 86,38 	 3 328,48 	 1 487,88 	 60,74 	 17,62 	 3 895,74 	 127,48 	 332,64 	 1 919,88 	 191,99 
27.08.2008	 1 804,59 	 1 581,57 	 457,97 	 414,66 	 2 111,00 	 3 093,56 	 933,24 	 25,45 	 2 006,27 	 309,49 	 197,72 	 7 874,81 	 4 396,54 	 895,82 	 218,30 	 1 773,06 	 390,85 	 85,88 	 3 325,67 	 1 481,61 	 60,74 	 17,62 	 3 890,15 	 126,76 	 330,26 	 1 913,96 	 192,20 
28.08.2008	 1 816,83 	 1 589,67 	 455,74 	 416,81 	 2 111,00 	 3 109,19 	 934,48 	 25,55 	 2 022,03 	 309,49 	 198,69 	 7 904,00 	 4 421,41 	 900,39 	 218,53 	 1 777,68 	 392,40 	 85,81 	 3 299,35 	 1 488,61 	 60,74 	 17,62 	 3 896,06 	 126,71 	 331,31 	 1 929,09 	 193,88 
29.08.2008	 1 830,03 	 1 593,87 	 454,71 	 417,95 	 2 111,00 	 3 117,10 	 930,80 	 25,61 	 2 018,65 	 309,49 	 199,23 	 7 897,49 	 4 431,62 	 902,73 	 218,53 	 1 776,86 	 393,36 	 86,00 	 3 320,41 	 1 493,98 	 60,74 	 17,65 	 3 876,75 	 126,01 	 330,76 	 1 931,82 	 193,75 
30.08.2008	 1 827,49 	 1 592,91 	 451,55 	 417,71 	 2 111,00 	 3 114,99 	 929,53 	 25,57 	 2 013,45 	 309,49 	 199,10 	 7 896,61 	 4 426,97 	 901,71 	 219,32 	 1 785,43 	 393,06 	 85,89 	 3 318,26 	 1 491,45 	 60,74 	 17,65 	 3 863,34 	 126,05 	 330,32 	 1 931,03 	 194,45 
31.08.2008	 1 827,49 	 1 592,91 	 451,55 	 417,71 	 2 111,00 	 3 114,99 	 929,53 	 25,57 	 2 013,45 	 309,49 	 199,10 	 7 896,61 	 4 426,97 	 901,71 	 219,32 	 1 785,43 	 393,06 	 85,89 	 3 318,26 	 1 491,45 	 60,74 	 17,65 	 3 863,34 	 126,05 	 330,32 	 1 931,03 	 194,45 
01.09.2008	 1 827,49 	 1 592,91 	 451,55 	 417,71 	 2 111,00 	 3 114,99 	 929,53 	 25,57 	 2 013,45 	 308,60 	 199,10 	 7 896,61 	 4 426,97 	 901,71 	 219,32 	 1 785,43 	 393,06 	 85,89 	 3 318,26 	 1 491,45 	 60,74 	 17,65 	 3 863,34 	 126,05 	 330,32 	 1 931,03 	 194,45 
02.09.2008	 1 801,95 	 1 581,75 	 451,31 	 414,85 	 2 111,00 	 3 093,67 	 926,34 	 25,31 	 1 980,11 	 309,23 	 197,74 	 7 888,34 	 4 395,63 	 895,84 	 219,90 	 1 782,19 	 388,46 	 85,58 	 3 314,02 	 1 482,96 	 61,00 	 17,64 	 3 813,42 	 124,62 	 326,79 	 1 923,37 	 196,00 
03.09.2008	 1 764,27 	 1 565,73 	 448,20 	 410,70 	 2 111,00 	 3 062,53 	 911,29 	 25,01 	 1 969,31 	 308,34 	 195,72 	 7 885,69 	 4 351,68 	 887,01 	 219,90 	 1 775,14 	 382,85 	 85,40 	 3 314,02 	 1 475,40 	 61,00 	 17,59 	 3 775,31 	 123,10 	 323,46 	 1 903,00 	 194,87 
04.09.2008	 1 742,31 	 1 554,78 	 443,95 	 407,90 	 2 111,00 	 3 041,00 	 902,21 	 25,02 	 1 966,56 	 308,30 	 194,35 	 7 888,93 	 4 323,16 	 880,79 	 219,21 	 1 743,91 	 380,33 	 84,87 	 3 285,48 	 1 468,06 	 61,00 	 17,62 	 3 732,04 	 122,34 	 321,32 	 1 890,98 	 193,73 
05.09.2008	 1 769,33 	 1 568,41 	 446,30 	 411,52 	 2 111,00 	 3 067,71 	 909,74 	 24,91 	 1 997,45 	 308,81 	 196,05 	 7 892,18 	 4 359,32 	 888,62 	 218,87 	 1 732,17 	 382,47 	 83,72 	 3 276,95 	 1 478,29 	 61,00 	 17,64 	 3 761,59 	 124,13 	 323,25 	 1 914,04 	 194,75 
06.09.2008	 1 719,52 	 1 539,64 	 446,87 	 403,88 	 2 111,00 	 3 011,24 	 880,37 	 24,46 	 1 973,82 	 308,61 	 192,40 	 7 881,57 	 4 274,14 	 871,81 	 218,53 	 1 697,63 	 377,15 	 82,93 	 3 283,89 	 1 470,67 	 61,00 	 17,65 	 3 717,15 	 121,22 	 317,74 	 1 893,02 	 198,81 
07.09.2008	 1 719,52 	 1 539,64 	 446,87 	 403,88 	 2 111,00 	 3 011,24 	 880,37 	 24,46 	 1 973,82 	 308,61 	 192,40 	 7 881,57 	 4 274,14 	 871,81 	 218,53 	 1 697,63 	 377,15 	 82,93 	 3 283,89 	 1 470,67 	 61,00 	 17,65 	 3 717,15 	 121,22 	 317,74 	 1 893,02 	 198,81 
08.09.2008	 1 719,52 	 1 539,64 	 446,87 	 403,88 	 2 111,00 	 3 011,24 	 880,37 	 24,46 	 1 973,82 	 308,61 	 192,40 	 7 881,57 	 4 274,14 	 871,81 	 218,53 	 1 697,63 	 377,15 	 82,93 	 3 283,89 	 1 470,67 	 61,00 	 17,65 	 3 717,15 	 121,22 	 317,74 	 1 893,02 	 198,81 
09.09.2008	 1 749,81 	 1 542,90 	 446,30 	 404,69 	 2 111,00 	 3 017,46 	 878,01 	 24,05 	 1 992,54 	 308,52 	 192,86 	 7 874,52 	 4 285,86 	 873,92 	 218,30 	 1 728,20 	 377,29 	 83,56 	 3 264,70 	 1 481,82 	 61,00 	 17,64 	 3 751,67 	 121,07 	 319,12 	 1 881,80 	 193,84 
10.09.2008	 1 706,11 	 1 523,91 	 444,98 	 399,69 	 2 111,00 	 2 980,73 	 857,97 	 23,60 	 1 982,81 	 308,62 	 190,50 	 7 878,92 	 4 234,28 	 862,79 	 218,64 	 1 723,27 	 371,95 	 82,52 	 3 258,12 	 1 475,35 	 60,89 	 17,63 	 3 709,77 	 120,17 	 314,81 	 1 865,99 	 195,90 
11.09.2008	 1 705,30 	 1 530,00 	 446,53 	 401,31 	 2 113,00 	 2 992,75 	 862,63 	 23,29 	 1 980,97 	 308,93 	 191,29 	 7 894,64 	 4 247,24 	 866,64 	 218,62 	 1 710,93 	 372,11 	 82,62 	 3 260,19 	 1 475,46 	 60,95 	 17,67 	 3 733,35 	 120,56 	 314,34 	 1 877,55 	 197,16 
12.09.2008	 1 677,93 	 1 505,58 	 440,71 	 394,91 	 2 113,00 	 2 944,57 	 865,35 	 23,36 	 1 963,21 	 308,71 	 188,21 	 7 878,16 	 4 179,61 	 852,77 	 217,16 	 1 682,99 	 364,50 	 81,95 	 3 253,89 	 1 464,36 	 60,95 	 17,67 	 3 701,55 	 119,59 	 309,76 	 1 856,28 	 197,11 
13.09.2008	 1 706,53 	 1 521,90 	 442,95 	 399,22 	 2 114,00 	 2 976,93 	 887,08 	 23,34 	 1 975,52 	 308,75 	 190,25 	 7 891,30 	 4 223,35 	 862,17 	 216,49 	 1 694,59 	 367,36 	 82,25 	 3 242,88 	 1 473,27 	 60,98 	 17,69 	 3 735,02 	 121,79 	 312,62 	 1 862,14 	 196,64 
14.09.2008	 1 706,53 	 1 521,90 	 442,95 	 399,22 	 2 114,00 	 2 976,93 	 887,08 	 23,34 	 1 975,52 	 308,75 	 190,25 	 7 891,30 	 4 223,35 	 862,17 	 216,49 	 1 694,59 	 367,36 	 82,25 	 3 242,88 	 1 473,27 	 60,98 	 17,69 	 3 735,02 	 121,79 	 312,62 	 1 862,14 	 196,64 
15.09.2008	 1 706,53 	 1 521,90 	 442,95 	 399,22 	 2 114,00 	 2 976,93 	 887,08 	 23,34 	 1 975,52 	 308,75 	 190,25 	 7 891,30 	 4 223,35 	 862,17 	 216,49 	 1 694,59 	 367,36 	 82,25 	 3 242,88 	 1 473,27 	 60,98 	 17,69 	 3 735,02 	 121,79 	 312,62 	 1 862,14 	 196,64 
16.09.2008	 1 725,76 	 1 543,01 	 441,80 	 404,59 	 2 114,00 	 3 018,05 	 902,15 	 23,68 	 1 988,06 	 309,18 	 192,89 	 7 905,17 	 4 283,25 	 873,63 	 214,84 	 1 674,46 	 368,15 	 83,25 	 3 257,93 	 1 477,19 	 60,03 	 17,70 	 3 807,00 	 125,31 	 315,83 	 1 896,81 	 201,35 
17.09.2008	 1 665,46 	 1 539,58 	 441,54 	 403,70 	 2 115,00 	 3 011,23 	 888,26 	 23,29 	 1 978,30 	 309,40 	 192,45 	 7 912,16 	 4 272,30 	 872,15 	 215,27 	 1 658,82 	 364,23 	 82,92 	 3 277,85 	 1 474,54 	 60,06 	 17,68 	 3 791,35 	 125,33 	 312,59 	 1 910,66 	 203,85 
18.09.2008	 1 685,02 	 1 537,68 	 435,41 	 403,17 	 2 115,00 	 3 007,42 	 903,02 	 23,00 	 1 986,66 	 309,16 	 192,24 	 7 900,04 	 4 262,82 	 870,55 	 212,46 	 1 669,96 	 363,43 	 82,86 	 3 279,39 	 1 473,56 	 60,06 	 17,65 	 3 776,12 	 125,35 	 312,90 	 1 892,36 	 200,87 
19.09.2008	 1 693,89 	 1 548,38 	 419,87 	 405,91 	 2 113,00 	 3 028,14 	 902,53 	 22,56 	 1 982,36 	 308,89 	 193,57 	 7 907,93 	 4 287,74 	 877,05 	 204,95 	 1 644,36 	 363,42 	 83,09 	 3 272,93 	 1 474,17 	 60,00 	 17,63 	 3 825,16 	 125,68 	 315,44 	 1 909,37 	 201,05 
20.09.2008	 1 713,89 	 1 534,44 	 420,30 	 402,26 	 2 112,00 	 3 001,05 	 903,92 	 22,13 	 1 991,51 	 309,00 	 191,79 	 7 892,08 	 4 237,99 	 868,53 	 203,57 	 1 681,19 	 363,41 	 82,87 	 3 308,76 	 1 472,08 	 59,98 	 17,63 	 3 798,96 	 125,03 	 314,01 	 1 881,85 	 196,66 
21.09.2008	 1 713,89 	 1 534,44 	 420,30 	 402,26 	 2 112,00 	 3 001,05 	 903,92 	 22,13 	 1 991,51 	 309,00 	 191,79 	 7 892,08 	 4 237,99 	 868,53 	 203,57 	 1 681,19 	 363,41 	 82,87 	 3 308,76 	 1 472,08 	 59,98 	 17,63 	 3 798,96 	 125,03 	 314,01 	 1 881,85 	 196,66 
22.09.2008	 1 713,89 	 1 534,44 	 420,30 	 402,26 	 2 112,00 	 3 001,05 	 903,92 	 22,13 	 1 991,51 	 309,00 	 191,79 	 7 892,08 	 4 237,99 	 868,53 	 203,57 	 1 681,19 	 363,41 	 82,87 	 3 308,76 	 1 472,08 	 59,98 	 17,63 	 3 798,96 	 125,03 	 314,01 	 1 881,85 	 196,66 
23.09.2008	 1 758,13 	 1 572,36 	 422,82 	 412,19 	 2 112,00 	 3 075,18 	 936,59 	 23,36 	 2 016,33 	 309,37 	 196,53 	 7 916,93 	 4 342,55 	 890,61 	 194,48 	 1 701,17 	 375,26 	 83,58 	 3 270,79 	 1 489,63 	 59,98 	 17,64 	 3 894,21 	 127,95 	 322,08 	 1 924,46 	 198,79 
24.09.2008	 1 778,41 	 1 587,19 	 418,63 	 416,15 	 2 112,00 	 3 104,22 	 939,17 	 22,98 	 2 038,12 	 309,57 	 198,43 	 7 936,87 	 4 383,56 	 899,07 	 200,67 	 1 699,12 	 379,77 	 84,53 	 3 313,98 	 1 493,37 	 59,14 	 17,64 	 3 910,16 	 128,88 	 323,41 	 1 946,90 	 199,50 
25.09.2008	 1 769,55 	 1 583,88 	 416,17 	 415,48 	 2 111,00 	 3 098,00 	 936,77 	 22,26 	 2 040,60 	 309,47 	 198,07 	 7 930,13 	 4 376,04 	 897,19 	 202,49 	 1 703,11 	 377,02 	 84,20 	 3 337,03 	 1 487,77 	 59,12 	 17,63 	 3 923,61 	 128,03 	 322,01 	 1 941,95 	 198,94 
26.09.2008	 1 768,28 	 1 586,98 	 415,18 	 416,08 	 2 111,00 	 3 104,12 	 932,21 	 22,71 	 2 036,17 	 309,50 	 198,38 	 7 930,13 	 4 382,85 	 898,99 	 203,08 	 1 702,56 	 376,15 	 84,79 	 3 322,21 	 1 484,53 	 59,12 	 17,63 	 3 924,45 	 126,75 	 321,28 	 1 945,62 	 199,57 
27.09.2008	 1 740,84 	 1 572,26 	 417,07 	 412,22 	 2 111,00 	 3 075,20 	 916,43 	 22,49 	 2 036,96 	 308,43 	 196,58 	 7 889,23 	 4 344,07 	 890,79 	 203,86 	 1 706,76 	 371,58 	 84,37 	 3 323,88 	 1 479,07 	 59,12 	 17,64 	 3 871,15 	 125,85 	 318,03 	 1 935,90 	 200,36 
28.09.2008	 1 740,84 	 1 572,26 	 417,07 	 412,22 	 2 111,00 	 3 075,20 	 916,43 	 22,49 	 2 036,96 	 308,43 	 196,58 	 7 889,23 	 4 344,07 	 890,79 	 203,86 	 1 706,76 	 371,58 	 84,37 	 3 323,88 	 1 479,07 	 59,12 	 17,64 	 3 871,15 	 125,85 	 318,03 	 1 935,90 	 200,36 
29.09.2008	 1 740,84 	 1 572,26 	 417,07 	 412,22 	 2 111,00 	 3 075,20 	 916,43 	 22,49 	 2 036,96 	 308,43 	 196,58 	 7 889,23 	 4 344,07 	 890,79 	 203,86 	 1 706,76 	 371,58 	 84,37 	 3 323,88 	 1 479,07 	 59,12 	 17,64 	 3 871,15 	 125,85 	 318,03 	 1 935,90 	 200,36 
30.09.2008	 1 726,06 	 1 549,07 	 417,52 	 406,21 	 2 111,00 	 3 029,81 	 893,54 	 22,06 	 2 025,52 	 308,40 	 193,71 	 7 907,11 	 4 277,61 	 877,68 	 204,26 	 1 689,48 	 365,63 	 83,62 	 3 315,92 	 1 471,85 	 57,57 	 17,62 	 3 820,49 	 123,54 	 312,07 	 1 911,36 	 198,90 
01.10.2008	 1 698,72 	 1 550,50 	 415,02 	 406,46 	 2 111,00 	 3 032,35 	 888,11 	 21,24 	 2 013,64 	 308,40 	 193,82 	 7 906,37 	 4 281,51 	 878,45 	 206,45 	 1 659,07 	 365,01 	 83,20 	 3 285,41 	 1 478,50 	 57,57 	 17,60 	 3 809,19 	 122,54 	 310,19 	 1 922,59 	 201,50 
02.10.2008	 1 686,75 	 1 524,19 	 415,75 	 399,55 	 2 112,00 	 2 981,09 	 883,31 	 19,94 	 1 997,16 	 308,54 	 190,52 	 7 910,11 	 4 205,91 	 863,34 	 207,26 	 1 668,31 	 361,09 	 82,49 	 3 288,85 	 1 471,83 	 57,60 	 17,60 	 3 756,19 	 121,30 	 306,68 	 1 886,39 	 198,69 
03.10.2008	 1 650,84 	 1 500,43 	 408,55 	 393,38 	 2 112,00 	 2 934,62 	 861,95 	 19,21 	 1 981,80 	 308,54 	 187,54 	 7 910,11 	 4 136,72 	 849,49 	 206,75 	 1 640,39 	 354,21 	 81,79 	 3 265,89 	 1 464,38 	 57,60 	 17,60 	 3 725,99 	 119,01 	 300,46 	 1 865,07 	 200,59 
04.10.2008	 1 641,48 	 1 497,47 	 404,79 	 392,54 	 2 113,00 	 2 928,62 	 852,10 	 18,79 	 1 959,29 	 308,69 	 187,11 	 7 914,60 	 4 129,78 	 848,07 	 206,35 	 1 611,99 	 352,47 	 81,59 	 3 242,99 	 1 458,20 	 57,62 	 17,61 	 3 742,97 	 117,92 	 301,89 	 1 867,35 	 201,14 
05.10.2008	 1 641,48 	 1 497,47 	 404,79 	 392,54 	 2 113,00 	 2 928,62 	 852,10 	 18,79 	 1 959,29 	 308,69 	 187,11 	 7 914,60 	 4 129,78 	 848,07 	 206,35 	 1 611,99 	 352,47 	 81,59 	 3 242,99 	 1 458,20 	 57,62 	 17,61 	 3 742,97 	 117,92 	 301,89 	 1 867,35 	 201,14 
06.10.2008	 1 641,48 	 1 497,47 	 404,79 	 392,54 	 2 113,00 	 2 928,62 	 852,10 	 18,79 	 1 959,29 	 308,69 	 187,11 	 7 914,60 	 4 129,78 	 848,07 	 206,35 	 1 611,99 	 352,47 	 81,59 	 3 242,99 	 1 458,20 	 57,62 	 17,61 	 3 742,97 	 117,92 	 301,89 	 1 867,35 	 201,14 
07.10.2008	 1 585,81 	 1 470,07 	 402,86 	 385,44 	 2 113,00 	 2 875,48 	 838,64 	 18,60 	 1 940,40 	 308,29 	 183,78 	 7 896,11 	 4 053,33 	 832,81 	 205,85 	 1 579,93 	 342,69 	 80,72 	 3 244,51 	 1 446,76 	 57,61 	 17,61 	 3 713,60 	 115,77 	 294,68 	 1 853,26 	 203,98 
08.10.2008	 1 522,71 	 1 465,61 	 385,06 	 384,27 	 2 114,00 	 2 866,80 	 829,98 	 16,62 	 1 921,38 	 309,79 	 183,32 	 7 893,66 	 4 042,84 	 830,34 	 204,84 	 1 537,45 	 340,64 	 80,75 	 3 225,48 	 1 441,33 	 57,64 	 17,61 	 3 678,47 	 115,81 	 295,49 	 1 848,79 	 207,24 
09.10.2008	 1 448,62 	 1 474,35 	 379,53 	 386,35 	 2 114,00 	 2 883,60 	 824,94 	 19,19 	 1 915,29 	 310,21 	 184,36 	 7 910,49 	 4 066,56 	 835,19 	 204,45 	 1 477,80 	 340,37 	 80,80 	 3 226,70 	 1 437,90 	 57,64 	 17,62 	 3 709,65 	 116,85 	 296,14 	 1 863,95 	 210,88 
10.10.2008	 1 483,50 	 1 485,33 	 393,67 	 389,73 	 2 114,00 	 2 905,27 	 844,76 	 22,02 	 1 885,14 	 310,06 	 185,65 	 7 905,76 	 4 095,31 	 841,21 	 204,25 	 1 530,50 	 347,70 	 81,09 	 3 239,18 	 1 440,05 	 57,64 	 17,63 	 3 655,85 	 118,32 	 300,32 	 1 879,19 	 209,31 
11.10.2008	 1 393,76 	 1 469,38 	 400,00 	 385,84 	 2 114,00 	 2 874,19 	 807,46 	 19,09 	 1 817,09 	 309,31 	 183,70 	 7 876,89 	 4 050,58 	 831,99 	 204,84 	 1 489,83 	 342,07 	 80,66 	 3 240,30 	 1 429,30 	 57,64 	 17,63 	 3 567,48 	 115,86 	 296,97 	 1 887,67 	 213,17 
12.10.2008	 1 393,76 	 1 469,38 	 400,00 	 385,84 	 2 114,00 	 2 874,19 	 807,46 	 19,09 	 1 817,09 	 309,31 	 183,70 	 7 876,89 	 4 050,58 	 831,99 	 204,84 	 1 489,83 	 342,07 	 80,66 	 3 240,30 	 1 429,30 	 57,64 	 17,63 	 3 567,48 	 115,86 	 296,97 	 1 887,67 	 213,17 
13.10.2008	 1 393,76 	 1 469,38 	 400,00 	 385,84 	 2 114,00 	 2 874,19 	 807,46 	 19,09 	 1 817,09 	 309,31 	 183,70 	 7 876,89 	 4 050,58 	 831,99 	 204,84 	 1 489,83 	 342,07 	 80,66 	 3 240,30 	 1 429,30 	 57,64 	 17,63 	 3 567,48 	 115,86 	 296,97 	 1 887,67 	 213,17 
14.10.2008	 1 432,55 	 1 474,56 	 410,49 	 386,96 	 2 114,00 	 2 883,60 	 813,88 	 21,89 	 1 814,05 	 309,67 	 184,32 	 7 911,68 	 4 066,56 	 835,21 	 204,84 	 1 520,32 	 343,61 	 80,96 	 3 226,13 	 1 440,55 	 56,72 	 17,63 	 3 622,44 	 117,55 	 299,62 	 1 871,38 	 210,43 
15.10.2008	 1 496,18 	 1 477,08 	 410,09 	 387,68 	 2 114,00 	 2 889,42 	 828,21 	 19,25 	 1 853,25 	 309,21 	 184,65 	 7 929,48 	 4 075,57 	 836,33 	 205,44 	 1 537,23 	 343,85 	 81,04 	 3 226,13 	 1 446,66 	 56,72 	 17,64 	 3 705,63 	 117,16 	 298,77 	 1 866,25 	 206,61 
16.10.2008	 1 475,47 	 1 470,35 	 413,29 	 385,79 	 2 114,00 	 2 875,78 	 817,19 	 19,14 	 1 820,77 	 309,46 	 183,76 	 7 896,90 	 4 058,75 	 832,87 	 205,34 	 1 514,33 	 332,94 	 80,89 	 3 240,97 	 1 438,63 	 56,72 	 17,64 	 3 690,20 	 116,72 	 293,53 	 1 857,16 	 208,42 
17.10.2008	 1 465,53 	 1 452,02 	 414,10 	 385,25 	 2 114,00 	 2 839,42 	 798,26 	 18,98 	 1 808,54 	 309,45 	 181,49 	 7 914,64 	 4 008,72 	 831,68 	 205,24 	 1 501,42 	 322,90 	 80,17 	 3 239,60 	 1 436,24 	 56,72 	 17,65 	 3 707,11 	 114,46 	 283,60 	 1 865,68 	 210,56 
18.10.2008	 1 433,82 	 1 453,02 	 401,90 	 381,43 	 2 114,00 	 2 842,27 	 796,26 	 18,87 	 1 780,81 	 309,46 	 181,62 	 7 865,17 	 4 008,72 	 823,18 	 204,75 	 1 410,27 	 320,28 	 80,53 	 3 219,52 	 1 426,98 	 56,72 	 17,65 	 3 659,02 	 113,39 	 283,75 	 1 860,92 	 209,10 
19.10.2008	 1 433,82 	 1 453,02 	 401,90 	 381,43 	 2 114,00 	 2 842,27 	 796,26 	 18,87 	 1 780,81 	 309,46 	 181,62 	 7 865,17 	 4 008,72 	 823,18 	 204,75 	 1 410,27 	 320,28 	 80,53 	 3 219,52 	 1 426,98 	 56,72 	 17,65 	 3 659,02 	 113,39 	 283,75 	 1 860,92 	 209,10 
20.10.2008	 1 433,82 	 1 453,02 	 401,90 	 381,43 	 2 114,00 	 2 842,27 	 796,26 	 18,87 	 1 780,81 	 309,46 	 181,62 	 7 865,17 	 4 008,72 	 823,18 	 204,75 	 1 410,27 	 320,28 	 80,53 	 3 219,52 	 1 426,98 	 56,72 	 17,65 	 3 659,02 	 113,39 	 283,75 	 1 860,92 	 209,10 
21.10.2008	 1 484,56 	 1 456,52 	 392,21 	 382,20 	 2 114,00 	 2 849,46 	 802,57 	 18,88 	 1 795,56 	 309,53 	 182,07 	 7 866,92 	 4 016,34 	 825,04 	 204,45 	 1 414,52 	 325,34 	 81,13 	 3 213,47 	 1 431,62 	 55,90 	 17,65 	 3 694,64 	 114,38 	 288,95 	 1 860,59 	 206,90 
22.10.2008	 1 453,69 	 1 432,98 	 382,97 	 375,90 	 2 114,00 	 2 802,64 	 778,47 	 18,67 	 1 765,20 	 309,32 	 179,12 	 7 905,76 	 3 951,77 	 811,72 	 204,25 	 1 388,28 	 317,47 	 79,95 	 3 214,89 	 1 430,02 	 55,90 	 17,65 	 3 610,71 	 110,91 	 282,27 	 1 834,67 	 208,77 
23.10.2008	 1 418,39 	 1 389,78 	 380,90 	 364,55 	 2 114,00 	 2 718,50 	 729,85 	 18,14 	 1 713,41 	 309,18 	 173,74 	 7 833,98 	 3 831,79 	 787,32 	 204,84 	 1 283,16 	 301,93 	 78,52 	 3 190,79 	 1 410,13 	 55,90 	 17,63 	 3 437,89 	 106,31 	 267,79 	 1 810,24 	 213,13 
24.10.2008	 1 410,60 	 1 386,25 	 367,83 	 363,78 	 2 115,00 	 2 712,06 	 712,71 	 18,02 	 1 680,04 	 309,43 	 173,35 	 7 852,82 	 3 823,21 	 785,46 	 205,14 	 1 261,03 	 294,38 	 78,39 	 3 158,16 	 1 408,26 	 55,93 	 17,65 	 3 451,47 	 104,66 	 269,27 	 1 815,76 	 216,70 
25.10.2008	 1 344,61 	 1 364,74 	 353,09 	 358,04 	 2 115,00 	 2 669,13 	 680,50 	 17,79 	 1 657,00 	 308,83 	 170,70 	 7 853,69 	 3 763,35 	 773,68 	 204,55 	 1 241,20 	 299,67 	 78,16 	 3 156,64 	 1 403,96 	 55,93 	 17,66 	 3 332,29 	 105,09 	 266,20 	 1 802,76 	 226,37 
