Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																
Республики Беларусь, за период с 29.03.1995 по 31.12.1995																																																
																																																
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 грузинских купонов (GEK)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)
13.12.1995	 8 508,43 	 1 131,39 	 1,50 	 15,00 			 9 236,00 	 2 055,22 	 11 500,00 	 18 216,38 	 175,52 	 179,00 	 8 325,49 	 38 320,56 	 1 030,00 	 21 415,00 	 2 875,00 	 2 527,00 	 7 959,58 	 7 107,98 	 1 803,50 		 2,49 		 17 095,29 	 8 127,21 		 40,00 	 23,00 	 45,00 	 2 641,73 	 2 307,38 	 17 643,45 		 1 703,50 	 9 811,45 	 14 616,17 	 995,67 	 3 871,79 	 481,80 		 1 131,33 	 934,96 	 71,94 	 757,53 	 2,05 	 0,65 	 720,67 
14.12.1995	 8 508,43 	 1 131,39 	 1,50 	 15,00 			 9 236,00 	 2 055,22 	 11 500,00 	 18 216,38 	 175,52 	 179,00 	 8 325,49 	 38 320,56 	 1 030,00 	 21 415,00 	 2 875,00 	 2 527,00 	 7 959,58 	 7 107,98 	 1 803,50 		 2,49 		 17 095,29 	 8 127,21 		 40,00 	 23,00 	 45,00 	 2 641,73 	 2 307,38 	 17 643,45 		 1 703,50 	 9 811,45 	 14 616,17 	 995,67 	 3 871,79 	 481,80 		 1 131,33 	 934,96 	 71,94 	 757,53 	 2,05 	 0,65 	 720,67 
15.12.1995	 8 531,28 	 1 126,57 	 1,50 	 15,00 			 9 236,00 	 2 046,04 	 11 500,00 	 18 214,88 	 175,01 	 179,00 	 8 361,81 	 38 320,56 	 1 017,00 	 21 415,00 	 2 875,00 	 2 530,00 	 7 925,57 	 7 078,23 	 1 796,51 		 2,47 		 17 100,37 	 8 114,02 		 40,00 	 23,00 	 45,00 	 2 642,77 	 2 299,86 	 17 658,27 		 1 720,19 	 9 768,11 	 14 530,26 	 989,84 	 3 855,18 	 479,21 		 1 130,50 	 933,21 	 71,96 	 755,54 	 2,03 	 0,64 	 720,30 
16.12.1995	 8 531,28 	 1 126,57 	 1,50 	 15,00 			 9 236,00 	 2 046,04 	 11 500,00 	 18 214,88 	 175,01 	 179,00 	 8 361,81 	 38 320,56 	 1 017,00 	 21 415,00 	 2 875,00 	 2 530,00 	 7 925,57 	 7 078,23 	 1 796,51 		 2,47 		 17 100,37 	 8 114,02 		 40,00 	 23,00 	 45,00 	 2 642,77 	 2 299,86 	 17 658,27 		 1 720,19 	 9 768,11 	 14 530,26 	 989,84 	 3 855,18 	 479,21 		 1 130,50 	 933,21 	 71,96 	 755,54 	 2,03 	 0,64 	 720,30 
17.12.1995	 8 531,28 	 1 126,57 	 1,50 	 15,00 			 9 236,00 	 2 046,04 	 11 500,00 	 18 214,88 	 175,01 	 179,00 	 8 361,81 	 38 320,56 	 1 017,00 	 21 415,00 	 2 875,00 	 2 530,00 	 7 925,57 	 7 078,23 	 1 796,51 		 2,47 		 17 100,37 	 8 114,02 		 40,00 	 23,00 	 45,00 	 2 642,77 	 2 299,86 	 17 658,27 		 1 720,19 	 9 768,11 	 14 530,26 	 989,84 	 3 855,18 	 479,21 		 1 130,50 	 933,21 	 71,96 	 755,54 	 2,03 	 0,64 	 720,30 
18.12.1995	 8 531,28 	 1 126,57 	 1,50 	 15,00 			 9 236,00 	 2 046,04 	 11 500,00 	 18 214,88 	 175,01 	 179,00 	 8 361,81 	 38 320,56 	 1 017,00 	 21 415,00 	 2 875,00 	 2 530,00 	 7 925,57 	 7 078,23 	 1 796,51 		 2,47 		 17 100,37 	 8 114,02 		 40,00 	 23,00 	 45,00 	 2 642,77 	 2 299,86 	 17 658,27 		 1 720,19 	 9 768,11 	 14 530,26 	 989,84 	 3 855,18 	 479,21 		 1 130,50 	 933,21 	 71,96 	 755,54 	 2,03 	 0,64 	 720,30 
19.12.1995	 8 531,28 	 1 126,57 	 1,50 	 15,00 			 9 236,00 	 2 046,04 	 11 500,00 	 18 214,88 	 175,01 	 179,00 	 8 361,81 	 38 320,56 	 1 017,00 	 21 415,00 	 2 875,00 	 2 530,00 	 7 925,57 	 7 078,23 	 1 796,51 		 2,47 		 17 100,37 	 8 114,02 		 40,00 	 23,00 	 45,00 	 2 642,77 	 2 299,86 	 17 658,27 		 1 720,19 	 9 768,11 	 14 530,26 	 989,84 	 3 855,18 	 479,21 		 1 130,50 	 933,21 	 71,96 	 755,54 	 2,03 	 0,64 	 720,30 
20.12.1995	 8 527,25 	 1 139,40 	 2,50 	 28,46 	 163,55 	 84,71 	 9 236,95 	 2 067,79 	 11 500,00 	 18 341,37 	 175,87 	 179,00 	 8 346,03 	 38 422,99 	 1 008,77 	 21 624,67 	 2 875,00 	 2 565,82 	 8 017,29 	 7 157,08 	 1 811,02 	 4 555,00 	 2,47 	 4,34 	 17 057,25 	 8 126,06 	 388,48 	 40,00 	 4,79 	 320,33 	 2 660,19 	 2 327,46 	 17 706,55 	 433,11 	 1 735,82 	 9 981,77 	 14 717,70 	 1 002,62 	 3 898,31 	 484,66 		 1 130,61 	 940,77 	 71,99 	 763,36 	 2,02 	 0,65 	 719,81 
21.12.1995	 8 527,25 	 1 139,40 	 2,50 	 28,46 	 163,55 	 84,71 	 9 236,95 	 2 067,79 	 11 500,00 	 18 341,37 	 175,87 	 179,00 	 8 346,03 	 38 422,99 	 1 008,77 	 21 624,67 	 2 875,00 	 2 565,82 	 8 017,29 	 7 157,08 	 1 811,02 	 4 555,00 	 2,47 	 4,34 	 17 057,25 	 8 126,06 	 388,48 	 40,00 	 4,79 	 320,33 	 2 660,19 	 2 327,46 	 17 706,55 	 433,11 	 1 735,82 	 9 981,77 	 14 717,70 	 1 002,62 	 3 898,31 	 484,66 		 1 130,61 	 940,77 	 71,99 	 763,36 	 2,02 	 0,65 	 719,81 
22.12.1995	 8 522,08 	 1 136,20 	 2,50 	 28,00 	 162,87 	 84,26 	 9 236,00 	 2 061,86 	 11 500,00 	 18 273,52 	 175,73 	 179,00 	 8 416,89 	 38 410,15 	 1 008,00 	 21 563,85 	 2 875,00 	 2 570,00 	 7 991,66 	 7 135,77 	 1 809,43 	 4 537,38 	 2,47 	 4,40 	 17 057,25 	 8 130,08 	 388,02 	 40,00 	 4,70 	 321,00 	 2 639,07 	 2 323,23 	 17 697,94 	 431,68 	 1 732,79 	 9 948,96 	 14 682,06 	 1 002,62 	 3 889,08 	 483,54 		 1 129,78 	 943,36 	 72,01 	 763,76 	 2,00 	 0,64 	 721,98 
23.12.1995	 8 522,08 	 1 136,20 	 2,50 	 28,00 	 162,87 	 84,26 	 9 236,00 	 2 061,86 	 11 500,00 	 18 273,52 	 175,73 	 179,00 	 8 416,89 	 38 410,15 	 1 008,00 	 21 563,85 	 2 875,00 	 2 570,00 	 7 991,66 	 7 135,77 	 1 809,43 	 4 537,38 	 2,47 	 4,40 	 17 057,25 	 8 130,08 	 388,02 	 40,00 	 4,70 	 321,00 	 2 639,07 	 2 323,23 	 17 697,94 	 431,68 	 1 732,79 	 9 948,96 	 14 682,06 	 1 002,62 	 3 889,08 	 483,54 		 1 129,78 	 943,36 	 72,01 	 763,76 	 2,00 	 0,64 	 721,98 
24.12.1995	 8 522,08 	 1 136,20 	 2,50 	 28,00 	 162,87 	 84,26 	 9 236,00 	 2 061,86 	 11 500,00 	 18 273,52 	 175,73 	 179,00 	 8 416,89 	 38 410,15 	 1 008,00 	 21 563,85 	 2 875,00 	 2 570,00 	 7 991,66 	 7 135,77 	 1 809,43 	 4 537,38 	 2,47 	 4,40 	 17 057,25 	 8 130,08 	 388,02 	 40,00 	 4,70 	 321,00 	 2 639,07 	 2 323,23 	 17 697,94 	 431,68 	 1 732,79 	 9 948,96 	 14 682,06 	 1 002,62 	 3 889,08 	 483,54 		 1 129,78 	 943,36 	 72,01 	 763,76 	 2,00 	 0,64 	 721,98 
25.12.1995	 8 522,08 	 1 136,20 	 2,50 	 28,00 	 162,87 	 84,26 	 9 236,00 	 2 061,86 	 11 500,00 	 18 273,52 	 175,73 	 179,00 	 8 416,89 	 38 410,15 	 1 008,00 	 21 563,85 	 2 875,00 	 2 570,00 	 7 991,66 	 7 135,77 	 1 809,43 	 4 537,38 	 2,47 	 4,40 	 17 057,25 	 8 130,08 	 388,02 	 40,00 	 4,70 	 321,00 	 2 639,07 	 2 323,23 	 17 697,94 	 431,68 	 1 732,79 	 9 948,96 	 14 682,06 	 1 002,62 	 3 889,08 	 483,54 		 1 129,78 	 943,36 	 72,01 	 763,76 	 2,00 	 0,64 	 721,98 
26.12.1995	 8 522,08 	 1 136,20 	 2,50 	 28,00 	 162,87 	 84,26 	 9 236,00 	 2 061,86 	 11 500,00 	 18 273,52 	 175,73 	 179,00 	 8 416,89 	 38 410,15 	 1 008,00 	 21 563,85 	 2 875,00 	 2 570,00 	 7 991,66 	 7 135,77 	 1 809,43 	 4 537,38 	 2,47 	 4,40 	 17 057,25 	 8 130,08 	 388,02 	 40,00 	 4,70 	 321,00 	 2 639,07 	 2 323,23 	 17 697,94 	 431,68 	 1 732,79 	 9 948,96 	 14 682,06 	 1 002,62 	 3 889,08 	 483,54 		 1 129,78 	 943,36 	 72,01 	 763,76 	 2,00 	 0,64 	 721,98 
27.12.1995	 8 527,25 	 1 131,05 	 2,50 	 28,00 	 162,76 	 84,26 	 9 236,00 	 2 066,30 	 11 500,00 	 18 359,76 	 175,60 	 179,00 	 8 438,51 	 38 422,99 	 1 022,00 	 21 383,41 	 2 875,00 	 2 556,00 	 8 004,45 	 7 147,30 	 1 813,28 	 4 652,10 	 2,47 	 4,32 	 17 057,25 	 8 128,36 	 387,56 	 40,00 	 4,70 	 321,00 	 2 646,90 	 2 334,41 	 17 772,12 	 431,81 	 1 733,55 	 9 934,35 	 14 662,51 	 998,09 	 3 892,37 	 483,27 		 1 122,77 	 943,40 	 72,06 	 764,98 	 1,95 	 0,65 	 725,21 
28.12.1995	 8 527,25 	 1 131,05 	 2,50 	 28,00 	 162,76 	 84,26 	 9 236,00 	 2 066,30 	 11 500,00 	 18 359,76 	 175,60 	 179,00 	 8 438,51 	 38 422,99 	 1 022,00 	 21 383,41 	 2 875,00 	 2 556,00 	 8 004,45 	 7 147,30 	 1 813,28 	 4 652,10 	 2,47 	 4,32 	 17 057,25 	 8 128,36 	 387,56 	 40,00 	 4,70 	 321,00 	 2 646,90 	 2 334,41 	 17 772,12 	 431,81 	 1 733,55 	 9 934,35 	 14 662,51 	 998,09 	 3 892,37 	 483,27 		 1 122,77 	 943,40 	 72,06 	 764,98 	 1,95 	 0,65 	 725,21 
29.12.1995	 8 580,73 	 1 140,65 	 2,50 	 28,00 	 162,25 	 84,20 	 9 236,00 	 2 075,06 	 11 500,00 	 18 497,76 	 176,38 	 179,00 	 8 457,75 	 38 410,15 	 1 026,00 	 21 415,27 	 2 875,00 	 2 556,00 	 8 024,56 	 7 170,47 	 1 818,50 	 4 663,42 	 2,47 	 4,34 	 17 064,85 	 8 137,56 	 389,07 	 39,00 	 4,70 	 321,00 	 2 637,49 	 2 346,22 	 17 931,96 	 431,60 	 1 725,46 	 9 972,25 	 14 732,65 	 1 004,86 	 3 910,23 	 484,43 		 1 121,35 	 948,22 	 72,03 	 768,59 	 1,85 	 0,64 	 726,23 
30.12.1995	 8 580,73 	 1 140,65 	 2,50 	 28,00 	 162,25 	 84,20 	 9 236,00 	 2 075,06 	 11 500,00 	 18 497,76 	 176,38 	 179,00 	 8 457,75 	 38 410,15 	 1 026,00 	 21 415,27 	 2 875,00 	 2 556,00 	 8 024,56 	 7 170,47 	 1 818,50 	 4 663,42 	 2,47 	 4,34 	 17 064,85 	 8 137,56 	 389,07 	 39,00 	 4,70 	 321,00 	 2 637,49 	 2 346,22 	 17 931,96 	 431,60 	 1 725,46 	 9 972,25 	 14 732,65 	 1 004,86 	 3 910,23 	 484,43 		 1 121,35 	 948,22 	 72,03 	 768,59 	 1,85 	 0,64 	 726,23 
31.12.1995	 8 580,73 	 1 140,65 	 2,50 	 28,00 	 162,25 	 84,20 	 9 236,00 	 2 075,06 	 11 500,00 	 18 497,76 	 176,38 	 179,00 	 8 457,75 	 38 410,15 	 1 026,00 	 21 415,27 	 2 875,00 	 2 556,00 	 8 024,56 	 7 170,47 	 1 818,50 	 4 663,42 	 2,47 	 4,34 	 17 064,85 	 8 137,56 	 389,07 	 39,00 	 4,70 	 321,00 	 2 637,49 	 2 346,22 	 17 931,96 	 431,60 	 1 725,46 	 9 972,25 	 14 732,65 	 1 004,86 	 3 910,23 	 484,43 		 1 121,35 	 948,22 	 72,03 	 768,59 	 1,85 	 0,64 	 726,23 
