Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																							
Республики Беларусь, за период с 01.01.1996 по 31.12.1996																																																							
																																																							
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 украинская гривна (UAH)	1 украинский карбованец (UAK)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)	1000 азербайджанских манат (AZM)	1000 армянских драмов (AMD)	1000 ливанских фунтов (LBP)	1000 румынских лей (ROL)	1000 таджикских рублей (TJR)	10000 турецких лир (TRL)
03.10.1996	 11 641,66 	 1 371,72 	 3,30 	 35,00 	 64,01 	 94,96 	 11 673,00 	 2 512,39 	 14 700,00 	 23 575,87 	 218,52 	 213,00 	 10 785,03 	 48 983,67 	 1 109,00 	 26 664,25 	 3 675,00 	 3 180,00 	 9 648,83 	 8 604,04 	 2 262,62 	 5 241,39 	 2,71 	 4,51 	 21 218,24 	 10 440,34 	 474,12 	 49,00 	 3,58 	 367,00 		 10 900,00 	 3 223,68 	 2 849,94 	 23 006,24 	 544,63 	 2 216,66 	 11 733,72 	 18 380,15 	 1 207,09 	 4 686,75 	 610,41 	 1 323,13 	 1 145,66 	 94,32 	 948,51 	 1,60 		 964,60 						
04.10.1996	 11 626,97 	 1 363,45 	 3,30 	 35,00 	 66,17 	 94,61 	 11 673,00 	 2 502,55 	 14 700,00 	 23 490,61 	 218,95 	 213,00 	 10 800,09 	 48 967,36 	 1 109,00 	 26 496,03 	 3 675,00 	 3 180,00 	 9 595,93 	 8 550,99 	 2 256,09 	 5 218,32 	 2,71 	 4,51 	 21 203,13 	 10 423,31 	 469,60 	 49,00 	 3,58 	 367,00 		 10 900,00 	 3 215,93 	 2 835,37 	 23 013,59 	 541,60 	 2 217,50 	 11 696,37 	 18 318,40 	 1 199,90 	 4 657,65 	 608,65 	 1 319,57 	 1 140,51 	 94,34 	 949,46 	 1,59 		 966,47 						
05.10.1996	 11 626,97 	 1 363,45 	 3,30 	 35,00 	 66,17 	 94,61 	 11 673,00 	 2 502,55 	 14 700,00 	 23 490,61 	 218,95 	 213,00 	 10 800,09 	 48 967,36 	 1 109,00 	 26 496,03 	 3 675,00 	 3 180,00 	 9 595,93 	 8 550,99 	 2 256,09 	 5 218,32 	 2,71 	 4,51 	 21 203,13 	 10 423,31 	 469,60 	 49,00 	 3,58 	 367,00 		 10 900,00 	 3 215,93 	 2 835,37 	 23 013,59 	 541,60 	 2 217,50 	 11 696,37 	 18 318,40 	 1 199,90 	 4 657,65 	 608,65 	 1 319,57 	 1 140,51 	 94,34 	 949,46 	 1,59 		 966,47 						
06.10.1996	 11 626,97 	 1 363,45 	 3,30 	 35,00 	 66,17 	 94,61 	 11 673,00 	 2 502,55 	 14 700,00 	 23 490,61 	 218,95 	 213,00 	 10 800,09 	 48 967,36 	 1 109,00 	 26 496,03 	 3 675,00 	 3 180,00 	 9 595,93 	 8 550,99 	 2 256,09 	 5 218,32 	 2,71 	 4,51 	 21 203,13 	 10 423,31 	 469,60 	 49,00 	 3,58 	 367,00 		 10 900,00 	 3 215,93 	 2 835,37 	 23 013,59 	 541,60 	 2 217,50 	 11 696,37 	 18 318,40 	 1 199,90 	 4 657,65 	 608,65 	 1 319,57 	 1 140,51 	 94,34 	 949,46 	 1,59 		 966,47 						
07.10.1996	 11 626,97 	 1 363,45 	 3,30 	 35,00 	 66,17 	 94,61 	 11 673,00 	 2 502,55 	 14 700,00 	 23 490,61 	 218,95 	 213,00 	 10 800,09 	 48 967,36 	 1 109,00 	 26 496,03 	 3 675,00 	 3 180,00 	 9 595,93 	 8 550,99 	 2 256,09 	 5 218,32 	 2,71 	 4,51 	 21 203,13 	 10 423,31 	 469,60 	 49,00 	 3,58 	 367,00 		 10 900,00 	 3 215,93 	 2 835,37 	 23 013,59 	 541,60 	 2 217,50 	 11 696,37 	 18 318,40 	 1 199,90 	 4 657,65 	 608,65 	 1 319,57 	 1 140,51 	 94,34 	 949,46 	 1,59 		 966,47 						
08.10.1996	 11 626,97 	 1 363,45 	 3,30 	 35,00 	 66,17 	 94,61 	 11 673,00 	 2 502,55 	 14 700,00 	 23 490,61 	 218,95 	 213,00 	 10 800,09 	 48 967,36 	 1 109,00 	 26 496,03 	 3 675,00 	 3 180,00 	 9 595,93 	 8 550,99 	 2 256,09 	 5 218,32 	 2,71 	 4,51 	 21 203,13 	 10 423,31 	 469,60 	 49,00 	 3,58 	 367,00 		 10 900,00 	 3 215,93 	 2 835,37 	 23 013,59 	 541,60 	 2 217,50 	 11 696,37 	 18 318,40 	 1 199,90 	 4 657,65 	 608,65 	 1 319,57 	 1 140,51 	 94,34 	 949,46 	 1,59 		 966,47 						
09.10.1996	 11 626,69 	 1 374,59 	 3,30 	 35,00 	 67,89 	 95,05 	 11 673,00 	 2 523,74 	 14 750,00 	 23 651,62 	 219,46 	 213,00 	 10 896,06 	 49 166,67 	 1 109,00 	 26 779,23 	 3 687,50 	 3 203,00 	 9 670,86 	 8 618,17 	 2 272,87 	 5 249,11 	 2,71 	 4,52 	 21 217,28 	 10 460,99 	 473,85 	 49,00 	 3,63 	 368,00 		 10 850,00 	 3 234,86 	 2 859,75 	 23 048,35 	 542,30 	 2 235,53 	 11 800,00 	 18 481,02 	 67,89 	 4 694,46 	 614,84 	 1 328,17 	 1 149,20 	 94,69 	 956,43 	 1,59 		 972,60 						
10.10.1996	 11 626,69 	 1 374,59 	 3,30 	 35,00 	 67,89 	 95,05 	 11 673,00 	 2 523,74 	 14 750,00 	 23 651,62 	 219,46 	 213,00 	 10 896,06 	 49 166,67 	 1 109,00 	 26 779,23 	 3 687,50 	 3 203,00 	 9 670,86 	 8 618,17 	 2 272,87 	 5 249,11 	 2,71 	 4,52 	 21 217,28 	 10 460,99 	 473,85 	 49,00 	 3,63 	 368,00 		 10 850,00 	 3 234,86 	 2 859,75 	 23 048,35 	 542,30 	 2 235,53 	 11 800,00 	 18 481,02 	 67,89 	 4 694,46 	 614,84 	 1 328,17 	 1 149,20 	 94,69 	 956,43 	 1,59 		 972,60 						
11.10.1996	 11 625,21 	 1 370,75 	 3,30 	 35,00 	 67,93 	 94,80 	 11 673,00 	 2 517,28 	 14 750,00 	 23 653,10 	 219,59 	 213,00 	 10 917,03 	 49 166,67 	 1 100,00 	 26 769,51 	 3 687,50 	 3 207,00 	 9 643,67 	 8 597,07 	 2 266,51 	 5 248,18 	 2,71 	 4,51 	 21 218,32 	 10 469,16 	 473,70 	 49,00 	 3,63 	 368,00 		 10 730,00 	 3 228,98 	 2 850,24 	 23 079,33 	 543,76 	 2 235,49 	 11 784,92 	 18 448,57 	 1 205,58 	 4 681,05 	 614,20 	 1 325,49 	 1 145,68 	 94,69 	 953,09 	 1,58 		 967,24 						
12.10.1996	 11 625,21 	 1 370,75 	 3,30 	 35,00 	 67,93 	 94,80 	 11 673,00 	 2 517,28 	 14 750,00 	 23 653,10 	 219,59 	 213,00 	 10 917,03 	 49 166,67 	 1 100,00 	 26 769,51 	 3 687,50 	 3 207,00 	 9 643,67 	 8 597,07 	 2 266,51 	 5 248,18 	 2,71 	 4,51 	 21 218,32 	 10 469,16 	 473,70 	 49,00 	 3,63 	 368,00 		 10 730,00 	 3 228,98 	 2 850,24 	 23 079,33 	 543,76 	 2 235,49 	 11 784,92 	 18 448,57 	 1 205,58 	 4 681,05 	 614,20 	 1 325,49 	 1 145,68 	 94,69 	 953,09 	 1,58 		 967,24 						
13.10.1996	 11 625,21 	 1 370,75 	 3,30 	 35,00 	 67,93 	 94,80 	 11 673,00 	 2 517,28 	 14 750,00 	 23 653,10 	 219,59 	 213,00 	 10 917,03 	 49 166,67 	 1 100,00 	 26 769,51 	 3 687,50 	 3 207,00 	 9 643,67 	 8 597,07 	 2 266,51 	 5 248,18 	 2,71 	 4,51 	 21 218,32 	 10 469,16 	 473,70 	 49,00 	 3,63 	 368,00 		 10 730,00 	 3 228,98 	 2 850,24 	 23 079,33 	 543,76 	 2 235,49 	 11 784,92 	 18 448,57 	 1 205,58 	 4 681,05 	 614,20 	 1 325,49 	 1 145,68 	 94,69 	 953,09 	 1,58 		 967,24 						
14.10.1996	 11 625,21 	 1 370,75 	 3,30 	 35,00 	 67,93 	 94,80 	 11 673,00 	 2 517,28 	 14 750,00 	 23 653,10 	 219,59 	 213,00 	 10 917,03 	 49 166,67 	 1 100,00 	 26 769,51 	 3 687,50 	 3 207,00 	 9 643,67 	 8 597,07 	 2 266,51 	 5 248,18 	 2,71 	 4,51 	 21 218,32 	 10 469,16 	 473,70 	 49,00 	 3,63 	 368,00 		 10 730,00 	 3 228,98 	 2 850,24 	 23 079,33 	 543,76 	 2 235,49 	 11 784,92 	 18 448,57 	 1 205,58 	 4 681,05 	 614,20 	 1 325,49 	 1 145,68 	 94,69 	 953,09 	 1,58 		 967,24 						
15.10.1996	 11 625,21 	 1 370,75 	 3,30 	 35,00 	 67,93 	 94,80 	 11 673,00 	 2 517,28 	 14 750,00 	 23 653,10 	 219,59 	 213,00 	 10 917,03 	 49 166,67 	 1 100,00 	 26 769,51 	 3 687,50 	 3 207,00 	 9 643,67 	 8 597,07 	 2 266,51 	 5 248,18 	 2,71 	 4,51 	 21 218,32 	 10 469,16 	 473,70 	 49,00 	 3,63 	 368,00 		 10 730,00 	 3 228,98 	 2 850,24 	 23 079,33 	 543,76 	 2 235,49 	 11 784,92 	 18 448,57 	 1 205,58 	 4 681,05 	 614,20 	 1 325,49 	 1 145,68 	 94,69 	 953,09 	 1,58 		 967,24 						
16.10.1996	 11 717,90 	 1 373,74 	 3,51 	 35,00 	 68,09 	 95,10 	 11 673,00 	 2 520,26 	 14 800,00 	 23 825,05 	 220,47 	 214,00 	 10 937,85 	 49 333,33 	 1 084,00 	 26 884,65 	 3 700,00 	 3 214,00 	 9 662,47 	 8 612,66 	 2 276,78 	 5 253,82 	 2,71 	 4,48 	 21 294,35 	 10 492,73 	 474,13 	 49,00 	 3,64 	 369,00 		 10 700,00 	 3 235,40 	 2 853,23 	 23 426,91 	 545,92 	 2 244,94 	 11 765,64 	 18 543,67 	 1 209,45 	 4 689,48 	 618,01 	 1 321,31 	 1 148,71 	 95,02 	 955,52 	 1,57 		 971,03 						
17.10.1996	 11 717,90 	 1 373,74 	 3,51 	 35,00 	 68,09 	 95,10 	 11 673,00 	 2 520,26 	 14 800,00 	 23 825,05 	 220,47 	 214,00 	 10 937,85 	 49 333,33 	 1 084,00 	 26 884,65 	 3 700,00 	 3 214,00 	 9 662,47 	 8 612,66 	 2 276,78 	 5 253,82 	 2,71 	 4,48 	 21 294,35 	 10 492,73 	 474,13 	 49,00 	 3,64 	 369,00 		 10 700,00 	 3 235,40 	 2 853,23 	 23 426,91 	 545,92 	 2 244,94 	 11 765,64 	 18 543,67 	 1 209,45 	 4 689,48 	 618,01 	 1 321,31 	 1 148,71 	 95,02 	 955,52 	 1,57 		 971,03 						
18.10.1996	 11 717,90 	 1 366,45 	 3,51 	 35,00 	 67,40 	 94,71 	 11 673,00 	 2 508,64 	 14 800,00 	 23 687,39 	 219,75 	 214,00 	 10 925,73 	 49 300,47 	 1 084,00 	 26 840,77 	 3 700,00 	 3 214,00 	 9 612,89 	 8 566,80 	 2 266,43 	 5 224,51 	 2,71 	 4,48 	 21 312,60 	 10 468,24 	 473,09 	 49,00 	 3,64 	 369,00 		 10 650,00 	 3 220,19 	 2 840,85 	 23 489,83 	 542,82 	 2 228,98 	 11 664,56 	 18 444,51 	 1 201,65 	 4 665,53 	 614,29 	 1 319,37 	 1 141,76 	 95,02 	 952,99 	 1,56 		 961,94 						
19.10.1996	 11 717,90 	 1 366,45 	 3,51 	 35,00 	 67,40 	 94,71 	 11 673,00 	 2 508,64 	 14 800,00 	 23 687,39 	 219,75 	 214,00 	 10 925,73 	 49 300,47 	 1 084,00 	 26 840,77 	 3 700,00 	 3 214,00 	 9 612,89 	 8 566,80 	 2 266,43 	 5 224,51 	 2,71 	 4,48 	 21 312,60 	 10 468,24 	 473,09 	 49,00 	 3,64 	 369,00 		 10 650,00 	 3 220,19 	 2 840,85 	 23 489,83 	 542,82 	 2 228,98 	 11 664,56 	 18 444,51 	 1 201,65 	 4 665,53 	 614,29 	 1 319,37 	 1 141,76 	 95,02 	 952,99 	 1,56 		 961,94 						
20.10.1996	 11 717,90 	 1 366,45 	 3,51 	 35,00 	 67,40 	 94,71 	 11 673,00 	 2 508,64 	 14 800,00 	 23 687,39 	 219,75 	 214,00 	 10 925,73 	 49 300,47 	 1 084,00 	 26 840,77 	 3 700,00 	 3 214,00 	 9 612,89 	 8 566,80 	 2 266,43 	 5 224,51 	 2,71 	 4,48 	 21 312,60 	 10 468,24 	 473,09 	 49,00 	 3,64 	 369,00 		 10 650,00 	 3 220,19 	 2 840,85 	 23 489,83 	 542,82 	 2 228,98 	 11 664,56 	 18 444,51 	 1 201,65 	 4 665,53 	 614,29 	 1 319,37 	 1 141,76 	 95,02 	 952,99 	 1,56 		 961,94 						
21.10.1996	 11 717,90 	 1 366,45 	 3,51 	 35,00 	 67,40 	 94,71 	 11 673,00 	 2 508,64 	 14 800,00 	 23 687,39 	 219,75 	 214,00 	 10 925,73 	 49 300,47 	 1 084,00 	 26 840,77 	 3 700,00 	 3 214,00 	 9 612,89 	 8 566,80 	 2 266,43 	 5 224,51 	 2,71 	 4,48 	 21 312,60 	 10 468,24 	 473,09 	 49,00 	 3,64 	 369,00 		 10 650,00 	 3 220,19 	 2 840,85 	 23 489,83 	 542,82 	 2 228,98 	 11 664,56 	 18 444,51 	 1 201,65 	 4 665,53 	 614,29 	 1 319,37 	 1 141,76 	 95,02 	 952,99 	 1,56 		 961,94 						
22.10.1996	 11 717,90 	 1 366,45 	 3,51 	 35,00 	 67,40 	 94,71 	 11 673,00 	 2 508,64 	 14 800,00 	 23 687,39 	 219,75 	 214,00 	 10 925,73 	 49 300,47 	 1 084,00 	 26 840,77 	 3 700,00 	 3 214,00 	 9 612,89 	 8 566,80 	 2 266,43 	 5 224,51 	 2,71 	 4,48 	 21 312,60 	 10 468,24 	 473,09 	 49,00 	 3,64 	 369,00 		 10 650,00 	 3 220,19 	 2 840,85 	 23 489,83 	 542,82 	 2 228,98 	 11 664,56 	 18 444,51 	 1 201,65 	 4 665,53 	 614,29 	 1 319,37 	 1 141,76 	 95,02 	 952,99 	 1,56 		 961,94 						
23.10.1996	 11 852,21 	 1 381,10 	 3,55 	 36,00 	 65,54 	 95,54 	 11 872,00 	 2 537,68 	 14 900,00 	 23 929,40 	 221,20 	 215,00 	 11 050,95 	 49 683,23 	 1 060,00 	 27 041,74 	 3 724,72 	 3 235,00 	 9 714,43 	 8 660,78 	 2 292,41 	 5 270,79 	 2,73 	 4,47 	 21 409,80 	 10 532,27 	 477,95 	 50,00 	 3,67 	 338,00 		 11 100,00 	 3 242,58 	 2 873,51 	 23 740,18 	 548,16 	 2 256,31 	 11 796,37 	 18 651,06 	 1 215,21 	 4 716,53 	 621,12 	 1 322,33 	 1 154,46 	 95,70 	 964,15 	 1,56 		 973,63 						
24.10.1996	 11 852,21 	 1 381,10 	 3,55 	 36,00 	 65,54 	 95,54 	 11 872,00 	 2 537,68 	 14 900,00 	 23 929,40 	 221,20 	 215,00 	 11 050,95 	 49 683,23 	 1 060,00 	 27 041,74 	 3 724,72 	 3 235,00 	 9 714,43 	 8 660,78 	 2 292,41 	 5 270,79 	 2,73 	 4,47 	 21 409,80 	 10 532,27 	 477,95 	 50,00 	 3,67 	 338,00 		 11 100,00 	 3 242,58 	 2 873,51 	 23 740,18 	 548,16 	 2 256,31 	 11 796,37 	 18 651,06 	 1 215,21 	 4 716,53 	 621,12 	 1 322,33 	 1 154,46 	 95,70 	 964,15 	 1,56 		 973,63 						
25.10.1996	 11 840,65 	 1 397,65 	 3,56 	 36,00 	 60,04 	 96,21 	 11 912,00 	 2 564,23 	 14 950,00 	 24 077,72 	 223,50 	 215,00 	 11 119,38 	 49 866,58 	 1 064,00 	 27 186,76 	 3 737,50 	 3 246,00 	 9 832,94 	 8 767,81 	 2 318,73 	 5 304,62 	 2,74 	 4,50 	 21 467,86 	 10 562,39 	 482,37 	 50,00 	 3,68 	 341,00 		 11 550,00 	 3 272,70 	 2 911,00 	 23 825,80 	 555,82 	 2 271,86 	 11 905,71 	 18 852,70 	 1 229,74 	 4 774,83 	 626,91 	 1 326,18 	 1 166,87 	 96,02 	 974,39 	 1,57 		 977,44 						
26.10.1996	 11 840,65 	 1 397,65 	 3,56 	 36,00 	 60,04 	 96,21 	 11 912,00 	 2 564,23 	 14 950,00 	 24 077,72 	 223,50 	 215,00 	 11 119,38 	 49 866,58 	 1 064,00 	 27 186,76 	 3 737,50 	 3 246,00 	 9 832,94 	 8 767,81 	 2 318,73 	 5 304,62 	 2,74 	 4,50 	 21 467,86 	 10 562,39 	 482,37 	 50,00 	 3,68 	 341,00 		 11 550,00 	 3 272,70 	 2 911,00 	 23 825,80 	 555,82 	 2 271,86 	 11 905,71 	 18 852,70 	 1 229,74 	 4 774,83 	 626,91 	 1 326,18 	 1 166,87 	 96,02 	 974,39 	 1,57 		 977,44 						
27.10.1996	 11 840,65 	 1 397,65 	 3,56 	 36,00 	 60,04 	 96,21 	 11 912,00 	 2 564,23 	 14 950,00 	 24 077,72 	 223,50 	 215,00 	 11 119,38 	 49 866,58 	 1 064,00 	 27 186,76 	 3 737,50 	 3 246,00 	 9 832,94 	 8 767,81 	 2 318,73 	 5 304,62 	 2,74 	 4,50 	 21 467,86 	 10 562,39 	 482,37 	 50,00 	 3,68 	 341,00 		 11 550,00 	 3 272,70 	 2 911,00 	 23 825,80 	 555,82 	 2 271,86 	 11 905,71 	 18 852,70 	 1 229,74 	 4 774,83 	 626,91 	 1 326,18 	 1 166,87 	 96,02 	 974,39 	 1,57 		 977,44 						
28.10.1996	 11 840,65 	 1 397,65 	 3,56 	 36,00 	 60,04 	 96,21 	 11 912,00 	 2 564,23 	 14 950,00 	 24 077,72 	 223,50 	 215,00 	 11 119,38 	 49 866,58 	 1 064,00 	 27 186,76 	 3 737,50 	 3 246,00 	 9 832,94 	 8 767,81 	 2 318,73 	 5 304,62 	 2,74 	 4,50 	 21 467,86 	 10 562,39 	 482,37 	 50,00 	 3,68 	 341,00 		 11 550,00 	 3 272,70 	 2 911,00 	 23 825,80 	 555,82 	 2 271,86 	 11 905,71 	 18 852,70 	 1 229,74 	 4 774,83 	 626,91 	 1 326,18 	 1 166,87 	 96,02 	 974,39 	 1,57 		 977,44 						
29.10.1996	 11 840,65 	 1 397,65 	 3,56 	 36,00 	 60,04 	 96,21 	 11 912,00 	 2 564,23 	 14 950,00 	 24 077,72 	 223,50 	 215,00 	 11 119,38 	 49 866,58 	 1 064,00 	 27 186,76 	 3 737,50 	 3 246,00 	 9 832,94 	 8 767,81 	 2 318,73 	 5 304,62 	 2,74 	 4,50 	 21 467,86 	 10 562,39 	 482,37 	 50,00 	 3,68 	 341,00 		 11 550,00 	 3 272,70 	 2 911,00 	 23 825,80 	 555,82 	 2 271,86 	 11 905,71 	 18 852,70 	 1 229,74 	 4 774,83 	 626,91 	 1 326,18 	 1 166,87 	 96,02 	 974,39 	 1,57 		 977,44 						
30.10.1996	 11 850,75 	 1 410,37 	 3,60 	 36,00 	 62,43 	 96,75 	 11 912,00 	 2 583,93 	 15 000,00 	 24 350,25 	 224,55 	 215,00 	 11 149,10 	 50 083,47 	 999,00 	 27 302,51 	 3 750,00 	 3 250,00 	 9 917,36 	 8 847,99 	 2 344,92 	 5 332,76 	 2,75 	 4,45 	 21 627,30 	 10 610,45 	 485,40 	 50,00 	 3,69 	 344,00 		 11 800,00 	 3 309,72 	 2 935,25 	 24 165,76 	 560,85 	 2 285,16 	 11 971,27 	 19 001,24 	 1 234,81 	 4 815,87 	 630,38 	 1 317,87 	 1 175,50 	 96,37 	 980,94 	 1,56 		 986,88 						
31.10.1996	 11 850,75 	 1 410,37 	 3,60 	 36,00 	 62,43 	 96,75 	 11 912,00 	 2 583,93 	 15 000,00 	 24 350,25 	 224,55 	 215,00 	 11 149,10 	 50 083,47 	 999,00 	 27 302,51 	 3 750,00 	 3 250,00 	 9 917,36 	 8 847,99 	 2 344,92 	 5 332,76 	 2,75 	 4,45 	 21 627,30 	 10 610,45 	 485,40 	 50,00 	 3,69 	 344,00 		 11 800,00 	 3 309,72 	 2 935,25 	 24 165,76 	 560,85 	 2 285,16 	 11 971,27 	 19 001,24 	 1 234,81 	 4 815,87 	 630,38 	 1 317,87 	 1 175,50 	 96,37 	 980,94 	 1,56 		 986,88 						
01.11.1996	 11 883,75 	 1 409,24 	 3,61 	 36,00 	 61,88 	 96,65 	 11 912,00 	 2 583,18 	 15 000,00 	 24 494,99 	 226,04 	 215,00 	 11 194,03 	 50 100,20 	 974,00 	 27 347,31 	 3 750,00 	 3 252,00 	 9 922,60 	 8 842,78 	 2 349,18 	 5 335,61 	 2,75 	 4,42 	 21 613,49 	 10 639,05 	 481,25 	 49,00 	 3,70 	 344,00 	 11 650,00 		 3 313,16 	 2 939,45 	 24 432,00 	 557,04 	 2 287,14 	 11 944,58 	 19 037,25 	 1 239,46 	 4 813,86 	 631,95 	 1 319,03 	 11 772,60 	 96,37 	 980,71 	 1,56 		 989,61 						
02.11.1996	 11 883,75 	 1 409,24 	 3,61 	 36,00 	 61,88 	 96,65 	 11 912,00 	 2 583,18 	 15 000,00 	 24 494,99 	 226,04 	 215,00 	 11 194,03 	 50 100,20 	 974,00 	 27 347,31 	 3 750,00 	 3 252,00 	 9 922,60 	 8 842,78 	 2 349,18 	 5 335,61 	 2,75 	 4,42 	 21 613,49 	 10 639,05 	 481,25 	 49,00 	 3,70 	 344,00 	 11 650,00 		 3 313,16 	 2 939,45 	 24 432,00 	 557,04 	 2 287,14 	 11 944,58 	 19 037,25 	 1 239,46 	 4 813,86 	 631,95 	 1 319,03 	 11 772,60 	 96,37 	 980,71 	 1,56 		 989,61 						
03.11.1996	 11 883,75 	 1 409,24 	 3,61 	 36,00 	 61,88 	 96,65 	 11 912,00 	 2 583,18 	 15 000,00 	 24 494,99 	 226,04 	 215,00 	 11 194,03 	 50 100,20 	 974,00 	 27 347,31 	 3 750,00 	 3 252,00 	 9 922,60 	 8 842,78 	 2 349,18 	 5 335,61 	 2,75 	 4,42 	 21 613,49 	 10 639,05 	 481,25 	 49,00 	 3,70 	 344,00 	 11 650,00 		 3 313,16 	 2 939,45 	 24 432,00 	 557,04 	 2 287,14 	 11 944,58 	 19 037,25 	 1 239,46 	 4 813,86 	 631,95 	 1 319,03 	 11 772,60 	 96,37 	 980,71 	 1,56 		 989,61 						
04.11.1996	 11 883,75 	 1 409,24 	 3,61 	 36,00 	 61,88 	 96,65 	 11 912,00 	 2 583,18 	 15 000,00 	 24 494,99 	 226,04 	 215,00 	 11 194,03 	 50 100,20 	 974,00 	 27 347,31 	 3 750,00 	 3 252,00 	 9 922,60 	 8 842,78 	 2 349,18 	 5 335,61 	 2,75 	 4,42 	 21 613,49 	 10 639,05 	 481,25 	 49,00 	 3,70 	 344,00 	 11 650,00 		 3 313,16 	 2 939,45 	 24 432,00 	 557,04 	 2 287,14 	 11 944,58 	 19 037,25 	 1 239,46 	 4 813,86 	 631,95 	 1 319,03 	 11 772,60 	 96,37 	 980,71 	 1,56 		 989,61 						
05.11.1996	 11 883,75 	 1 409,24 	 3,61 	 36,00 	 61,88 	 96,65 	 11 912,00 	 2 583,18 	 15 000,00 	 24 494,99 	 226,04 	 215,00 	 11 194,03 	 50 100,20 	 974,00 	 27 347,31 	 3 750,00 	 3 252,00 	 9 922,60 	 8 842,78 	 2 349,18 	 5 335,61 	 2,75 	 4,42 	 21 613,49 	 10 639,05 	 481,25 	 49,00 	 3,70 	 344,00 	 11 650,00 		 3 313,16 	 2 939,45 	 24 432,00 	 557,04 	 2 287,14 	 11 944,58 	 19 037,25 	 1 239,46 	 4 813,86 	 631,95 	 1 319,03 	 11 772,60 	 96,37 	 980,71 	 1,56 		 989,61 						
06.11.1996	 11 866,17 	 1 415,60 	 3,62 	 36,00 	 60,56 	 96,98 	 11 912,00 	 2 591,70 	 15 050,00 	 24 870,89 	 226,72 	 216,00 	 11 259,91 	 50 284,00 	 976,00 	 27 513,71 	 3 762,50 	 3 262,00 	 9 959,63 	 8 882,72 	 2 372,51 	 5 355,87 	 2,75 	 4,39 	 21 765,76 	 10 690,44 	 484,25 	 50,00 	 3,72 	 313,00 	 11 900,00 		 3 316,44 	 2 942,61 	 24 883,68 	 560,50 	 2 273,55 	 11 865,34 	 19 111,23 	 1 244,21 	 4 833,01 	 631,98 	 1 322,50 	 1 182,66 	 967,20 	 982,66 	 1,55 		 991,44 						
07.11.1996	 11 866,17 	 1 415,60 	 3,62 	 36,00 	 60,56 	 96,98 	 11 912,00 	 2 591,70 	 15 050,00 	 24 870,89 	 226,72 	 216,00 	 11 259,91 	 50 284,00 	 976,00 	 27 513,71 	 3 762,50 	 3 262,00 	 9 959,63 	 8 882,72 	 2 372,51 	 5 355,87 	 2,75 	 4,39 	 21 765,76 	 10 690,44 	 484,25 	 50,00 	 3,72 	 313,00 	 11 900,00 		 3 316,44 	 2 942,61 	 24 883,68 	 560,50 	 2 273,55 	 11 865,34 	 19 111,23 	 1 244,21 	 4 833,01 	 631,98 	 1 322,50 	 1 182,66 	 967,20 	 982,66 	 1,55 		 991,44 						
08.11.1996	 11 866,17 	 1 415,60 	 3,62 	 36,00 	 60,56 	 96,98 	 11 912,00 	 2 591,70 	 15 050,00 	 24 870,89 	 226,72 	 216,00 	 11 259,91 	 50 284,00 	 976,00 	 27 513,71 	 3 762,50 	 3 262,00 	 9 959,63 	 8 882,72 	 2 372,51 	 5 355,87 	 2,75 	 4,39 	 21 765,76 	 10 690,44 	 484,25 	 50,00 	 3,72 	 313,00 	 11 900,00 		 3 316,44 	 2 942,61 	 24 883,68 	 560,50 	 2 273,55 	 11 865,34 	 19 111,23 	 1 244,21 	 4 833,01 	 631,98 	 1 322,50 	 1 182,66 	 967,20 	 982,66 	 1,55 		 991,44 						
