Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																							
Республики Беларусь, за период с 01.01.1996 по 31.12.1996																																																							
																																																							
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 украинская гривна (UAH)	1 украинский карбованец (UAK)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)	1000 азербайджанских манат (AZM)	1000 армянских драмов (AMD)	1000 ливанских фунтов (LBP)	1000 румынских лей (ROL)	1000 таджикских рублей (TJR)	10000 турецких лир (TRL)
31.03.1996	 8 993,57 	 1 100,74 	 2,50 	 28,00 	 145,38 	 79,90 	 9 126,00 	 2 004,71 	 11 500,00 	 17 992,90 	 173,17 	 176,00 	 8 439,13 	 38 435,83 	 1 013,00 	 21 124,17 	 2 875,00 	 2 536,00 	 7 740,46 	 6 918,54 	 1 781,01 	 4 438,44 	 2,36 	 3,94 	 16 810,41 	 8 156,03 	 380,96 	 41,00 	 4,10 	 316,00 		 0,07 	 2 471,26 	 2 267,57 	 17 462,74 	 421,23 	 1 723,65 	 9 583,33 	 14 374,43 	 967,48 	 37 670,30 	 475,03 	 10 786,00 	 920,55 	 72,60 	 749,48 	 1,62 		 728,03 						
01.04.1996	 8 993,57 	 1 100,74 	 2,50 	 28,00 	 145,38 	 79,90 	 9 126,00 	 2 004,71 	 11 500,00 	 17 992,90 	 173,17 	 176,00 	 8 439,13 	 38 435,83 	 1 013,00 	 21 124,17 	 2 875,00 	 2 536,00 	 7 740,46 	 6 918,54 	 1 781,01 	 4 438,44 	 2,36 	 3,94 	 16 810,41 	 8 156,03 	 380,96 	 41,00 	 4,10 	 316,00 		 0,07 	 2 471,26 	 2 267,57 	 17 462,74 	 421,23 	 1 723,65 	 9 583,33 	 14 374,43 	 967,48 	 37 670,30 	 475,03 	 10 786,00 	 920,55 	 72,60 	 749,48 	 1,62 		 728,03 						
02.04.1996	 8 993,57 	 1 100,74 	 2,50 	 28,00 	 145,38 	 79,90 	 9 126,00 	 2 004,71 	 11 500,00 	 17 992,90 	 173,17 	 176,00 	 8 439,13 	 38 435,83 	 1 013,00 	 21 124,17 	 2 875,00 	 2 536,00 	 7 740,46 	 6 918,54 	 1 781,01 	 4 438,44 	 2,36 	 3,94 	 16 810,41 	 8 156,03 	 380,96 	 41,00 	 4,10 	 316,00 		 0,07 	 2 471,26 	 2 267,57 	 17 462,74 	 421,23 	 1 723,65 	 9 583,33 	 14 374,43 	 967,48 	 37 670,30 	 475,03 	 10 786,00 	 920,55 	 72,60 	 749,48 	 1,62 		 728,03 						
03.04.1996	 9 000,48 	 1 104,28 	 2,60 	 28,00 	 145,51 	 80,06 	 9 112,00 	 2 011,40 	 11 500,00 	 18 087,19 	 173,35 	 176,00 	 8 487,71 	 38 397,33 	 1 013,00 	 21 147,48 	 2 875,00 	 2 549,00 	 7 765,02 	 6 940,25 	 1 790,30 	 4 450,81 	 2,37 	 3,95 	 16 766,29 	 8 176,32 	 381,69 	 41,00 	 3,80 	 318,00 		 0,07 	 2 483,69 	 2 277,54 	 17 541,53 	 422,81 	 1 722,30 	 9 643,61 	 14 436,52 	 970,66 	 3 778,54 	 477,44 	 1 070,51 	 923,32 	 72,65 	 752,17 	 1,61 		 732,72 						
04.04.1996	 9 000,48 	 1 104,28 	 2,60 	 28,00 	 145,51 	 80,06 	 9 112,00 	 2 011,40 	 11 500,00 	 18 087,19 	 173,35 	 176,00 	 8 487,71 	 38 397,33 	 1 013,00 	 21 147,48 	 2 875,00 	 2 549,00 	 7 765,02 	 6 940,25 	 1 790,30 	 4 450,81 	 2,37 	 3,95 	 16 766,29 	 8 176,32 	 381,69 	 41,00 	 3,80 	 318,00 		 0,07 	 2 483,69 	 2 277,54 	 17 541,53 	 422,81 	 1 722,30 	 9 643,61 	 14 436,52 	 970,66 	 3 778,54 	 477,44 	 1 070,51 	 923,32 	 72,65 	 752,17 	 1,61 		 732,72 						
05.04.1996	 9 157,01 	 1 123,87 	 2,60 	 28,00 	 147,99 	 81,31 	 9 270,00 	 2 046,49 	 11 700,00 	 18 407,60 	 176,55 	 179,00 	 8 620,05 	 39 078,16 	 1 030,00 	 21 558,87 	 2 925,00 	 2 598,00 	 7 903,27 	 7 069,49 	 1 824,16 	 4 517,72 	 2,42 	 4,03 	 17 096,27 	 8 326,81 	 388,69 	 41,00 	 3,90 	 316,00 		 0,07 	 2 526,45 	 2 320,37 	 7 903,27 	 431,10 	 1 760,83 	 9 769,54 	 14 706,90 	 987,90 	 3 846,79 	 485,92 	 1 093,30 	 943,70 	 73,93 	 767,82 	 1,64 		 749,03 						
06.04.1996	 9 157,01 	 1 123,87 	 2,60 	 28,00 	 147,99 	 81,31 	 9 270,00 	 2 046,49 	 11 700,00 	 18 407,60 	 176,55 	 179,00 	 8 620,05 	 39 078,16 	 1 030,00 	 21 558,87 	 2 925,00 	 2 598,00 	 7 903,27 	 7 069,49 	 1 824,16 	 4 517,72 	 2,42 	 4,03 	 17 096,27 	 8 326,81 	 388,69 	 41,00 	 3,90 	 316,00 		 0,07 	 2 526,45 	 2 320,37 	 7 903,27 	 431,10 	 1 760,83 	 9 769,54 	 14 706,90 	 987,90 	 3 846,79 	 485,92 	 1 093,30 	 943,70 	 73,93 	 767,82 	 1,64 		 749,03 						
07.04.1996	 9 157,01 	 1 123,87 	 2,60 	 28,00 	 147,99 	 81,31 	 9 270,00 	 2 046,49 	 11 700,00 	 18 407,60 	 176,55 	 179,00 	 8 620,05 	 39 078,16 	 1 030,00 	 21 558,87 	 2 925,00 	 2 598,00 	 7 903,27 	 7 069,49 	 1 824,16 	 4 517,72 	 2,42 	 4,03 	 17 096,27 	 8 326,81 	 388,69 	 41,00 	 3,90 	 316,00 		 0,07 	 2 526,45 	 2 320,37 	 7 903,27 	 431,10 	 1 760,83 	 9 769,54 	 14 706,90 	 987,90 	 3 846,79 	 485,92 	 1 093,30 	 943,70 	 73,93 	 767,82 	 1,64 		 749,03 						
08.04.1996	 9 157,01 	 1 123,87 	 2,60 	 28,00 	 147,99 	 81,31 	 9 270,00 	 2 046,49 	 11 700,00 	 18 407,60 	 176,55 	 179,00 	 8 620,05 	 39 078,16 	 1 030,00 	 21 558,87 	 2 925,00 	 2 598,00 	 7 903,27 	 7 069,49 	 1 824,16 	 4 517,72 	 2,42 	 4,03 	 17 096,27 	 8 326,81 	 388,69 	 41,00 	 3,90 	 316,00 		 0,07 	 2 526,45 	 2 320,37 	 7 903,27 	 431,10 	 1 760,83 	 9 769,54 	 14 706,90 	 987,90 	 3 846,79 	 485,92 	 1 093,30 	 943,70 	 73,93 	 767,82 	 1,64 		 749,03 						
09.04.1996	 9 157,01 	 1 123,87 	 2,60 	 28,00 	 147,99 	 81,31 	 9 270,00 	 2 046,49 	 11 700,00 	 18 407,60 	 176,55 	 179,00 	 8 620,05 	 39 078,16 	 1 030,00 	 21 558,87 	 2 925,00 	 2 598,00 	 7 903,27 	 7 069,49 	 1 824,16 	 4 517,72 	 2,42 	 4,03 	 17 096,27 	 8 326,81 	 388,69 	 41,00 	 3,90 	 316,00 		 0,07 	 2 526,45 	 2 320,37 	 7 903,27 	 431,10 	 1 760,83 	 9 769,54 	 14 706,90 	 987,90 	 3 846,79 	 485,92 	 1 093,30 	 943,70 	 73,93 	 767,82 	 1,64 		 749,03 						
10.04.1996	 9 358,75 	 1 140,67 	 2,70 	 29,00 	 150,47 	 82,67 	 9 459,00 	 2 077,70 	 11 900,00 	 18 755,58 	 179,57 	 182,00 	 8 773,22 	 39 746,16 	 1 048,00 	 21 875,00 	 2 975,00 	 2 640,00 	 8 021,57 	 7 183,82 	 1 852,40 	 4 585,21 	 2,42 	 4,10 	 17 351,74 	 8 459,52 	 395,19 	 42,00 	 3,90 	 321,00 		 0,06 	 2 562,45 	 2 354,24 	 18 183,21 	 437,66 	 1 780,26 	 9 947,34 	 14 951,76 	 1 003,27 	 3 905,48 	 495,54 	 1 101,39 	 960,99 	 75,22 	 779,87 	 1,65 		 760,26 						
11.04.1996	 9 358,75 	 1 140,67 	 2,70 	 29,00 	 150,47 	 82,67 	 9 459,00 	 2 077,70 	 11 900,00 	 18 755,58 	 179,57 	 182,00 	 8 773,22 	 39 746,16 	 1 048,00 	 21 875,00 	 2 975,00 	 2 640,00 	 8 021,57 	 7 183,82 	 1 852,40 	 4 585,21 	 2,42 	 4,10 	 17 351,74 	 8 459,52 	 395,19 	 42,00 	 3,90 	 321,00 		 0,06 	 2 562,45 	 2 354,24 	 18 183,21 	 437,66 	 1 780,26 	 9 947,34 	 14 951,76 	 1 003,27 	 3 905,48 	 495,54 	 1 101,39 	 960,99 	 75,22 	 779,87 	 1,65 		 760,26 						
12.04.1996	 9 551,14 	 1 146,21 	 2,70 	 29,00 	 152,36 	 83,35 	 9 618,00 	 2 087,86 	 12 100,00 	 18 885,06 	 181,33 	 184,00 	 8 926,60 	 40 293,04 	 1 056,00 	 22 112,57 	 3 025,00 	 2 643,00 	 8 059,14 	 7 210,97 	 1 863,57 	 4 626,80 	 2,43 	 4,16 	 17 624,10 	 8 592,53 	 399,35 	 43,00 	 4,00 	 327,00 		 0,06 	 2 577,54 	 2 370,69 	 18 272,20 	 441,69 	 1 798,29 	 9 931,87 	 15 059,06 	 1 008,90 	 3 923,48 	 500,27 	 1 112,39 	 961,96 	 76,49 	 784,01 	 1,66 		 769,11 						
13.04.1996	 9 551,14 	 1 146,21 	 2,70 	 29,00 	 152,36 	 83,35 	 9 618,00 	 2 087,86 	 12 100,00 	 18 885,06 	 181,33 	 184,00 	 8 926,60 	 40 293,04 	 1 056,00 	 22 112,57 	 3 025,00 	 2 643,00 	 8 059,14 	 7 210,97 	 1 863,57 	 4 626,80 	 2,43 	 4,16 	 17 624,10 	 8 592,53 	 399,35 	 43,00 	 4,00 	 327,00 		 0,06 	 2 577,54 	 2 370,69 	 18 272,20 	 441,69 	 1 798,29 	 9 931,87 	 15 059,06 	 1 008,90 	 3 923,48 	 500,27 	 1 112,39 	 961,96 	 76,49 	 784,01 	 1,66 		 769,11 						
14.04.1996	 9 551,14 	 1 146,21 	 2,70 	 29,00 	 152,36 	 83,35 	 9 618,00 	 2 087,86 	 12 100,00 	 18 885,06 	 181,33 	 184,00 	 8 926,60 	 40 293,04 	 1 056,00 	 22 112,57 	 3 025,00 	 2 643,00 	 8 059,14 	 7 210,97 	 1 863,57 	 4 626,80 	 2,43 	 4,16 	 17 624,10 	 8 592,53 	 399,35 	 43,00 	 4,00 	 327,00 		 0,06 	 2 577,54 	 2 370,69 	 18 272,20 	 441,69 	 1 798,29 	 9 931,87 	 15 059,06 	 1 008,90 	 3 923,48 	 500,27 	 1 112,39 	 961,96 	 76,49 	 784,01 	 1,66 		 769,11 						
15.04.1996	 9 551,14 	 1 146,21 	 2,70 	 29,00 	 152,36 	 83,35 	 9 618,00 	 2 087,86 	 12 100,00 	 18 885,06 	 181,33 	 184,00 	 8 926,60 	 40 293,04 	 1 056,00 	 22 112,57 	 3 025,00 	 2 643,00 	 8 059,14 	 7 210,97 	 1 863,57 	 4 626,80 	 2,43 	 4,16 	 17 624,10 	 8 592,53 	 399,35 	 43,00 	 4,00 	 327,00 		 0,06 	 2 577,54 	 2 370,69 	 18 272,20 	 441,69 	 1 798,29 	 9 931,87 	 15 059,06 	 1 008,90 	 3 923,48 	 500,27 	 1 112,39 	 961,96 	 76,49 	 784,01 	 1,66 		 769,11 						
16.04.1996	 9 551,14 	 1 146,21 	 2,70 	 29,00 	 152,36 	 83,35 	 9 618,00 	 2 087,86 	 12 100,00 	 18 885,06 	 181,33 	 184,00 	 8 926,60 	 40 293,04 	 1 056,00 	 22 112,57 	 3 025,00 	 2 643,00 	 8 059,14 	 7 210,97 	 1 863,57 	 4 626,80 	 2,43 	 4,16 	 17 624,10 	 8 592,53 	 399,35 	 43,00 	 4,00 	 327,00 		 0,06 	 2 577,54 	 2 370,69 	 18 272,20 	 441,69 	 1 798,29 	 9 931,87 	 15 059,06 	 1 008,90 	 3 923,48 	 500,27 	 1 112,39 	 961,96 	 76,49 	 784,01 	 1,66 		 769,11 						
17.04.1996	 9 576,31 	 1 147,98 	 2,70 	 29,00 	 150,59 	 83,50 	 9 666,00 	 2 091,11 	 12 160,00 	 18 957,35 	 181,36 	 185,00 	 8 958,96 	 40 506,33 	 1 052,00 	 22 230,35 	 3 040,00 	 2 653,00 	 8 072,76 	 7 220,47 	 1 870,28 	 4 637,86 	 2,43 	 4,18 	 17 584,96 	 8 625,34 	 399,84 	 43,00 	 4,00 	 329,00 		 0,07 	 2 568,11 	 2 375,70 	 18 367,75 	 441,64 	 1 799,64 	 9 918,43 	 15 090,59 	 1 008,46 	 3 930,19 	 500,72 	 1 124,00 	 967,00 	 76,89 	 786,04 	 1,66 		 772,06 						
18.04.1996	 9 576,31 	 1 147,98 	 2,70 	 29,00 	 150,59 	 83,50 	 9 666,00 	 2 091,11 	 12 160,00 	 18 957,35 	 181,36 	 185,00 	 8 958,96 	 40 506,33 	 1 052,00 	 22 230,35 	 3 040,00 	 2 653,00 	 8 072,76 	 7 220,47 	 1 870,28 	 4 637,86 	 2,43 	 4,18 	 17 584,96 	 8 625,34 	 399,84 	 43,00 	 4,00 	 329,00 		 0,07 	 2 568,11 	 2 375,70 	 18 367,75 	 441,64 	 1 799,64 	 9 918,43 	 15 090,59 	 1 008,46 	 3 930,19 	 500,72 	 1 124,00 	 967,00 	 76,89 	 786,04 	 1,66 		 772,06 						
19.04.1996	 9 584,93 	 1 149,48 	 2,70 	 30,00 	 144,64 	 83,64 	 9 697,00 	 2 094,56 	 12 200,00 	 19 047,86 	 182,06 	 186,00 	 8 985,12 	 40 666,67 	 1 051,00 	 22 291,25 	 3 050,00 	 2 663,00 	 8 090,19 	 7 229,63 	 1 873,72 	 4 643,20 	 2,46 	 4,19 	 17 663,24 	 8 663,54 	 400,37 	 43,00 	 4,00 	 331,00 		 0,07 	 2 571,13 	 2 382,35 	 18 393,94 	 441,57 	 1 806,23 	 2 382,35 	 15 124,95 	 1 013,79 	 3 935,48 	 503,49 	 1 129,63 	 969,75 	 77,17 	 788,11 	 1,66 		 773,38 						
20.04.1996	 9 584,93 	 1 149,48 	 2,70 	 30,00 	 144,64 	 83,64 	 9 697,00 	 2 094,56 	 12 200,00 	 19 047,86 	 182,06 	 186,00 	 8 985,12 	 40 666,67 	 1 051,00 	 22 291,25 	 3 050,00 	 2 663,00 	 8 090,19 	 7 229,63 	 1 873,72 	 4 643,20 	 2,46 	 4,19 	 17 663,24 	 8 663,54 	 400,37 	 43,00 	 4,00 	 331,00 		 0,07 	 2 571,13 	 2 382,35 	 18 393,94 	 441,57 	 1 806,23 	 2 382,35 	 15 124,95 	 1 013,79 	 3 935,48 	 503,49 	 1 129,63 	 969,75 	 77,17 	 788,11 	 1,66 		 773,38 						
21.04.1996	 9 584,93 	 1 149,48 	 2,70 	 30,00 	 144,64 	 83,64 	 9 697,00 	 2 094,56 	 12 200,00 	 19 047,86 	 182,06 	 186,00 	 8 985,12 	 40 666,67 	 1 051,00 	 22 291,25 	 3 050,00 	 2 663,00 	 8 090,19 	 7 229,63 	 1 873,72 	 4 643,20 	 2,46 	 4,19 	 17 663,24 	 8 663,54 	 400,37 	 43,00 	 4,00 	 331,00 		 0,07 	 2 571,13 	 2 382,35 	 18 393,94 	 441,57 	 1 806,23 	 2 382,35 	 15 124,95 	 1 013,79 	 3 935,48 	 503,49 	 1 129,63 	 969,75 	 77,17 	 788,11 	 1,66 		 773,38 						
22.04.1996	 9 584,93 	 1 149,48 	 2,70 	 30,00 	 144,64 	 83,64 	 9 697,00 	 2 094,56 	 12 200,00 	 19 047,86 	 182,06 	 186,00 	 8 985,12 	 40 666,67 	 1 051,00 	 22 291,25 	 3 050,00 	 2 663,00 	 8 090,19 	 7 229,63 	 1 873,72 	 4 643,20 	 2,46 	 4,19 	 17 663,24 	 8 663,54 	 400,37 	 43,00 	 4,00 	 331,00 		 0,07 	 2 571,13 	 2 382,35 	 18 393,94 	 441,57 	 1 806,23 	 2 382,35 	 15 124,95 	 1 013,79 	 3 935,48 	 503,49 	 1 129,63 	 969,75 	 77,17 	 788,11 	 1,66 		 773,38 						
23.04.1996	 9 584,93 	 1 149,48 	 2,70 	 30,00 	 144,64 	 83,64 	 9 697,00 	 2 094,56 	 12 200,00 	 19 047,86 	 182,06 	 186,00 	 8 985,12 	 40 666,67 	 1 051,00 	 22 291,25 	 3 050,00 	 2 663,00 	 8 090,19 	 7 229,63 	 1 873,72 	 4 643,20 	 2,46 	 4,19 	 17 663,24 	 8 663,54 	 400,37 	 43,00 	 4,00 	 331,00 		 0,07 	 2 571,13 	 2 382,35 	 18 393,94 	 441,57 	 1 806,23 	 2 382,35 	 15 124,95 	 1 013,79 	 3 935,48 	 503,49 	 1 129,63 	 969,75 	 77,17 	 788,11 	 1,66 		 773,38 						
24.04.1996	 9 584,93 	 1 149,48 	 2,70 	 30,00 	 144,64 	 83,64 	 9 697,00 	 2 094,56 	 12 200,00 	 19 047,86 	 182,06 	 186,00 	 8 985,12 	 40 666,67 	 1 051,00 	 22 291,25 	 3 050,00 	 2 663,00 	 8 090,19 	 7 229,63 	 1 873,72 	 4 643,20 	 2,46 	 4,19 	 17 663,24 	 8 663,54 	 400,37 	 43,00 	 4,00 	 331,00 		 0,07 	 2 571,13 	 2 382,35 	 18 393,94 	 441,57 	 1 806,23 	 2 382,35 	 15 124,95 	 1 013,79 	 3 935,48 	 503,49 	 1 129,63 	 969,75 	 77,17 	 788,11 	 1,66 		 773,38 						
25.04.1996	 9 584,93 	 1 149,48 	 2,70 	 30,00 	 144,64 	 83,64 	 9 697,00 	 2 094,56 	 12 200,00 	 19 047,86 	 182,06 	 186,00 	 8 985,12 	 40 666,67 	 1 051,00 	 22 291,25 	 3 050,00 	 2 663,00 	 8 090,19 	 7 229,63 	 1 873,72 	 4 643,20 	 2,46 	 4,19 	 17 663,24 	 8 663,54 	 400,37 	 43,00 	 4,00 	 331,00 		 0,07 	 2 571,13 	 2 382,35 	 18 393,94 	 441,57 	 1 806,23 	 2 382,35 	 15 124,95 	 1 013,79 	 3 935,48 	 503,49 	 1 129,63 	 969,75 	 77,17 	 788,11 	 1,66 		 773,38 						
26.04.1996	 9 656,87 	 1 144,05 	 2,80 	 30,00 	 141,89 	 83,61 	 9 792,00 	 2 088,01 	 12 290,00 	 19 176,70 	 183,27 	 187,00 	 8 999,71 	 40 939,37 	 1 050,00 	 22 196,14 	 3 072,50 	 2 694,00 	 8 046,88 	 7 192,60 	 1 875,96 	 4 641,24 	 2,46 	 4,22 	 17 798,70 	 8 728,69 	 400,10 	 43,00 	 3,80 	 336,00 		 0,06 	 2 543,46 	 2 383,86 	 18 583,71 	 443,23 	 1 819,47 	 9 958,67 	 15 155,42 	 1 005,98 	 3 916,51 	 506,30 	 11 494,60 	 971,39 	 77,78 	 787,32 	 1,65 		 791,61 						
27.04.1996	 9 656,87 	 1 144,05 	 2,80 	 30,00 	 141,89 	 83,61 	 9 792,00 	 2 088,01 	 12 290,00 	 19 176,70 	 183,27 	 187,00 	 8 999,71 	 40 939,37 	 1 050,00 	 22 196,14 	 3 072,50 	 2 694,00 	 8 046,88 	 7 192,60 	 1 875,96 	 4 641,24 	 2,46 	 4,22 	 17 798,70 	 8 728,69 	 400,10 	 43,00 	 3,80 	 336,00 		 0,06 	 2 543,46 	 2 383,86 	 18 583,71 	 443,23 	 1 819,47 	 9 958,67 	 15 155,42 	 1 005,98 	 3 916,51 	 506,30 	 11 494,60 	 971,39 	 77,78 	 787,32 	 1,65 		 791,61 						
28.04.1996	 9 656,87 	 1 144,05 	 2,80 	 30,00 	 141,89 	 83,61 	 9 792,00 	 2 088,01 	 12 290,00 	 19 176,70 	 183,27 	 187,00 	 8 999,71 	 40 939,37 	 1 050,00 	 22 196,14 	 3 072,50 	 2 694,00 	 8 046,88 	 7 192,60 	 1 875,96 	 4 641,24 	 2,46 	 4,22 	 17 798,70 	 8 728,69 	 400,10 	 43,00 	 3,80 	 336,00 		 0,06 	 2 543,46 	 2 383,86 	 18 583,71 	 443,23 	 1 819,47 	 9 958,67 	 15 155,42 	 1 005,98 	 3 916,51 	 506,30 	 11 494,60 	 971,39 	 77,78 	 787,32 	 1,65 		 791,61 						
29.04.1996	 9 656,87 	 1 144,05 	 2,80 	 30,00 	 141,89 	 83,61 	 9 792,00 	 2 088,01 	 12 290,00 	 19 176,70 	 183,27 	 187,00 	 8 999,71 	 40 939,37 	 1 050,00 	 22 196,14 	 3 072,50 	 2 694,00 	 8 046,88 	 7 192,60 	 1 875,96 	 4 641,24 	 2,46 	 4,22 	 17 798,70 	 8 728,69 	 400,10 	 43,00 	 3,80 	 336,00 		 0,06 	 2 543,46 	 2 383,86 	 18 583,71 	 443,23 	 1 819,47 	 9 958,67 	 15 155,42 	 1 005,98 	 3 916,51 	 506,30 	 11 494,60 	 971,39 	 77,78 	 787,32 	 1,65 		 791,61 						
30.04.1996	 9 656,87 	 1 144,05 	 2,80 	 30,00 	 141,89 	 83,61 	 9 792,00 	 2 088,01 	 12 290,00 	 19 176,70 	 183,27 	 187,00 	 8 999,71 	 40 939,37 	 1 050,00 	 22 196,14 	 3 072,50 	 2 694,00 	 8 046,88 	 7 192,60 	 1 875,96 	 4 641,24 	 2,46 	 4,22 	 17 798,70 	 8 728,69 	 400,10 	 43,00 	 3,80 	 336,00 		 0,06 	 2 543,46 	 2 383,86 	 18 583,71 	 443,23 	 1 819,47 	 9 958,67 	 15 155,42 	 1 005,98 	 3 916,51 	 506,30 	 11 494,60 	 971,39 	 77,78 	 787,32 	 1,65 		 791,61 						
01.05.1996	 9 656,87 	 1 144,91 	 2,80 	 30,00 	 132,86 	 83,29 	 9 769,00 	 2 088,89 	 12 290,00 	 19 172,39 	 183,62 	 186,00 	 9 029,46 	 41 035,06 	 1 054,00 	 22 196,14 	 3 072,50 	 2 695,00 	 8 053,74 	 7 196,39 	 1 872,70 	 4 626,39 	 2,46 	 4,21 	 17 748,57 	 8 746,09 	 399,61 	 43,00 	 3,80 	 336,00 		 0,07 	 2 541,83 	 2 384,09 	 18 524,72 	 442,87 	 1 812,52 	 9 938,54 	 15 122,23 	 1 007,52 	 3 918,13 	 505,73 	 1 177,20 	 968,63 	 77,78 	 785,55 	 1,64 		 785,30 						
02.05.1996	 9 656,87 	 1 144,91 	 2,80 	 30,00 	 132,86 	 83,29 	 9 769,00 	 2 088,89 	 12 290,00 	 19 172,39 	 183,62 	 186,00 	 9 029,46 	 41 035,06 	 1 054,00 	 22 196,14 	 3 072,50 	 2 695,00 	 8 053,74 	 7 196,39 	 1 872,70 	 4 626,39 	 2,46 	 4,21 	 17 748,57 	 8 746,09 	 399,61 	 43,00 	 3,80 	 336,00 		 0,07 	 2 541,83 	 2 384,09 	 18 524,72 	 442,87 	 1 812,52 	 9 938,54 	 15 122,23 	 1 007,52 	 3 918,13 	 505,73 	 1 177,20 	 968,63 	 77,78 	 785,55 	 1,64 		 785,30 						
03.05.1996	 9 811,98 	 1 145,66 	 2,80 	 30,00 	 127,23 	 83,53 	 9 825,00 	 2 090,95 	 12 360,00 	 19 188,91 	 184,01 	 187,00 	 9 098,27 	 41 186,27 	 1 060,00 	 22 513,66 	 3 090,00 	 2 697,00 	 8 059,47 	 7 207,84 	 1 876,00 	 4 639,64 	 2,48 	 4,23 	 17 965,12 	 8 784,02 	 400,67 	 44,00 	 3,90 	 336,00 		 0,07 	 2 557,58 	 2 385,87 	 18 493,03 	 444,54 	 1 810,03 	 9 908,61 	 15 143,48 	 1 006,19 	 3 919,45 	 506,20 	 1 173,73 	 969,60 	 78,25 	 785,21 	 1,64 		 790,53 						
04.05.1996	 9 811,98 	 1 145,66 	 2,80 	 30,00 	 127,23 	 83,53 	 9 825,00 	 2 090,95 	 12 360,00 	 19 188,91 	 184,01 	 187,00 	 9 098,27 	 41 186,27 	 1 060,00 	 22 513,66 	 3 090,00 	 2 697,00 	 8 059,47 	 7 207,84 	 1 876,00 	 4 639,64 	 2,48 	 4,23 	 17 965,12 	 8 784,02 	 400,67 	 44,00 	 3,90 	 336,00 		 0,07 	 2 557,58 	 2 385,87 	 18 493,03 	 444,54 	 1 810,03 	 9 908,61 	 15 143,48 	 1 006,19 	 3 919,45 	 506,20 	 1 173,73 	 969,60 	 78,25 	 785,21 	 1,64 		 790,53 						
05.05.1996	 9 811,98 	 1 145,66 	 2,80 	 30,00 	 127,23 	 83,53 	 9 825,00 	 2 090,95 	 12 360,00 	 19 188,91 	 184,01 	 187,00 	 9 098,27 	 41 186,27 	 1 060,00 	 22 513,66 	 3 090,00 	 2 697,00 	 8 059,47 	 7 207,84 	 1 876,00 	 4 639,64 	 2,48 	 4,23 	 17 965,12 	 8 784,02 	 400,67 	 44,00 	 3,90 	 336,00 		 0,07 	 2 557,58 	 2 385,87 	 18 493,03 	 444,54 	 1 810,03 	 9 908,61 	 15 143,48 	 1 006,19 	 3 919,45 	 506,20 	 1 173,73 	 969,60 	 78,25 	 785,21 	 1,64 		 790,53 						
06.05.1996	 9 811,98 	 1 145,66 	 2,80 	 30,00 	 127,23 	 83,53 	 9 825,00 	 2 090,95 	 12 360,00 	 19 188,91 	 184,01 	 187,00 	 9 098,27 	 41 186,27 	 1 060,00 	 22 513,66 	 3 090,00 	 2 697,00 	 8 059,47 	 7 207,84 	 1 876,00 	 4 639,64 	 2,48 	 4,23 	 17 965,12 	 8 784,02 	 400,67 	 44,00 	 3,90 	 336,00 		 0,07 	 2 557,58 	 2 385,87 	 18 493,03 	 444,54 	 1 810,03 	 9 908,61 	 15 143,48 	 1 006,19 	 3 919,45 	 506,20 	 1 173,73 	 969,60 	 78,25 	 785,21 	 1,64 		 790,53 						
07.05.1996	 9 811,98 	 1 145,66 	 2,80 	 30,00 	 127,23 	 83,53 	 9 825,00 	 2 090,95 	 12 360,00 	 19 188,91 	 184,01 	 187,00 	 9 098,27 	 41 186,27 	 1 060,00 	 22 513,66 	 3 090,00 	 2 697,00 	 8 059,47 	 7 207,84 	 1 876,00 	 4 639,64 	 2,48 	 4,23 	 17 965,12 	 8 784,02 	 400,67 	 44,00 	 3,90 	 336,00 		 0,07 	 2 557,58 	 2 385,87 	 18 493,03 	 444,54 	 1 810,03 	 9 908,61 	 15 143,48 	 1 006,19 	 3 919,45 	 506,20 	 1 173,73 	 969,60 	 78,25 	 785,21 	 1,64 		 790,53 						
