Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2002 по 31.12.2002																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGL)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
18.03.2002	 2,41 	 765,43 	 200,62 	 1 687,00 	 1 491,14 	 16,85 	 11,09 	 1 060,61 	 5 492,97 	 35,37 	 2 664,03 	 431,95 	 124,73 	 192,23 	 409,76 	 54,30 	 2 117,52 	 926,74 	 316,99 	 2 397,90 	 47,30 	 163,17 	 1 018,72 	 95,30 	 130,59 	 12,49 
19.03.2002	 2,41 	 762,77 	 200,05 	 1 690,00 	 1 486,35 	 16,85 	 11,11 	 1 065,88 	 5 504,62 	 35,44 	 2 660,79 	 430,58 	 124,95 	 191,37 	 411,24 	 54,32 	 2 122,91 	 925,77 	 317,56 	 2 403,43 	 47,30 	 163,29 	 1 016,21 	 95,00 	 129,35 	 12,54 
20.03.2002	 2,41 	 765,13 	 200,60 	 1 692,00 	 1 491,24 	 16,83 	 11,11 	 1 067,07 	 5 511,76 	 35,19 	 2 666,88 	 431,95 	 125,10 	 192,78 	 412,23 	 54,36 	 2 117,59 	 924,94 	 317,91 	 2 413,38 	 47,47 	 164,64 	 1 015,91 	 95,31 	 128,49 	 12,47 
21.03.2002	 2,41 	 764,46 	 200,44 	 1 695,00 	 1 490,16 	 16,86 	 11,14 	 1 071,23 	 5 517,49 	 35,26 	 2 668,66 	 431,62 	 125,32 	 193,09 	 411,61 	 54,44 	 2 125,33 	 926,81 	 318,44 	 2 409,87 	 47,54 	 165,02 	 1 017,77 	 95,23 	 128,20 	 12,51 
22.03.2002	 2,41 	 768,86 	 201,63 	 1 696,00 	 1 499,26 	 16,85 	 11,14 	 1 073,83 	 5 523,35 	 35,28 	 2 679,09 	 434,23 	 125,40 	 194,56 	 413,13 	 54,48 	 2 121,42 	 928,76 	 318,65 	 2 424,69 	 48,01 	 166,52 	 1 023,29 	 95,82 	 128,86 	 12,60 
23.03.2002	 899,30 	 765,97 	 201,01 	 1 696,00 	 1 494,35 	 16,99 	 11,14 	 1 075,26 	 5 521,19 	 35,28 	 2 674,02 	 433,08 	 125,40 	 194,02 	 412,95 	 54,50 	 2 126,73 	 926,40 	 318,65 	 2 420,28 	 48,10 	 165,87 	 1 022,18 	 95,51 	 128,06 	 12,67 
24.03.2002	 2,41 	 765,97 	 201,01 	 1 696,00 	 1 494,35 	 16,99 	 11,14 	 1 075,26 	 5 521,19 	 35,28 	 2 674,02 	 433,08 	 125,40 	 194,02 	 412,95 	 54,50 	 2 126,73 	 926,40 	 318,65 	 2 420,28 	 48,10 	 165,87 	 1 022,18 	 95,51 	 128,06 	 12,67 
25.03.2002	 2,41 	 765,97 	 201,01 	 1 696,00 	 1 494,35 	 16,99 	 11,14 	 1 075,26 	 5 521,19 	 35,28 	 2 674,02 	 433,08 	 125,40 	 194,02 	 412,95 	 54,50 	 2 126,73 	 926,40 	 318,65 	 2 420,28 	 48,10 	 165,87 	 1 022,18 	 95,51 	 128,06 	 12,67 
26.03.2002	 2,41 	 762,66 	 200,26 	 1 696,00 	 1 488,66 	 16,92 	 11,14 	 1 072,87 	 5 517,42 	 35,28 	 2 668,97 	 431,06 	 125,86 	 193,27 	 411,05 	 54,44 	 2 121,17 	 923,32 	 318,66 	 2 418,92 	 47,85 	 165,18 	 1 019,08 	 95,14 	 127,40 	 12,65 
27.03.2002	 899,72 	 764,03 	 200,50 	 1 700,00 	 1 490,31 	 17,01 	 11,16 	 1 068,95 	 5 529,71 	 35,31 	 2 674,85 	 431,66 	 126,16 	 192,97 	 411,10 	 54,60 	 2 121,97 	 922,31 	 319,40 	 2 422,75 	 47,84 	 165,15 	 1 021,02 	 95,29 	 128,06 	 12,63 
28.03.2002	 2,41 	 764,45 	 200,61 	 1 703,00 	 1 491,57 	 17,08 	 11,17 	 1 072,08 	 5 539,65 	 35,37 	 2 679,57 	 431,93 	 126,38 	 193,27 	 413,80 	 54,73 	 2 123,47 	 923,86 	 319,95 	 2 427,63 	 47,87 	 165,36 	 1 017,17 	 95,32 	 128,48 	 12,73 
29.03.2002	 907,87 	 762,53 	 200,18 	 1 707,00 	 1 487,82 	 17,08 	 11,20 	 1 071,53 	 5 551,31 	 35,46 	 2 681,64 	 430,94 	 126,68 	 193,06 	 414,77 	 54,94 	 2 131,39 	 927,09 	 320,70 	 2 428,46 	 47,77 	 165,00 	 1 014,50 	 95,09 	 128,68 	 12,71 
30.03.2002	 2,41 	 764,62 	 200,66 	 1 710,00 	 1 491,38 	 17,10 	 11,22 	 1 073,48 	 5 561,70 	 35,52 	 2 686,78 	 432,01 	 126,90 	 193,50 	 413,89 	 54,94 	 2 132,06 	 928,11 	 321,22 	 2 437,18 	 48,19 	 165,12 	 1 017,77 	 95,25 	 128,82 	 12,79 
31.03.2002	 2,41 	 764,62 	 200,66 	 1 710,00 	 1 491,38 	 17,10 	 11,22 	 1 073,48 	 5 561,70 	 35,52 	 2 686,78 	 432,01 	 126,90 	 193,50 	 413,89 	 54,94 	 2 132,06 	 928,11 	 321,22 	 2 437,18 	 48,19 	 165,12 	 1 017,77 	 95,25 	 128,82 	 12,79 
01.04.2002	 2,46 	 764,62 	 200,66 	 1 710,00 	 1 491,38 	 17,10 	 11,22 	 1 073,48 	 5 561,70 	 35,52 	 2 686,78 	 432,01 	 126,90 	 193,50 	 413,89 	 54,94 	 2 132,06 	 928,11 	 321,22 	 2 437,18 	 48,19 	 165,12 	 1 017,77 	 95,25 	 128,82 	 12,79 
02.04.2002	 2,46 	 766,75 	 201,16 	 1 711,00 	 1 495,59 	 17,14 	 11,22 	 1 071,25 	 5 566,58 	 35,54 	 2 689,62 	 433,23 	 126,98 	 194,05 	 415,44 	 54,89 	 2 133,31 	 926,37 	 321,47 	 2 442,37 	 48,44 	 165,75 	 1 021,00 	 95,55 	 128,43 	 12,67 
03.04.2002	 914,06 	 771,92 	 202,60 	 1 713,00 	 1 505,98 	 17,21 	 11,24 	 1 070,49 	 5 577,44 	 35,58 	 2 697,43 	 436,21 	 127,12 	 195,76 	 416,56 	 54,95 	 2 139,81 	 927,48 	 321,84 	 2 464,66 	 48,50 	 166,77 	 1 029,23 	 96,25 	 128,46 	 12,83 
04.04.2002	 910,08 	 772,80 	 202,91 	 1 716,00 	 1 508,36 	 17,26 	 11,23 	 1 077,69 	 5 586,21 	 35,78 	 2 702,15 	 436,89 	 127,58 	 196,69 	 419,00 	 55,01 	 2 144,59 	 930,59 	 322,25 	 2 466,06 	 49,47 	 166,43 	 1 032,09 	 96,40 	 129,23 	 12,81 
05.04.2002	 2,46 	 776,87 	 203,99 	 1 720,00 	 1 516,70 	 17,33 	 11,25 	 1 081,45 	 5 600,33 	 35,87 	 2 710,58 	 439,25 	 127,88 	 198,46 	 421,26 	 55,16 	 2 151,26 	 934,71 	 322,61 	 2 469,32 	 49,73 	 167,22 	 1 037,64 	 96,92 	 129,93 	 13,01 
06.04.2002	 2,46 	 774,94 	 203,57 	 1 722,00 	 1 513,04 	 17,32 	 11,28 	 1 080,40 	 5 604,37 	 35,91 	 2 712,02 	 438,16 	 128,03 	 197,92 	 420,26 	 55,22 	 2 156,99 	 937,91 	 322,93 	 2 469,09 	 49,28 	 167,74 	 1 032,37 	 96,77 	 130,43 	 13,13 
07.04.2002	 915,42 	 774,94 	 203,57 	 1 722,00 	 1 513,04 	 17,32 	 11,28 	 1 080,40 	 5 604,37 	 35,91 	 2 712,02 	 438,16 	 128,03 	 197,92 	 420,26 	 55,22 	 2 156,99 	 937,91 	 322,93 	 2 469,09 	 49,28 	 167,74 	 1 032,37 	 96,77 	 130,43 	 13,13 
08.04.2002	 2,46 	 774,94 	 203,57 	 1 722,00 	 1 513,04 	 17,32 	 11,28 	 1 080,40 	 5 604,37 	 35,91 	 2 712,02 	 438,16 	 128,03 	 197,92 	 420,26 	 55,22 	 2 156,99 	 937,91 	 322,93 	 2 469,09 	 49,28 	 167,74 	 1 032,37 	 96,77 	 130,43 	 13,13 
09.04.2002	 2,46 	 774,85 	 203,39 	 1 723,00 	 1 511,93 	 17,29 	 11,29 	 1 083,92 	 5 609,36 	 35,93 	 2 714,03 	 437,83 	 127,87 	 197,82 	 421,60 	 55,24 	 2 156,42 	 939,04 	 322,87 	 2 469,15 	 49,18 	 167,36 	 1 032,54 	 96,65 	 131,23 	 13,15 
10.04.2002	 2,46 	 774,79 	 203,18 	 1 725,00 	 1 510,58 	 17,40 	 11,30 	 1 081,03 	 5 616,06 	 36,04 	 2 716,32 	 437,40 	 127,97 	 197,61 	 420,84 	 55,35 	 2 159,73 	 938,70 	 323,31 	 2 469,86 	 49,41 	 166,48 	 1 029,79 	 96,52 	 131,06 	 13,12 
11.04.2002	 2,46 	 780,02 	 204,58 	 1 727,00 	 1 521,23 	 17,53 	 11,32 	 1 083,91 	 5 626,87 	 36,08 	 2 725,91 	 440,65 	 128,16 	 198,66 	 422,68 	 55,41 	 2 160,41 	 941,17 	 323,41 	 2 482,91 	 50,01 	 167,05 	 1 037,02 	 97,23 	 132,08 	 13,20 
12.04.2002	 2,46 	 780,39 	 204,46 	 1 727,00 	 1 520,62 	 17,54 	 11,32 	 1 085,79 	 5 624,58 	 36,08 	 2 724,62 	 440,45 	 128,16 	 199,43 	 422,64 	 55,36 	 2 163,63 	 940,86 	 323,41 	 2 479,37 	 50,01 	 167,50 	 1 035,00 	 97,15 	 131,14 	 13,33 
13.04.2002	 2,46 	 780,02 	 204,58 	 1 727,00 	 1 521,23 	 17,53 	 11,32 	 1 083,91 	 5 626,87 	 36,08 	 2 725,91 	 440,65 	 128,16 	 198,66 	 422,68 	 55,40 	 2 160,41 	 941,17 	 323,41 	 2 482,91 	 50,01 	 167,05 	 1 037,02 	 97,23 	 132,08 	 13,20 
14.04.2002	 916,43 	 780,02 	 204,58 	 1 727,00 	 1 521,23 	 17,53 	 11,32 	 1 083,91 	 5 626,87 	 36,08 	 2 725,91 	 440,65 	 128,16 	 198,66 	 422,68 	 55,40 	 2 160,41 	 941,17 	 323,41 	 2 482,91 	 50,01 	 167,05 	 1 037,02 	 97,23 	 132,08 	 13,20 
15.04.2002	 2,46 	 780,02 	 204,58 	 1 727,00 	 1 521,23 	 17,53 	 11,32 	 1 083,91 	 5 626,87 	 36,08 	 2 725,91 	 440,65 	 128,16 	 198,66 	 422,68 	 55,40 	 2 160,41 	 941,17 	 323,41 	 2 482,91 	 50,01 	 167,05 	 1 037,02 	 97,23 	 132,08 	 13,20 
16.04.2002	 2,46 	 781,70 	 204,69 	 1 727,00 	 1 521,83 	 17,70 	 11,32 	 1 089,62 	 5 625,04 	 36,08 	 2 725,91 	 440,83 	 128,16 	 199,76 	 425,47 	 55,44 	 2 162,77 	 940,55 	 323,94 	 2 482,48 	 50,76 	 167,45 	 1 037,74 	 97,28 	 131,17 	 13,22 
17.04.2002	 2,46 	 782,24 	 204,86 	 1 730,00 	 1 522,83 	 17,73 	 11,34 	 1 090,11 	 5 632,61 	 36,14 	 2 732,80 	 441,11 	 128,62 	 199,54 	 425,85 	 55,54 	 2 168,14 	 942,37 	 324,67 	 2 485,23 	 50,50 	 166,71 	 1 036,30 	 97,33 	 131,56 	 13,32 
18.04.2002	 928,09 	 788,89 	 206,70 	 1 732,00 	 1 536,72 	 17,87 	 11,35 	 1 095,86 	 5 645,00 	 36,18 	 2 742,68 	 445,12 	 128,77 	 201,23 	 427,41 	 55,60 	 2 170,29 	 946,71 	 325,04 	 2 501,87 	 50,56 	 167,80 	 1 045,01 	 98,22 	 132,40 	 13,29 
19.04.2002	 933,52 	 792,67 	 207,64 	 1 735,00 	 1 543,80 	 17,85 	 11,37 	 1 102,15 	 5 659,95 	 36,24 	 2 749,82 	 446,97 	 129,00 	 202,14 	 429,40 	 55,67 	 2 178,16 	 950,68 	 325,61 	 2 509,24 	 50,64 	 168,72 	 1 050,59 	 98,69 	 132,86 	 13,33 
20.04.2002	 2,46 	 793,32 	 207,98 	 1 735,00 	 1 546,06 	 17,89 	 11,37 	 1 101,97 	 5 660,69 	 36,24 	 2 752,00 	 447,72 	 129,00 	 202,55 	 430,04 	 55,66 	 2 182,97 	 951,96 	 325,61 	 2 511,76 	 50,64 	 168,46 	 1 053,05 	 98,82 	 133,14 	 13,25 
21.04.2002	 2,46 	 793,32 	 207,98 	 1 735,00 	 1 546,06 	 17,89 	 11,37 	 1 101,97 	 5 660,69 	 36,24 	 2 752,00 	 447,72 	 129,00 	 202,55 	 430,04 	 55,66 	 2 182,97 	 951,96 	 325,61 	 2 511,76 	 50,64 	 168,46 	 1 053,05 	 98,82 	 133,14 	 13,25 
22.04.2002	 936,99 	 793,32 	 207,98 	 1 735,00 	 1 546,06 	 17,89 	 11,37 	 1 101,97 	 5 660,69 	 36,24 	 2 752,00 	 447,72 	 129,00 	 202,55 	 430,04 	 55,66 	 2 182,97 	 951,96 	 325,61 	 2 511,76 	 50,64 	 168,46 	 1 053,05 	 98,82 	 133,14 	 13,25 
23.04.2002	 735,48 	 791,21 	 207,57 	 1 735,00 	 1 543,11 	 17,99 	 11,35 	 1 102,32 	 5 660,69 	 36,24 	 2 750,69 	 446,76 	 128,76 	 202,95 	 429,08 	 55,70 	 2 186,26 	 954,74 	 324,30 	 2 510,55 	 51,19 	 167,61 	 1 051,93 	 98,62 	 133,39 	 13,20 
24.04.2002	 937,68 	 789,57 	 207,21 	 1 735,00 	 1 539,55 	 18,04 	 11,36 	 1 103,90 	 5 660,69 	 36,24 	 2 748,51 	 445,88 	 129,00 	 202,38 	 429,77 	 55,70 	 2 184,24 	 954,82 	 325,61 	 2 513,67 	 51,06 	 167,53 	 1 048,59 	 98,42 	 133,56 	 13,11 
25.04.2002	 2,46 	 790,79 	 207,47 	 1 735,00 	 1 542,15 	 18,20 	 11,35 	 1 102,46 	 5 660,50 	 36,13 	 2 750,69 	 446,51 	 129,00 	 202,60 	 429,08 	 55,68 	 2 183,72 	 953,79 	 325,60 	 2 509,94 	 51,00 	 168,21 	 1 051,74 	 98,57 	 133,45 	 12,99 
26.04.2002	 943,32 	 796,71 	 208,87 	 1 735,00 	 1 552,74 	 18,40 	 11,35 	 1 107,39 	 5 664,66 	 36,13 	 2 756,81 	 449,70 	 128,76 	 203,79 	 429,83 	 55,65 	 2 186,31 	 956,71 	 325,64 	 2 517,92 	 51,18 	 168,36 	 1 059,06 	 99,23 	 134,60 	 12,82 
27.04.2002	 945,45 	 799,28 	 209,53 	 1 737,00 	 1 557,57 	 18,46 	 11,35 	 1 109,83 	 5 672,02 	 36,17 	 2 760,43 	 451,16 	 129,14 	 205,21 	 431,07 	 55,68 	 2 198,54 	 960,01 	 325,97 	 2 523,08 	 51,26 	 168,76 	 1 062,52 	 99,55 	 134,99 	 12,71 
28.04.2002	 2,46 	 799,28 	 209,53 	 1 737,00 	 1 557,57 	 18,46 	 11,35 	 1 109,83 	 5 672,02 	 36,17 	 2 760,43 	 451,16 	 129,14 	 205,21 	 431,07 	 55,68 	 2 198,54 	 960,01 	 325,97 	 2 523,08 	 51,26 	 168,76 	 1 062,52 	 99,55 	 134,99 	 12,71 
29.04.2002	 2,46 	 799,28 	 209,53 	 1 737,00 	 1 557,57 	 18,46 	 11,35 	 1 109,83 	 5 672,02 	 36,17 	 2 760,43 	 451,16 	 129,14 	 205,21 	 431,07 	 55,68 	 2 198,54 	 960,01 	 325,97 	 2 523,08 	 51,26 	 168,76 	 1 062,52 	 99,55 	 134,99 	 12,71 
30.04.2002	 2,46 	 804,76 	 211,15 	 1 737,00 	 1 570,07 	 18,55 	 11,35 	 1 110,83 	 5 681,30 	 36,17 	 2 774,10 	 454,77 	 128,91 	 207,42 	 436,05 	 55,68 	 2 198,05 	 960,57 	 326,06 	 2 539,23 	 51,69 	 169,65 	 1 072,62 	 100,30 	 135,88 	 12,98 
01.05.2002	 935,03 	 803,39 	 210,83 	 1 737,00 	 1 567,56 	 18,49 	 11,35 	 1 107,00 	 5 679,07 	 36,17 	 2 771,44 	 453,97 	 129,14 	 206,67 	 436,43 	 55,68 	 2 206,08 	 958,77 	 326,09 	 2 531,76 	 51,28 	 169,37 	 1 070,74 	 100,18 	 135,45 	 13,01 
02.05.2002	 735,48 	 803,39 	 210,83 	 1 737,00 	 1 567,56 	 18,49 	 11,35 	 1 107,00 	 5 679,07 	 36,17 	 2 771,44 	 453,97 	 129,14 	 206,67 	 436,43 	 55,68 	 2 206,08 	 958,77 	 326,09 	 2 531,76 	 51,28 	 169,37 	 1 070,74 	 100,18 	 135,45 	 13,01 
03.05.2002	 2,46 	 806,37 	 211,73 	 1 737,00 	 1 573,64 	 18,67 	 11,35 	 1 111,93 	 5 686,13 	 36,17 	 2 778,53 	 455,58 	 129,14 	 207,89 	 436,74 	 55,68 	 2 202,03 	 960,17 	 326,09 	 2 546,36 	 51,28 	 169,50 	 1 082,07 	 100,58 	 136,60 	 12,68 
04.05.2002	 2,46 	 806,50 	 211,73 	 1 737,00 	 1 573,72 	 18,79 	 11,35 	 1 112,75 	 5 684,27 	 36,17 	 2 778,09 	 455,86 	 129,14 	 208,02 	 432,09 	 55,68 	 2 203,98 	 961,29 	 326,09 	 2 542,19 	 51,28 	 169,86 	 1 080,90 	 100,63 	 136,30 	 12,76 
05.05.2002	 933,20 	 806,50 	 211,73 	 1 737,00 	 1 573,72 	 18,79 	 11,35 	 1 112,75 	 5 684,27 	 36,17 	 2 778,09 	 455,86 	 129,14 	 208,02 	 432,09 	 55,68 	 2 203,98 	 961,29 	 326,09 	 2 542,19 	 51,28 	 169,86 	 1 080,90 	 100,63 	 136,30 	 12,76 
06.05.2002	 735,24 	 806,50 	 211,73 	 1 737,00 	 1 573,72 	 18,79 	 11,35 	 1 112,75 	 5 684,27 	 36,17 	 2 778,09 	 455,86 	 129,14 	 208,02 	 432,09 	 55,68 	 2 203,98 	 961,29 	 326,09 	 2 542,19 	 51,28 	 169,86 	 1 080,90 	 100,63 	 136,30 	 12,76 
07.05.2002	 2,46 	 815,52 	 214,06 	 1 740,00 	 1 591,32 	 19,02 	 11,37 	 1 112,89 	 5 700,81 	 36,24 	 2 791,37 	 460,76 	 129,37 	 209,93 	 437,38 	 55,77 	 2 211,37 	 964,10 	 326,65 	 2 554,58 	 51,36 	 171,42 	 1 092,45 	 101,68 	 136,72 	 12,65 
08.05.2002	 735,24 	 814,51 	 213,79 	 1 740,00 	 1 589,40 	 19,21 	 11,37 	 1 108,63 	 5 698,19 	 36,24 	 2 787,79 	 460,15 	 129,37 	 208,45 	 439,87 	 55,78 	 2 217,46 	 962,68 	 326,65 	 2 550,14 	 51,36 	 169,56 	 1 090,81 	 101,59 	 135,83 	 12,67 
09.05.2002	 945,73 	 812,42 	 213,25 	 1 742,00 	 1 585,31 	 19,05 	 11,39 	 1 112,96 	 5 707,73 	 36,28 	 2 787,87 	 459,30 	 129,28 	 208,55 	 437,06 	 55,81 	 2 220,70 	 963,10 	 327,14 	 2 547,07 	 52,16 	 169,88 	 1 089,12 	 101,31 	 135,69 	 12,66 
10.05.2002	 735,24 	 812,42 	 213,25 	 1 742,00 	 1 585,31 	 19,05 	 11,39 	 1 112,96 	 5 707,73 	 36,28 	 2 787,87 	 459,30 	 129,28 	 208,55 	 437,06 	 55,81 	 2 220,70 	 963,10 	 327,14 	 2 547,07 	 52,16 	 169,88 	 1 089,12 	 101,31 	 135,69 	 12,66 
11.05.2002	 2,46 	 812,42 	 213,25 	 1 742,00 	 1 585,31 	 19,05 	 11,39 	 1 112,96 	 5 707,73 	 36,28 	 2 787,87 	 459,30 	 129,28 	 208,55 	 437,06 	 55,81 	 2 220,70 	 963,10 	 327,14 	 2 547,07 	 52,16 	 169,88 	 1 089,12 	 101,31 	 135,69 	 12,66 
12.05.2002	 735,24 	 812,42 	 213,25 	 1 742,00 	 1 585,31 	 19,05 	 11,39 	 1 112,96 	 5 707,73 	 36,28 	 2 787,87 	 459,30 	 129,28 	 208,55 	 437,06 	 55,81 	 2 220,70 	 963,10 	 327,14 	 2 547,07 	 52,16 	 169,88 	 1 089,12 	 101,31 	 135,69 	 12,66 
13.05.2002	 2,46 	 812,42 	 213,25 	 1 742,00 	 1 585,31 	 19,05 	 11,39 	 1 112,96 	 5 707,73 	 36,28 	 2 787,87 	 459,30 	 129,28 	 208,55 	 437,06 	 55,81 	 2 220,70 	 963,10 	 327,14 	 2 547,07 	 52,16 	 169,88 	 1 089,12 	 101,31 	 135,69 	 12,66 
14.05.2002	 735,24 	 817,09 	 214,46 	 1 742,00 	 1 594,80 	 19,08 	 11,39 	 1 118,93 	 5 704,74 	 36,28 	 2 796,82 	 461,79 	 129,32 	 211,26 	 433,60 	 55,75 	 2 219,36 	 965,66 	 326,98 	 2 550,38 	 52,04 	 170,55 	 1 096,42 	 101,92 	 136,64 	 12,60 
15.05.2002	 2,46 	 817,09 	 214,46 	 1 742,00 	 1 594,80 	 19,08 	 11,39 	 1 118,93 	 5 704,74 	 36,28 	 2 796,82 	 461,79 	 129,32 	 211,26 	 433,60 	 55,75 	 2 219,36 	 965,66 	 326,98 	 2 550,38 	 52,04 	 170,55 	 1 096,42 	 101,92 	 136,64 	 12,60 
16.05.2002	 735,24 	 806,78 	 211,52 	 1 742,00 	 1 572,50 	 19,04 	 11,39 	 1 117,06 	 5 694,67 	 36,28 	 2 780,30 	 455,60 	 129,28 	 208,79 	 428,69 	 55,75 	 2 211,70 	 964,32 	 326,94 	 2 523,03 	 51,52 	 170,88 	 1 080,85 	 100,48 	 135,94 	 12,50 
17.05.2002	 2,46 	 814,60 	 213,72 	 1 745,00 	 1 589,61 	 19,04 	 11,41 	 1 119,92 	 5 712,32 	 36,34 	 2 793,56 	 460,40 	 129,26 	 210,91 	 426,00 	 55,83 	 2 212,26 	 967,83 	 327,45 	 2 543,25 	 52,35 	 172,34 	 1 091,10 	 101,61 	 136,73 	 12,51 
18.05.2002	 735,24 	 817,64 	 214,66 	 1 745,00 	 1 596,33 	 19,11 	 11,41 	 1 124,39 	 5 715,41 	 36,34 	 2 796,25 	 462,46 	 129,26 	 211,63 	 423,54 	 55,83 	 2 220,55 	 971,90 	 327,32 	 2 543,08 	 52,45 	 173,59 	 1 096,31 	 102,03 	 137,12 	 12,42 
19.05.2002	 2,46 	 817,64 	 214,66 	 1 745,00 	 1 596,33 	 19,11 	 11,41 	 1 124,39 	 5 715,41 	 36,34 	 2 796,25 	 462,46 	 129,26 	 211,63 	 423,54 	 55,83 	 2 220,55 	 971,90 	 327,32 	 2 543,08 	 52,45 	 173,59 	 1 096,31 	 102,03 	 137,12 	 12,42 
20.05.2002	 735,24 	 817,64 	 214,66 	 1 745,00 	 1 596,33 	 19,11 	 11,41 	 1 124,39 	 5 715,41 	 36,34 	 2 796,25 	 462,46 	 129,26 	 211,63 	 423,54 	 55,83 	 2 220,55 	 971,90 	 327,32 	 2 543,08 	 52,45 	 173,59 	 1 096,31 	 102,03 	 137,12 	 12,42 
21.05.2002	 2,46 	 824,69 	 216,57 	 1 750,00 	 1 610,70 	 19,12 	 11,45 	 1 134,26 	 5 738,27 	 36,44 	 2 813,28 	 466,55 	 129,63 	 213,26 	 427,09 	 55,99 	 2 232,74 	 975,45 	 328,39 	 2 555,26 	 52,65 	 174,83 	 1 108,58 	 102,93 	 139,34 	 12,22 
22.05.2002	 735,24 	 826,36 	 216,98 	 1 753,00 	 1 613,99 	 19,16 	 11,46 	 1 138,42 	 5 748,67 	 36,51 	 2 815,84 	 467,55 	 129,85 	 214,15 	 427,56 	 56,09 	 2 243,79 	 978,10 	 328,89 	 2 555,09 	 52,49 	 175,96 	 1 110,90 	 103,14 	 139,94 	 12,33 
23.05.2002	 2,46 	 831,99 	 218,53 	 1 756,00 	 1 625,62 	 18,96 	 11,48 	 1 140,85 	 5 763,61 	 36,57 	 2 827,47 	 470,82 	 130,07 	 216,34 	 429,54 	 56,16 	 2 247,49 	 979,45 	 329,39 	 2 565,08 	 52,58 	 177,20 	 1 119,22 	 103,85 	 141,08 	 12,45 
24.05.2002	 735,24 	 831,58 	 218,30 	 1 758,00 	 1 623,95 	 18,93 	 11,50 	 1 143,94 	 5 767,72 	 36,61 	 2 827,96 	 470,43 	 130,22 	 216,75 	 429,23 	 56,21 	 2 257,92 	 977,67 	 329,88 	 2 565,80 	 53,04 	 177,94 	 1 117,36 	 103,78 	 140,93 	 12,39 
25.05.2002	 2,46 	 828,57 	 217,54 	 1 762,00 	 1 617,96 	 19,04 	 11,52 	 1 144,75 	 5 776,67 	 36,69 	 2 829,39 	 468,37 	 130,62 	 217,12 	 430,28 	 56,32 	 2 259,31 	 979,41 	 330,62 	 2 560,10 	 52,93 	 177,81 	 1 110,52 	 103,43 	 140,84 	 12,49 
26.05.2002	 735,24 	 828,57 	 217,54 	 1 762,00 	 1 617,96 	 19,04 	 11,52 	 1 144,75 	 5 776,67 	 36,69 	 2 829,39 	 468,37 	 130,62 	 217,12 	 430,28 	 56,32 	 2 259,31 	 979,41 	 330,62 	 2 560,10 	 52,93 	 177,81 	 1 110,52 	 103,43 	 140,84 	 12,49 
27.05.2002	 975,88 	 828,57 	 217,54 	 1 762,00 	 1 617,96 	 19,04 	 11,52 	 1 144,75 	 5 776,67 	 36,69 	 2 829,39 	 468,37 	 130,62 	 217,12 	 430,28 	 56,32 	 2 259,31 	 979,41 	 330,62 	 2 560,10 	 52,93 	 177,81 	 1 110,52 	 103,43 	 140,84 	 12,49 
28.05.2002	 735,24 	 829,61 	 217,80 	 1 762,00 	 1 619,72 	 19,10 	 11,52 	 1 147,62 	 5 776,48 	 36,69 	 2 830,98 	 469,14 	 129,56 	 217,73 	 431,68 	 56,32 	 2 254,36 	 979,90 	 330,55 	 2 564,59 	 52,85 	 177,18 	 1 110,17 	 103,52 	 140,89 	 12,54 
29.05.2002	 2,46 	 835,80 	 219,46 	 1 765,00 	 1 632,71 	 19,07 	 11,53 	 1 148,75 	 5 790,49 	 36,76 	 2 836,94 	 472,82 	 129,78 	 220,48 	 435,03 	 56,38 	 2 258,19 	 983,59 	 330,95 	 2 574,25 	 53,47 	 178,87 	 1 117,41 	 104,30 	 141,59 	 12,61 
30.05.2002	 735,24 	 841,57 	 221,05 	 1 767,00 	 1 644,02 	 19,09 	 11,54 	 1 154,26 	 5 800,67 	 36,80 	 2 843,35 	 476,19 	 129,83 	 222,08 	 435,70 	 56,44 	 2 268,42 	 986,13 	 331,52 	 2 581,23 	 53,81 	 179,47 	 1 122,83 	 105,07 	 142,08 	 12,48 
31.05.2002	 996,48 	 848,89 	 222,80 	 1 769,00 	 1 656,14 	 19,26 	 11,55 	 1 151,13 	 5 811,62 	 36,84 	 2 854,38 	 480,24 	 129,93 	 222,88 	 439,72 	 56,50 	 2 275,16 	 989,37 	 331,90 	 2 593,00 	 54,15 	 181,84 	 1 129,05 	 105,85 	 142,58 	 12,50 
