Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2002 по 31.12.2002																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGL)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
15.12.2002	 0,39 		 264,12 	 1 913,00 	 1 962,36 	 23,09 	 12,29 	 1 231,41 	 6 362,25 	 41,41 	 3 228,42 	 568,11 	 136,89 	 267,41 	 492,37 	 59,98 	 2 553,87 	 1 094,39 	 358,58 	 3 039,47 	 62,89 	 214,97 	 1 328,70 	 125,36 	 157,27 	 12,25 
16.12.2002	 529,35 		 264,12 	 1 913,00 	 1 962,36 	 23,09 	 12,29 	 1 231,41 	 6 362,25 	 41,41 	 3 228,42 	 568,11 	 136,89 	 267,41 	 492,37 	 59,98 	 2 553,87 	 1 094,39 	 358,58 	 3 039,47 	 62,89 	 214,97 	 1 328,70 	 125,36 	 157,27 	 12,25 
17.12.2002	 1 002,46 		 263,30 	 1 914,00 	 1 955,25 	 23,09 	 12,29 	 1 228,81 	 6 366,63 	 41,43 	 3 227,93 	 566,36 	 136,96 	 267,25 	 493,51 	 60,09 	 2 567,63 	 1 095,91 	 358,81 	 3 038,57 	 62,66 	 214,30 	 1 323,83 	 124,96 	 158,33 	 12,39 
18.12.2002	 529,35 		 266,07 	 1 915,00 	 1 975,71 	 23,26 	 12,30 	 1 228,04 	 6 376,96 	 41,45 	 3 242,74 	 572,40 	 136,98 	 271,06 	 494,23 	 60,11 	 2 570,54 	 1 097,99 	 358,98 	 3 060,55 	 63,09 	 217,37 	 1 340,52 	 126,23 	 158,86 	 12,28 
19.12.2002	 0,39 		 264,84 	 1 916,00 	 1 966,39 	 23,21 	 12,34 	 1 235,73 	 6 377,10 	 41,47 	 3 236,21 	 569,66 	 137,15 	 268,42 	 491,47 	 60,14 	 2 582,00 	 1 097,62 	 358,99 	 3 062,25 	 62,94 	 216,20 	 1 339,53 	 125,66 	 158,39 	 11,94 
20.12.2002	 529,35 		 265,04 	 1 917,00 	 1 968,09 	 23,17 	 12,35 	 1 233,31 	 6 382,98 	 41,50 	 3 239,54 	 570,07 	 137,22 	 269,40 	 492,87 	 60,18 	 2 576,85 	 1 097,53 	 357,98 	 3 074,96 	 62,84 	 216,46 	 1 345,31 	 125,71 	 158,52 	 11,81 
21.12.2002	 0,39 		 264,99 	 1 918,00 	 1 967,58 	 23,20 	 12,35 	 1 237,66 	 6 386,52 	 41,52 	 3 246,72 	 569,83 	 137,29 	 269,73 	 494,17 	 60,23 	 2 584,06 	 1 099,14 	 358,50 	 3 075,70 	 63,01 	 215,94 	 1 346,11 	 125,73 	 158,95 	 11,77 
22.12.2002	 529,35 		 264,99 	 1 918,00 	 1 967,58 	 23,20 	 12,35 	 1 237,66 	 6 386,52 	 41,52 	 3 246,72 	 569,83 	 137,29 	 269,73 	 494,17 	 60,23 	 2 584,06 	 1 099,14 	 358,50 	 3 075,70 	 63,01 	 215,94 	 1 346,11 	 125,73 	 158,95 	 11,77 
23.12.2002	 2,07 		 264,99 	 1 918,00 	 1 967,58 	 23,20 	 12,35 	 1 237,66 	 6 386,52 	 41,52 	 3 246,72 	 569,83 	 137,29 	 269,73 	 494,17 	 60,23 	 2 584,06 	 1 099,14 	 358,50 	 3 075,70 	 63,01 	 215,94 	 1 346,11 	 125,73 	 158,95 	 11,77 
24.12.2002	 2,07 		 266,46 	 1 919,00 	 1 978,78 	 23,20 	 12,34 	 1 238,38 	 6 392,83 	 41,54 	 3 264,44 	 573,20 	 137,71 	 271,32 	 496,53 	 60,35 	 2 585,41 	 1 103,00 	 359,63 	 3 078,36 	 63,13 	 216,47 	 1 354,37 	 126,50 	 160,04 	 11,62 
25.12.2002	 0,39 		 265,44 	 1 919,00 	 1 971,39 	 23,29 	 12,33 	 1 236,55 	 6 387,72 	 41,54 	 3 259,45 	 571,02 	 137,71 	 270,77 	 495,74 	 60,36 	 2 586,83 	 1 102,62 	 359,70 	 3 055,43 	 62,99 	 216,23 	 1 355,42 	 125,99 	 159,48 	 11,46 
26.12.2002	 1 080,68 		 265,44 	 1 919,00 	 1 971,39 	 23,29 	 12,33 	 1 236,55 	 6 387,72 	 41,54 	 3 259,45 	 571,02 	 137,71 	 270,77 	 495,74 	 60,36 	 2 586,83 	 1 102,62 	 359,70 	 3 055,43 	 62,99 	 216,23 	 1 355,42 	 125,99 	 159,48 	 11,46 
27.12.2002	 1 019,24 		 267,80 	 1 920,00 	 1 988,83 	 23,42 	 12,33 	 1 240,15 	 6 398,08 	 41,56 	 3 267,25 	 576,11 	 138,40 	 273,86 	 497,41 	 60,39 	 2 588,18 	 1 104,40 	 359,82 	 3 068,26 	 63,54 	 217,56 	 1 369,23 	 127,13 	 159,89 	 11,72 
28.12.2002	 2,07 		 268,41 	 1 920,00 	 1 993,63 	 23,46 	 12,33 	 1 230,69 	 6 392,12 	 41,56 	 3 271,15 	 577,50 	 138,13 	 273,41 	 498,47 	 60,41 	 2 585,53 	 1 103,51 	 359,85 	 3 074,98 	 63,60 	 218,14 	 1 370,69 	 127,40 	 159,95 	 11,51 
29.12.2002	 0,39 		 268,41 	 1 920,00 	 1 993,63 	 23,46 	 12,33 	 1 230,69 	 6 392,12 	 41,56 	 3 271,15 	 577,50 	 138,13 	 273,41 	 498,47 	 60,41 	 2 585,53 	 1 103,51 	 359,85 	 3 074,98 	 63,60 	 218,14 	 1 370,69 	 127,40 	 159,95 	 11,51 
30.12.2002	 1 084,13 		 268,41 	 1 920,00 	 1 993,63 	 23,46 	 12,33 	 1 230,69 	 6 392,12 	 41,56 	 3 271,15 	 577,50 	 138,13 	 273,41 	 498,47 	 60,41 	 2 585,53 	 1 103,51 	 359,85 	 3 074,98 	 63,60 	 218,14 	 1 370,69 	 127,40 	 159,95 	 11,51 
31.12.2002	 1 020,71 		 268,41 	 1 920,00 	 1 993,63 	 23,46 	 12,33 	 1 230,69 	 6 392,12 	 41,56 	 3 271,15 	 577,50 	 138,13 	 273,41 	 498,47 	 60,41 	 2 585,53 	 1 103,51 	 359,85 	 3 074,98 	 63,60 	 218,14 	 1 370,69 	 127,40 	 159,95 	 11,51 
