Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																											
Республики Беларусь ежедневно, за период с 01.01.2009 по 31.12.2009																											
																											
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
07.06.2009	 2 250,80 	 2 025,77 	 366,27 	 531,94 	 2 791,00 	 3 964,89 	 874,58 	 22,80 	 2 533,59 	 408,44 	 253,23 	 9 709,51 	 5 584,79 	 1 147,38 	 249,75 	 1 811,16 	 443,15 	 90,94 	 4 329,96 	 1 931,96 	 64,52 	 18,56 	 4 477,46 	 146,72 	 363,62 	 2 609,39 	 288,71 
08.06.2009	 2 250,80 	 2 025,77 	 366,27 	 531,94 	 2 791,00 	 3 964,89 	 874,58 	 22,80 	 2 533,59 	 408,44 	 253,23 	 9 709,51 	 5 584,79 	 1 147,38 	 249,75 	 1 811,16 	 443,15 	 90,94 	 4 329,96 	 1 931,96 	 64,52 	 18,56 	 4 477,46 	 146,72 	 363,62 	 2 609,39 	 288,71 
09.06.2009	 2 208,06 	 1 994,54 	 366,75 	 523,88 	 2 813,00 	 3 908,38 	 859,15 	 22,34 	 2 498,89 	 411,41 	 249,31 	 9 750,10 	 5 510,28 	 1 129,79 	 251,95 	 1 803,78 	 432,91 	 90,52 	 4 355,85 	 1 925,46 	 65,03 	 18,70 	 4 454,81 	 144,48 	 356,45 	 2 565,44 	 285,12 
10.06.2009	 2 244,02 	 2 016,18 	 371,49 	 529,56 	 2 828,00 	 3 945,06 	 873,23 	 22,28 	 2 544,65 	 413,74 	 251,99 	 9 792,24 	 5 610,55 	 1 141,96 	 253,41 	 1 819,23 	 441,43 	 90,46 	 4 322,71 	 1 937,19 	 65,20 	 18,93 	 4 564,11 	 146,67 	 363,31 	 2 599,74 	 288,20 
11.06.2009	 2 289,13 	 2 036,17 	 370,57 	 534,86 	 2 820,00 	 3 975,07 	 892,93 	 22,23 	 2 567,96 	 412,72 	 254,56 	 9 804,77 	 5 692,94 	 1 153,52 	 252,69 	 1 832,00 	 450,27 	 91,18 	 4 324,33 	 1 950,01 	 65,02 	 18,76 	 4 631,99 	 149,25 	 370,54 	 2 624,97 	 288,86 
12.06.2009	 2 289,02 	 2 022,90 	 371,00 	 531,31 	 2 827,00 	 3 955,82 	 883,78 	 21,98 	 2 560,11 	 413,59 	 252,86 	 9 822,45 	 5 660,79 	 1 145,83 	 253,20 	 1 826,82 	 443,89 	 91,45 	 4 366,41 	 1 946,30 	 65,18 	 18,80 	 4 632,75 	 147,64 	 367,32 	 2 616,50 	 288,99 
13.06.2009	 2 295,45 	 2 029,72 	 369,97 	 533,14 	 2 821,00 	 3 968,02 	 889,62 	 22,05 	 2 542,01 	 412,79 	 253,70 	 9 793,10 	 5 689,79 	 1 149,74 	 252,10 	 1 839,28 	 446,24 	 91,45 	 4 350,29 	 1 945,58 	 65,04 	 18,76 	 4 658,18 	 149,07 	 370,05 	 2 628,10 	 287,96 
14.06.2009	 2 295,45 	 2 029,72 	 369,97 	 533,14 	 2 821,00 	 3 968,02 	 889,62 	 22,05 	 2 542,01 	 412,79 	 253,70 	 9 793,10 	 5 689,79 	 1 149,74 	 252,10 	 1 839,28 	 446,24 	 91,45 	 4 350,29 	 1 945,58 	 65,04 	 18,76 	 4 658,18 	 149,07 	 370,05 	 2 628,10 	 287,96 
15.06.2009	 2 295,45 	 2 029,72 	 369,97 	 533,14 	 2 821,00 	 3 968,02 	 889,62 	 22,05 	 2 542,01 	 412,79 	 253,70 	 9 793,10 	 5 689,79 	 1 149,74 	 252,10 	 1 839,28 	 446,24 	 91,45 	 4 350,29 	 1 945,58 	 65,04 	 18,76 	 4 658,18 	 149,07 	 370,05 	 2 628,10 	 287,96 
16.06.2009	 2 279,80 	 2 017,96 	 372,61 	 530,04 	 2 843,00 	 3 946,08 	 876,74 	 22,19 	 2 517,15 	 415,71 	 252,24 	 9 847,59 	 5 618,02 	 1 143,03 	 254,86 	 1 835,56 	 443,04 	 91,25 	 4 388,28 	 1 952,14 	 65,51 	 18,93 	 4 648,59 	 147,34 	 363,75 	 2 610,41 	 289,26 
17.06.2009	 2 273,07 	 2 020,85 	 372,71 	 530,82 	 2 849,00 	 3 949,85 	 870,85 	 22,37 	 2 525,26 	 416,91 	 252,63 	 9 898,89 	 5 643,26 	 1 144,77 	 255,40 	 1 841,75 	 443,77 	 90,97 	 4 374,21 	 1 955,45 	 65,64 	 18,96 	 4 677,49 	 147,25 	 364,39 	 2 621,94 	 295,26 
18.06.2009	 2 261,21 	 2 017,19 	 369,31 	 529,95 	 2 840,00 	 3 950,44 	 874,34 	 22,22 	 2 509,28 	 415,36 	 252,17 	 9 856,49 	 5 642,20 	 1 142,70 	 254,48 	 1 832,26 	 444,28 	 91,23 	 4 371,36 	 1 949,88 	 65,44 	 18,90 	 4 649,22 	 147,60 	 363,85 	 2 613,54 	 294,94 
19.06.2009	 2 255,90 	 2 020,16 	 370,72 	 530,63 	 2 836,00 	 3 960,47 	 870,57 	 22,24 	 2 502,76 	 414,88 	 252,50 	 9 855,61 	 5 656,73 	 1 144,56 	 254,01 	 1 815,16 	 444,35 	 91,19 	 4 359,98 	 1 950,82 	 65,35 	 18,86 	 4 641,40 	 148,16 	 358,78 	 2 625,80 	 296,05 
20.06.2009	 2 289,51 	 2 019,78 	 372,82 	 530,76 	 2 839,00 	 3 957,28 	 873,66 	 22,16 	 2 515,84 	 415,28 	 252,51 	 9 850,80 	 5 668,93 	 1 143,61 	 254,05 	 1 823,67 	 444,04 	 91,13 	 4 377,14 	 1 949,93 	 65,41 	 18,89 	 4 665,33 	 149,74 	 359,26 	 2 613,10 	 292,47 
21.06.2009	 2 289,51 	 2 019,78 	 372,82 	 530,76 	 2 839,00 	 3 957,28 	 873,66 	 22,16 	 2 515,84 	 415,28 	 252,51 	 9 850,80 	 5 668,93 	 1 143,61 	 254,05 	 1 823,67 	 444,04 	 91,13 	 4 377,14 	 1 949,93 	 65,41 	 18,89 	 4 665,33 	 149,74 	 359,26 	 2 613,10 	 292,47 
22.06.2009	 2 289,51 	 2 019,78 	 372,82 	 530,76 	 2 839,00 	 3 957,28 	 873,66 	 22,16 	 2 515,84 	 415,28 	 252,51 	 9 850,80 	 5 668,93 	 1 143,61 	 254,05 	 1 823,67 	 444,04 	 91,13 	 4 377,14 	 1 949,93 	 65,41 	 18,89 	 4 665,33 	 149,74 	 359,26 	 2 613,10 	 292,47 
23.06.2009	 2 274,18 	 2 020,22 	 371,67 	 530,79 	 2 847,00 	 3 947,37 	 879,15 	 22,09 	 2 498,03 	 416,51 	 252,54 	 9 887,30 	 5 668,49 	 1 144,43 	 254,20 	 1 836,71 	 443,07 	 91,13 	 4 388,99 	 1 954,15 	 65,69 	 18,92 	 4 678,48 	 151,47 	 358,21 	 2 622,03 	 296,22 
24.06.2009	 2 235,11 	 2 029,29 	 374,20 	 533,12 	 2 854,00 	 3 966,77 	 872,58 	 22,11 	 2 473,57 	 417,53 	 253,66 	 9 905,77 	 5 696,04 	 1 149,46 	 255,05 	 1 808,16 	 435,59 	 90,38 	 4 393,65 	 1 956,34 	 65,85 	 18,97 	 4 649,31 	 152,03 	 357,15 	 2 639,54 	 299,76 
25.06.2009	 2 259,34 	 2 039,24 	 369,54 	 535,79 	 2 827,00 	 3 987,77 	 878,36 	 22,23 	 2 470,18 	 413,68 	 254,89 	 9 849,14 	 5 716,89 	 1 155,06 	 251,85 	 1 805,24 	 438,71 	 90,79 	 4 365,03 	 1 944,16 	 65,23 	 18,78 	 4 676,99 	 152,19 	 360,07 	 2 653,84 	 296,56 
26.06.2009	 2 270,58 	 2 027,85 	 369,31 	 532,69 	 2 840,00 	 3 958,96 	 878,01 	 22,18 	 2 461,22 	 415,57 	 253,49 	 9 870,54 	 5 686,25 	 1 148,68 	 253,80 	 1 828,72 	 439,13 	 91,01 	 4 407,71 	 1 949,75 	 65,53 	 18,87 	 4 640,28 	 152,02 	 359,88 	 2 596,57 	 294,51 
27.06.2009	 2 278,72 	 2 030,86 	 369,09 	 533,40 	 2 830,00 	 3 975,87 	 883,64 	 22,22 	 2 458,41 	 414,07 	 253,84 	 9 838,35 	 5 690,16 	 1 150,13 	 251,67 	 1 831,48 	 438,03 	 90,94 	 4 360,83 	 1 944,75 	 65,30 	 18,81 	 4 662,71 	 153,07 	 359,29 	 2 594,19 	 294,91 
28.06.2009	 2 278,72 	 2 030,86 	 369,09 	 533,40 	 2 830,00 	 3 975,87 	 883,64 	 22,22 	 2 458,41 	 414,07 	 253,84 	 9 838,35 	 5 690,16 	 1 150,13 	 251,67 	 1 831,48 	 438,03 	 90,94 	 4 360,83 	 1 944,75 	 65,30 	 18,81 	 4 662,71 	 153,07 	 359,29 	 2 594,19 	 294,91 
29.06.2009	 2 278,72 	 2 030,86 	 369,09 	 533,40 	 2 830,00 	 3 975,87 	 883,64 	 22,22 	 2 458,41 	 414,07 	 253,84 	 9 838,35 	 5 690,16 	 1 150,13 	 251,67 	 1 831,48 	 438,03 	 90,94 	 4 360,83 	 1 944,75 	 65,30 	 18,81 	 4 662,71 	 153,07 	 359,29 	 2 594,19 	 294,91 
30.06.2009	 2 276,83 	 2 033,76 	 369,40 	 534,14 	 2 837,00 	 3 978,61 	 887,35 	 22,20 	 2 454,58 	 415,16 	 254,23 	 9 870,40 	 5 684,23 	 1 151,43 	 252,07 	 1 846,52 	 436,68 	 90,67 	 4 400,24 	 1 948,69 	 65,46 	 18,86 	 4 687,29 	 153,14 	 363,85 	 2 606,22 	 296,94 
01.07.2009	 2 295,03 	 2 038,31 	 369,28 	 535,32 	 2 825,00 	 3 984,66 	 892,08 	 22,15 	 2 449,17 	 413,58 	 254,78 	 9 840,98 	 5 673,83 	 1 154,52 	 251,00 	 1 840,69 	 441,50 	 91,02 	 4 379,63 	 1 952,85 	 65,18 	 18,77 	 4 711,25 	 153,63 	 367,91 	 2 615,50 	 295,72 
02.07.2009	 2 284,05 	 2 036,84 	 364,58 	 535,02 	 2 831,00 	 3 986,05 	 902,47 	 22,24 	 2 442,94 	 414,28 	 254,57 	 9 845,93 	 5 667,67 	 1 153,06 	 251,87 	 1 843,70 	 442,57 	 90,77 	 4 394,36 	 1 955,58 	 65,41 	 18,83 	 4 655,58 	 154,10 	 370,22 	 2 612,71 	 292,47 
03.07.2009	 2 269,33 	 2 038,12 	 370,64 	 535,37 	 2 828,00 	 3 983,24 	 913,75 	 22,35 	 2 457,85 	 413,92 	 254,77 	 9 844,57 	 5 681,57 	 1 154,64 	 251,71 	 1 851,33 	 444,70 	 90,86 	 4 374,41 	 1 950,21 	 65,34 	 18,81 	 4 625,48 	 155,16 	 368,15 	 2 616,46 	 292,48 
04.07.2009	 2 269,33 	 2 038,12 	 370,64 	 535,37 	 2 828,00 	 3 983,24 	 913,75 	 22,35 	 2 457,85 	 413,92 	 254,77 	 9 844,57 	 5 681,57 	 1 154,64 	 251,71 	 1 851,33 	 444,70 	 90,86 	 4 374,41 	 1 950,21 	 65,34 	 18,81 	 4 625,48 	 155,16 	 368,15 	 2 616,46 	 292,48 
05.07.2009	 2 269,33 	 2 038,12 	 370,64 	 535,37 	 2 828,00 	 3 983,24 	 913,75 	 22,35 	 2 457,85 	 413,92 	 254,77 	 9 844,57 	 5 681,57 	 1 154,64 	 251,71 	 1 851,33 	 444,70 	 90,86 	 4 374,41 	 1 950,21 	 65,34 	 18,81 	 4 625,48 	 155,16 	 368,15 	 2 616,46 	 292,48 
06.07.2009	 2 269,33 	 2 038,12 	 370,64 	 535,37 	 2 828,00 	 3 983,24 	 913,75 	 22,35 	 2 457,85 	 413,92 	 254,77 	 9 844,57 	 5 681,57 	 1 154,64 	 251,71 	 1 851,33 	 444,70 	 90,86 	 4 374,41 	 1 950,21 	 65,34 	 18,81 	 4 625,48 	 155,16 	 368,15 	 2 616,46 	 292,48 
07.07.2009	 2 244,65 	 2 026,83 	 373,26 	 532,47 	 2 848,00 	 3 966,12 	 905,71 	 22,38 	 2 439,82 	 416,64 	 253,40 	 9 891,98 	 5 688,04 	 1 147,74 	 253,95 	 1 839,56 	 438,69 	 90,66 	 4 405,60 	 1 952,56 	 65,75 	 18,93 	 4 585,85 	 152,75 	 363,79 	 2 610,33 	 299,38 
08.07.2009	 2 266,89 	 2 028,54 	 372,06 	 532,90 	 2 850,00 	 3 965,78 	 906,58 	 22,32 	 2 453,83 	 417,06 	 253,65 	 9 904,43 	 5 693,74 	 1 149,49 	 254,24 	 1 845,14 	 437,45 	 90,56 	 4 389,31 	 1 953,06 	 65,80 	 18,93 	 4 615,01 	 153,46 	 362,51 	 2 614,44 	 299,51 
09.07.2009	 2 246,60 	 2 033,48 	 373,50 	 534,03 	 2 861,00 	 3 974,79 	 899,61 	 22,21 	 2 455,58 	 418,61 	 254,18 	 9 933,17 	 5 704,89 	 1 151,84 	 254,99 	 1 839,28 	 437,46 	 90,02 	 4 423,42 	 1 958,52 	 66,05 	 18,99 	 4 601,92 	 152,70 	 358,73 	 2 625,01 	 303,47 
10.07.2009	 2 242,88 	 2 042,04 	 373,62 	 536,30 	 2 861,00 	 3 985,37 	 915,23 	 22,24 	 2 466,80 	 418,72 	 255,33 	 9 935,75 	 5 712,29 	 1 156,96 	 255,22 	 1 847,06 	 439,75 	 89,72 	 4 414,44 	 1 962,14 	 66,05 	 19,00 	 4 624,09 	 154,02 	 362,04 	 2 638,33 	 306,19 
11.07.2009	 2 229,24 	 2 039,77 	 374,77 	 535,73 	 2 867,00 	 3 991,15 	 913,16 	 22,21 	 2 463,91 	 419,61 	 255,00 	 9 977,73 	 5 710,59 	 1 155,35 	 255,75 	 1 846,70 	 440,37 	 89,50 	 4 439,92 	 1 962,29 	 66,19 	 19,04 	 4 669,20 	 153,15 	 363,44 	 2 632,93 	 309,06 
12.07.2009	 2 229,24 	 2 039,77 	 374,77 	 535,73 	 2 867,00 	 3 991,15 	 913,16 	 22,21 	 2 463,91 	 419,61 	 255,00 	 9 977,73 	 5 710,59 	 1 155,35 	 255,75 	 1 846,70 	 440,37 	 89,50 	 4 439,92 	 1 962,29 	 66,19 	 19,04 	 4 669,20 	 153,15 	 363,44 	 2 632,93 	 309,06 
13.07.2009	 2 229,24 	 2 039,77 	 374,77 	 535,73 	 2 867,00 	 3 991,15 	 913,16 	 22,21 	 2 463,91 	 419,61 	 255,00 	 9 977,73 	 5 710,59 	 1 155,35 	 255,75 	 1 846,70 	 440,37 	 89,50 	 4 439,92 	 1 962,29 	 66,19 	 19,04 	 4 669,20 	 153,15 	 363,44 	 2 632,93 	 309,06 
14.07.2009	 2 226,35 	 2 054,17 	 375,99 	 539,61 	 2 882,00 	 4 016,64 	 912,36 	 22,47 	 2 475,52 	 421,80 	 256,78 	 10 015,64 	 5 740,46 	 1 163,57 	 257,90 	 1 847,67 	 442,55 	 87,18 	 4 457,21 	 1 966,30 	 66,33 	 19,15 	 4 631,37 	 154,07 	 362,96 	 2 654,14 	 312,24 
15.07.2009	 2 263,27 	 2 057,08 	 374,48 	 540,34 	 2 876,00 	 4 024,39 	 922,52 	 22,49 	 2 499,57 	 420,91 	 257,11 	 10 010,79 	 5 745,68 	 1 165,03 	 257,02 	 1 866,32 	 444,31 	 88,47 	 4 458,43 	 1 971,75 	 66,19 	 19,08 	 4 684,86 	 154,54 	 366,10 	 2 654,36 	 309,00 
16.07.2009	 2 276,54 	 2 053,23 	 370,93 	 539,33 	 2 858,00 	 4 016,35 	 934,48 	 22,36 	 2 522,17 	 418,33 	 256,69 	 9 940,87 	 5 736,08 	 1 162,88 	 255,41 	 1 862,50 	 444,82 	 89,18 	 4 429,64 	 1 965,61 	 65,78 	 18,96 	 4 677,69 	 154,98 	 365,26 	 2 643,24 	 305,64 
17.07.2009	 2 268,18 	 2 047,06 	 366,03 	 537,79 	 2 845,00 	 4 010,88 	 930,19 	 22,32 	 2 537,01 	 416,46 	 255,90 	 9 905,82 	 5 718,59 	 1 159,10 	 253,68 	 1 856,14 	 443,99 	 89,76 	 4 421,19 	 1 956,67 	 65,48 	 18,87 	 4 656,55 	 154,78 	 363,61 	 2 641,23 	 303,95 
18.07.2009	 2 276,60 	 2 050,05 	 369,74 	 538,49 	 2 847,00 	 4 012,28 	 927,66 	 22,30 	 2 543,67 	 416,66 	 256,24 	 9 902,61 	 5 725,49 	 1 161,16 	 254,08 	 1 859,87 	 444,96 	 89,57 	 4 427,74 	 1 958,99 	 65,52 	 18,88 	 4 638,90 	 154,47 	 362,44 	 2 640,27 	 303,76 
19.07.2009	 2 276,60 	 2 050,05 	 369,74 	 538,49 	 2 847,00 	 4 012,28 	 927,66 	 22,30 	 2 543,67 	 416,66 	 256,24 	 9 902,61 	 5 725,49 	 1 161,16 	 254,08 	 1 859,87 	 444,96 	 89,57 	 4 427,74 	 1 958,99 	 65,52 	 18,88 	 4 638,90 	 154,47 	 362,44 	 2 640,27 	 303,76 
20.07.2009	 2 276,60 	 2 050,05 	 369,74 	 538,49 	 2 847,00 	 4 012,28 	 927,66 	 22,30 	 2 543,67 	 416,66 	 256,24 	 9 902,61 	 5 725,49 	 1 161,16 	 254,08 	 1 859,87 	 444,96 	 89,57 	 4 427,74 	 1 958,99 	 65,52 	 18,88 	 4 638,90 	 154,47 	 362,44 	 2 640,27 	 303,76 
21.07.2009	 2 293,61 	 2 056,86 	 367,40 	 540,29 	 2 829,00 	 4 014,07 	 935,56 	 22,33 	 2 556,59 	 414,13 	 257,12 	 9 839,66 	 5 751,75 	 1 165,18 	 252,49 	 1 871,46 	 446,07 	 90,17 	 4 392,76 	 1 962,27 	 65,11 	 18,76 	 4 667,00 	 155,63 	 365,46 	 2 646,15 	 299,37 
22.07.2009	 2 293,02 	 2 049,23 	 368,41 	 538,32 	 2 822,00 	 4 007,52 	 938,43 	 22,38 	 2 548,54 	 413,06 	 256,19 	 9 832,58 	 5 724,72 	 1 160,41 	 251,89 	 1 865,79 	 447,82 	 90,51 	 4 398,37 	 1 957,28 	 64,95 	 18,70 	 4 632,88 	 155,32 	 366,76 	 2 639,23 	 299,67 
23.07.2009	 2 294,74 	 2 045,46 	 356,86 	 537,40 	 2 821,00 	 3 999,90 	 937,27 	 22,43 	 2 545,11 	 412,95 	 255,74 	 9 829,10 	 5 702,45 	 1 158,71 	 251,81 	 1 873,80 	 447,56 	 90,77 	 4 394,78 	 1 954,14 	 64,93 	 18,71 	 4 616,28 	 155,06 	 370,14 	 2 637,43 	 301,90 
24.07.2009	 2 307,97 	 2 049,70 	 357,26 	 538,44 	 2 817,00 	 4 009,72 	 944,62 	 22,30 	 2 561,26 	 412,32 	 256,23 	 9 815,33 	 5 696,66 	 1 160,64 	 251,69 	 1 894,61 	 449,64 	 90,65 	 4 391,20 	 1 955,84 	 64,83 	 18,69 	 4 657,63 	 155,96 	 373,60 	 2 638,13 	 298,52 
25.07.2009	 2 303,21 	 2 048,36 	 355,29 	 538,07 	 2 821,00 	 4 005,82 	 950,63 	 22,40 	 2 595,57 	 412,89 	 256,07 	 9 829,27 	 5 698,41 	 1 160,55 	 252,10 	 1 896,60 	 451,22 	 90,60 	 4 396,22 	 1 958,35 	 64,93 	 18,71 	 4 637,44 	 156,93 	 377,03 	 2 631,04 	 297,53 
26.07.2009	 2 303,21 	 2 048,36 	 355,29 	 538,07 	 2 821,00 	 4 005,82 	 950,63 	 22,40 	 2 595,57 	 412,89 	 256,07 	 9 829,27 	 5 698,41 	 1 160,55 	 252,10 	 1 896,60 	 451,22 	 90,60 	 4 396,22 	 1 958,35 	 64,93 	 18,71 	 4 637,44 	 156,93 	 377,03 	 2 631,04 	 297,53 
27.07.2009	 2 303,21 	 2 048,36 	 355,29 	 538,07 	 2 821,00 	 4 005,82 	 950,63 	 22,40 	 2 595,57 	 412,89 	 256,07 	 9 829,27 	 5 698,41 	 1 160,55 	 252,10 	 1 896,60 	 451,22 	 90,60 	 4 396,22 	 1 958,35 	 64,93 	 18,71 	 4 637,44 	 156,93 	 377,03 	 2 631,04 	 297,53 
28.07.2009	 2 304,01 	 2 044,74 	 351,85 	 537,21 	 2 806,00 	 3 998,83 	 956,80 	 22,34 	 2 587,49 	 410,70 	 255,62 	 9 779,90 	 5 696,88 	 1 158,33 	 250,59 	 1 896,01 	 452,51 	 91,26 	 4 373,26 	 1 947,80 	 64,48 	 18,60 	 4 615,31 	 156,58 	 377,99 	 2 624,27 	 295,35 
29.07.2009	 2 330,58 	 2 043,57 	 351,10 	 536,85 	 2 800,00 	 4 002,88 	 961,01 	 22,29 	 2 600,90 	 409,86 	 255,45 	 9 762,05 	 5 692,79 	 1 157,81 	 250,00 	 1 904,11 	 455,98 	 91,37 	 4 366,21 	 1 947,01 	 64,34 	 18,58 	 4 627,28 	 157,20 	 380,39 	 2 622,46 	 294,57 
30.07.2009	 2 324,08 	 2 051,28 	 361,22 	 538,86 	 2 832,00 	 4 011,24 	 955,79 	 22,09 	 2 610,86 	 414,50 	 256,43 	 9 866,39 	 5 716,02 	 1 161,94 	 252,52 	 1 903,42 	 455,43 	 90,14 	 4 418,49 	 1 964,76 	 65,08 	 18,79 	 4 637,40 	 156,98 	 377,84 	 2 635,40 	 299,97 
31.07.2009	 2 341,74 	 2 047,95 	 363,39 	 538,03 	 2 849,00 	 4 005,12 	 955,93 	 22,20 	 2 623,03 	 416,92 	 255,91 	 9 906,29 	 5 700,28 	 1 159,76 	 254,60 	 1 916,26 	 457,27 	 89,72 	 4 425,41 	 1 971,08 	 65,47 	 18,90 	 4 697,43 	 156,62 	 382,15 	 2 620,85 	 299,93 
01.08.2009	 2 340,76 	 2 039,24 	 352,05 	 535,66 	 2 827,00 	 3 990,88 	 960,89 	 21,95 	 2 616,14 	 413,80 	 254,93 	 9 830,14 	 5 688,70 	 1 154,49 	 252,48 	 1 917,91 	 456,91 	 90,74 	 4 384,85 	 1 961,97 	 64,96 	 18,76 	 4 680,81 	 155,93 	 385,07 	 2 600,74 	 295,53 
02.08.2009	 2 340,76 	 2 039,24 	 352,05 	 535,66 	 2 827,00 	 3 990,88 	 960,89 	 21,95 	 2 616,14 	 413,80 	 254,93 	 9 830,14 	 5 688,70 	 1 154,49 	 252,48 	 1 917,91 	 456,91 	 90,74 	 4 384,85 	 1 961,97 	 64,96 	 18,76 	 4 680,81 	 155,93 	 385,07 	 2 600,74 	 295,53 
03.08.2009	 2 340,76 	 2 039,24 	 352,05 	 535,66 	 2 827,00 	 3 990,88 	 960,89 	 21,95 	 2 616,14 	 413,80 	 254,93 	 9 830,14 	 5 688,70 	 1 154,49 	 252,48 	 1 917,91 	 456,91 	 90,74 	 4 384,85 	 1 961,97 	 64,96 	 18,76 	 4 680,81 	 155,93 	 385,07 	 2 600,74 	 295,53 
04.08.2009	 2 365,39 	 2 053,76 	 360,31 	 539,53 	 2 823,00 	 4 014,59 	 975,13 	 22,26 	 2 622,87 	 413,20 	 256,72 	 9 815,72 	 5 718,63 	 1 163,40 	 252,01 	 1 918,97 	 461,75 	 90,36 	 4 385,05 	 1 964,24 	 64,84 	 18,72 	 4 735,44 	 156,93 	 392,32 	 2 633,03 	 297,24 
05.08.2009	 2 359,57 	 2 066,43 	 356,77 	 542,81 	 2 806,00 	 4 036,43 	 984,58 	 22,39 	 2 624,02 	 410,81 	 258,38 	 9 799,20 	 5 756,49 	 1 170,58 	 250,29 	 1 921,72 	 463,99 	 90,38 	 4 388,30 	 1 958,40 	 64,45 	 18,60 	 4 751,96 	 156,86 	 393,39 	 2 644,30 	 295,57 
06.08.2009	 2 364,19 	 2 068,10 	 356,47 	 543,30 	 2 809,00 	 4 040,75 	 985,37 	 22,47 	 2 612,17 	 411,23 	 258,54 	 9 808,65 	 5 759,69 	 1 171,00 	 250,69 	 1 918,85 	 465,10 	 90,23 	 4 407,41 	 1 957,76 	 64,52 	 18,62 	 4 755,22 	 156,09 	 393,60 	 2 647,13 	 295,64 
07.08.2009	 2 370,66 	 2 068,71 	 355,57 	 543,41 	 2 809,00 	 4 047,49 	 981,02 	 22,48 	 2 628,55 	 411,23 	 258,58 	 9 797,36 	 5 763,82 	 1 172,03 	 250,78 	 1 918,72 	 466,95 	 90,09 	 4 405,83 	 1 959,81 	 64,52 	 18,62 	 4 773,61 	 155,86 	 394,53 	 2 645,13 	 295,08 
08.08.2009	 2 363,57 	 2 071,42 	 349,78 	 544,11 	 2 822,00 	 4 054,09 	 972,48 	 22,47 	 2 618,66 	 413,05 	 258,90 	 9 842,01 	 5 766,24 	 1 173,34 	 252,08 	 1 903,67 	 465,26 	 89,45 	 4 423,17 	 1 963,95 	 64,82 	 18,73 	 4 720,64 	 156,23 	 393,59 	 2 648,52 	 295,85 
09.08.2009	 2 363,57 	 2 071,42 	 349,78 	 544,11 	 2 822,00 	 4 054,09 	 972,48 	 22,47 	 2 618,66 	 413,05 	 258,90 	 9 842,01 	 5 766,24 	 1 173,34 	 252,08 	 1 903,67 	 465,26 	 89,45 	 4 423,17 	 1 963,95 	 64,82 	 18,73 	 4 720,64 	 156,23 	 393,59 	 2 648,52 	 295,85 
10.08.2009	 2 363,57 	 2 071,42 	 349,78 	 544,11 	 2 822,00 	 4 054,09 	 972,48 	 22,47 	 2 618,66 	 413,05 	 258,90 	 9 842,01 	 5 766,24 	 1 173,34 	 252,08 	 1 903,67 	 465,26 	 89,45 	 4 423,17 	 1 963,95 	 64,82 	 18,73 	 4 720,64 	 156,23 	 393,59 	 2 648,52 	 295,85 
11.08.2009	 2 378,97 	 2 056,62 	 352,55 	 540,32 	 2 837,00 	 4 027,69 	 979,46 	 22,31 	 2 618,85 	 415,05 	 257,10 	 9 859,25 	 5 730,73 	 1 165,02 	 253,42 	 1 924,83 	 462,33 	 89,64 	 4 441,01 	 1 969,52 	 64,98 	 18,82 	 4 714,81 	 155,66 	 393,86 	 2 618,37 	 291,30 
12.08.2009	 2 380,60 	 2 059,94 	 350,06 	 541,16 	 2 842,00 	 4 025,98 	 975,11 	 22,43 	 2 602,21 	 415,82 	 257,51 	 9 876,29 	 5 750,71 	 1 166,71 	 253,81 	 1 910,65 	 459,72 	 89,52 	 4 416,27 	 1 967,87 	 65,09 	 18,86 	 4 681,63 	 156,57 	 392,67 	 2 625,65 	 293,63 
13.08.2009	 2 366,31 	 2 077,27 	 349,13 	 545,71 	 2 874,00 	 4 054,64 	 966,78 	 22,66 	 2 604,79 	 420,46 	 259,65 	 9 998,26 	 5 797,28 	 1 176,76 	 256,66 	 1 906,59 	 460,09 	 87,91 	 4 461,14 	 1 984,12 	 65,82 	 19,06 	 4 732,76 	 157,21 	 393,57 	 2 660,99 	 300,64 
14.08.2009	 2 392,75 	 2 074,89 	 342,39 	 545,07 	 2 848,00 	 4 059,82 	 985,31 	 22,47 	 2 619,21 	 416,77 	 259,35 	 9 914,36 	 5 789,21 	 1 175,31 	 254,29 	 1 923,09 	 471,05 	 88,60 	 4 423,94 	 1 973,80 	 65,23 	 18,89 	 4 716,00 	 157,46 	 397,58 	 2 649,06 	 295,39 
